NodeID,Zone,Latitude,Longitude,ConnectedTo,Distance,BackupCount,Backup1,Backup2,Backup3,Backup4,Backup5,ActiveUsers,AvgBandwidth
1635,Central,12.300912,76.617416,2086,62,4,8348,6660,2576,3954,-1,356,67
1636,East,12.19914,76.572517,9827,4,3,1086,9202,1390,-1,-1,410,100
1637,South,12.281875,76.561985,4544,51,2,7610,5594,-1,-1,-1,205,69
1638,Central,12.148126,76.642443,7699,66,3,6325,9659,9178,-1,-1,399,78
1639,Central,12.248303,76.722196,7689,44,0,-1,-1,-1,-1,-1,404,63
1640,East,12.209822,76.73491,1031,33,5,4394,4444,4734,9739,8413,166,41
1641,East,12.322165,76.719804,5710,40,1,5488,-1,-1,-1,-1,315,87
1642,West,12.133557,76.729328,3085,99,4,2281,4833,3112,5922,-1,414,70
1643,Central,12.146343,76.789409,9531,67,1,1920,-1,-1,-1,-1,420,93
1644,East,12.241579,76.61172,5527,24,5,8142,6143,4024,6416,7935,417,35
1645,Central,12.187724,76.65242,4173,78,0,-1,-1,-1,-1,-1,179,16
1646,West,12.293934,76.84516,53,9,1,4174,-1,-1,-1,-1,303,59
1647,Central,12.225075,76.633127,9297,54,1,4353,-1,-1,-1,-1,76,55
1648,West,12.228582,76.69291,6338,41,0,-1,-1,-1,-1,-1,121,24
1649,North,12.1584,76.79039,892,6,0,-1,-1,-1,-1,-1,192,14
1650,Central,12.210567,76.588227,1571,96,5,6934,3356,654,9282,981,55,15
1651,East,12.343051,76.765872,4656,56,1,3776,-1,-1,-1,-1,162,80
1652,Central,12.221185,76.630021,9054,46,1,2485,-1,-1,-1,-1,61,71
1653,Central,12.145015,76.615962,6279,27,4,285,2627,1493,9359,-1,429,79
1654,East,12.292865,76.587369,4033,53,1,3965,-1,-1,-1,-1,285,79
1655,South,12.317566,76.825288,4578,14,0,-1,-1,-1,-1,-1,172,86
1656,East,12.180558,76.808269,6335,58,1,3804,-1,-1,-1,-1,101,11
1657,West,12.263728,76.682758,6299,79,3,377,8868,4451,-1,-1,155,87
1658,West,12.180995,76.812544,5608,42,0,-1,-1,-1,-1,-1,305,65
1659,Central,12.16637,76.682657,3366,48,1,1267,-1,-1,-1,-1,357,90
1660,West,12.100514,76.671202,3570,41,2,6637,4491,-1,-1,-1,177,92
1661,East,12.319536,76.663833,7695,4,5,9229,3998,1059,7409,358,249,74
1662,East,12.157856,76.556148,7148,93,3,6949,1465,7165,-1,-1,180,45
1663,South,12.130736,76.82348,4257,62,1,2761,-1,-1,-1,-1,162,75
1664,Central,12.229732,76.793043,594,49,2,786,3745,-1,-1,-1,96,91
1665,South,12.077713,76.758594,820,33,0,-1,-1,-1,-1,-1,318,33
1666,West,12.094709,76.59249,7141,36,1,3753,-1,-1,-1,-1,259,40
1667,South,12.206152,76.619545,1511,80,0,-1,-1,-1,-1,-1,343,84
1668,South,12.136473,76.691075,6934,22,1,281,-1,-1,-1,-1,463,26
1669,Central,12.263759,76.570215,1663,35,1,8748,-1,-1,-1,-1,113,100
1670,West,12.216032,76.660679,2931,20,4,3060,4024,143,5332,-1,487,22
1671,East,12.203974,76.556215,8265,8,3,2211,2736,792,-1,-1,290,20
1672,South,12.122578,76.732691,6016,74,2,7576,4027,-1,-1,-1,282,23
1673,North,12.264029,76.598626,9928,97,0,-1,-1,-1,-1,-1,84,49
1674,South,12.050172,76.688232,8027,87,3,9016,8871,6617,-1,-1,318,60
1675,Central,12.156181,76.731655,6638,97,2,8576,6679,-1,-1,-1,135,65
1676,West,12.087872,76.560925,1202,77,2,4889,1892,-1,-1,-1,359,53
1677,West,12.162783,76.662087,5153,63,1,262,-1,-1,-1,-1,160,56
1678,South,12.184982,76.727129,2291,84,2,6493,4005,-1,-1,-1,122,3
1679,South,12.321099,76.625876,6541,60,5,7621,6087,3353,7590,2136,262,7
1680,South,12.334318,76.819112,1659,38,2,870,5743,-1,-1,-1,288,50
1681,West,12.073437,76.638185,8397,71,3,663,7855,1110,-1,-1,230,43
1682,South,12.143103,76.702015,181,13,1,9201,-1,-1,-1,-1,188,8
1683,North,12.202852,76.739202,6082,4,3,6609,5472,7541,-1,-1,227,80
1684,East,12.135478,76.565275,8470,75,0,-1,-1,-1,-1,-1,274,98
1685,West,12.180022,76.704191,8978,94,5,9279,8289,1102,2512,6191,219,85
1686,West,12.269435,76.740561,2358,19,1,1526,-1,-1,-1,-1,365,50
1687,East,12.16832,76.562567,4962,2,1,3186,-1,-1,-1,-1,264,73
1688,South,12.175277,76.797777,2484,55,4,9309,4180,3450,9,-1,83,21
1689,North,12.129652,76.694799,1082,29,3,2713,8085,1871,-1,-1,90,86
1690,West,12.293507,76.652821,6096,61,2,9454,9151,-1,-1,-1,330,95
1691,East,12.239457,76.64796,2549,86,5,9662,8520,4570,9729,4018,165,3
1692,West,12.195019,76.648446,8336,39,3,6630,840,9694,-1,-1,203,33
1693,North,12.297221,76.716504,3587,32,3,2510,1615,8883,-1,-1,308,47
1694,West,12.272757,76.675787,5426,39,0,-1,-1,-1,-1,-1,174,21
1695,Central,12.194352,76.828523,1086,100,2,932,7137,-1,-1,-1,257,56
1696,South,12.174267,76.843508,5468,48,0,-1,-1,-1,-1,-1,207,31
1697,West,12.313732,76.697558,6493,76,1,6640,-1,-1,-1,-1,270,31
1698,East,12.122971,76.791359,5506,21,4,5359,9723,6174,1357,-1,101,11
1699,North,12.288858,76.552547,8853,55,3,1512,2488,841,-1,-1,51,61
1700,South,12.059805,76.637427,6009,87,5,5853,9371,1433,662,2706,208,43
1701,North,12.061683,76.724859,647,79,0,-1,-1,-1,-1,-1,470,25
1702,South,12.319117,76.797257,8034,14,2,9721,4774,-1,-1,-1,365,68
1703,North,12.299541,76.635333,1064,60,4,4259,2578,8435,1574,-1,304,78
1704,South,12.25671,76.55961,5548,86,1,7744,-1,-1,-1,-1,464,58
1705,East,12.335511,76.64192,6571,54,1,5067,-1,-1,-1,-1,391,42
1706,South,12.122204,76.594616,2543,5,0,-1,-1,-1,-1,-1,80,76
1707,North,12.094304,76.849468,2066,20,5,1203,4628,5451,5242,9490,172,92
1708,West,12.1806,76.586786,9045,94,4,4956,3436,7753,554,-1,236,21
1709,West,12.107447,76.569817,514,33,3,3056,8152,7594,-1,-1,387,51
1710,East,12.184884,76.794734,6919,85,2,9282,3014,-1,-1,-1,53,22
1711,East,12.17474,76.696068,5481,19,0,-1,-1,-1,-1,-1,121,31
1712,Central,12.231177,76.837119,3313,93,1,6846,-1,-1,-1,-1,69,99
1713,North,12.239461,76.76341,6111,44,0,-1,-1,-1,-1,-1,103,62
1714,Central,12.110514,76.594342,8273,36,4,6401,8662,9674,3222,-1,272,99
1715,North,12.186486,76.765732,8964,38,4,7478,729,4661,5449,-1,59,53
1716,Central,12.238113,76.787551,7774,54,3,9973,9369,3783,-1,-1,211,76
1717,South,12.184781,76.640085,634,30,5,9495,4163,6468,4347,70,321,30
1718,North,12.11654,76.796452,3915,51,0,-1,-1,-1,-1,-1,270,7
1719,North,12.290717,76.63209,8954,54,0,-1,-1,-1,-1,-1,306,94
1720,East,12.28067,76.748994,8136,75,1,8750,-1,-1,-1,-1,388,71
1721,East,12.283902,76.80657,6373,72,5,5383,2903,8930,3281,232,400,55
1722,North,12.148632,76.623679,7862,3,0,-1,-1,-1,-1,-1,116,96
1723,East,12.100707,76.637695,4212,54,1,6986,-1,-1,-1,-1,154,94
1724,South,12.158429,76.779528,4731,40,4,8989,1123,1248,2548,-1,497,16
1725,North,12.336076,76.569795,4424,23,0,-1,-1,-1,-1,-1,441,58
1726,East,12.086432,76.7798,8758,60,4,2000,7884,4559,1364,-1,232,12
1727,East,12.10292,76.791981,8934,33,5,298,1415,1039,2658,2388,225,21
1728,Central,12.294565,76.710443,7842,97,5,5757,488,5573,6377,7084,103,66
1729,West,12.113708,76.607043,7920,100,4,1096,3715,8099,9133,-1,444,59
1730,West,12.146664,76.660661,687,5,3,3081,60,9354,-1,-1,231,3
1731,East,12.244615,76.67466,121,41,3,1396,2196,1572,-1,-1,354,67
1732,Central,12.279838,76.727866,7756,64,4,9037,5582,1962,532,-1,452,82
1733,East,12.123811,76.711124,6973,38,0,-1,-1,-1,-1,-1,489,14
1734,North,12.331715,76.749447,2243,90,2,6219,2507,-1,-1,-1,193,44
1735,West,12.344393,76.842539,5960,10,3,5052,4912,6666,-1,-1,61,4
1736,East,12.148326,76.76354,2251,68,4,9822,1640,5939,1857,-1,98,34
1737,East,12.145494,76.587118,9443,28,4,1291,3793,804,4530,-1,209,98
1738,Central,12.276452,76.823892,1305,92,4,9459,8946,4869,9049,-1,386,39
1739,North,12.318598,76.775691,667,40,3,1523,5460,4408,-1,-1,429,7
1740,South,12.070624,76.834695,9638,1,0,-1,-1,-1,-1,-1,294,6
1741,West,12.29285,76.671797,1751,34,1,9680,-1,-1,-1,-1,337,32
1742,North,12.150219,76.605539,9322,90,0,-1,-1,-1,-1,-1,372,3
1743,West,12.115525,76.762448,2774,95,5,8350,3909,6683,86,8568,498,35
1744,Central,12.288398,76.782879,3072,64,4,3897,972,7040,3457,-1,363,86
1745,West,12.107742,76.708334,5640,18,3,9679,6742,9475,-1,-1,197,35
1746,South,12.234915,76.81687,6884,33,5,9916,8153,23,1877,6644,352,25
1747,East,12.25739,76.722985,9506,16,5,4076,2170,658,3782,4095,431,6
1748,North,12.25522,76.589889,3573,36,0,-1,-1,-1,-1,-1,344,1
1749,South,12.265171,76.798991,225,53,0,-1,-1,-1,-1,-1,224,27
1750,West,12.093315,76.767294,2019,48,2,6735,6205,-1,-1,-1,387,67
1751,East,12.183024,76.610465,2390,27,3,5786,3080,3977,-1,-1,300,63
1752,East,12.181235,76.625633,7099,60,1,1006,-1,-1,-1,-1,450,8
1753,West,12.207285,76.611152,1809,37,1,4643,-1,-1,-1,-1,193,23
1754,West,12.280716,76.69197,8676,9,4,7445,5699,4967,3675,-1,280,26
1755,East,12.30184,76.839052,4417,21,3,3613,7178,2187,-1,-1,58,100
1756,South,12.243566,76.665374,9039,66,5,2370,1799,4385,6075,8552,180,89
1757,North,12.131544,76.747488,5082,96,3,332,1031,9292,-1,-1,104,31
1758,East,12.12563,76.623288,9108,79,4,8682,2997,8143,8656,-1,51,20
1759,North,12.148213,76.756891,9074,54,4,5591,23,7881,3168,-1,145,14
1760,East,12.266264,76.677455,4455,76,1,6585,-1,-1,-1,-1,392,78
1761,Central,12.219207,76.578827,7730,80,1,4012,-1,-1,-1,-1,216,6
1762,East,12.157064,76.777678,8724,43,3,3728,7058,9214,-1,-1,58,89
1763,North,12.080958,76.818778,3789,53,0,-1,-1,-1,-1,-1,154,60
1764,West,12.210494,76.771585,1681,88,4,7229,2223,3616,3514,-1,161,48
1765,North,12.060985,76.553509,9625,53,0,-1,-1,-1,-1,-1,193,83
1766,Central,12.31694,76.817931,1531,44,1,1946,-1,-1,-1,-1,97,33
1767,Central,12.211067,76.738732,3951,6,3,4539,8864,2736,-1,-1,386,97
1768,North,12.327868,76.696865,3544,53,2,1639,1453,-1,-1,-1,307,75
1769,South,12.327443,76.633301,6997,90,2,5847,7411,-1,-1,-1,334,90
1770,South,12.05807,76.579253,9366,3,5,4509,3154,2819,2571,3837,427,6
1771,South,12.108757,76.612721,2172,38,3,1003,7364,3696,-1,-1,366,18
1772,North,12.085363,76.823672,3345,47,5,4908,7074,2521,1036,2606,292,49
1773,North,12.101413,76.560539,2868,88,3,1778,1389,2581,-1,-1,158,10
1774,South,12.174516,76.680386,2722,35,5,8523,9093,8697,9694,9594,218,58
1775,South,12.298633,76.728281,9294,28,3,6961,2820,7292,-1,-1,192,41
1776,East,12.231884,76.827864,328,26,3,4842,6152,8772,-1,-1,288,12
1777,Central,12.084604,76.758355,881,30,5,8741,1854,9176,7853,6465,382,75
1778,South,12.06585,76.603938,3797,17,1,831,-1,-1,-1,-1,310,78
1779,Central,12.315326,76.622448,9048,11,2,8602,8807,-1,-1,-1,97,34
1780,East,12.149623,76.590854,2921,6,3,8036,3363,2289,-1,-1,461,29
1781,North,12.205387,76.737452,1170,55,5,8957,1313,5273,7551,2697,398,36
1782,East,12.058988,76.779644,447,100,5,396,497,1370,5283,2702,437,96
1783,Central,12.074319,76.756387,7877,13,3,8831,6087,937,-1,-1,453,81
1784,Central,12.057752,76.594933,5789,41,3,1886,8257,4749,-1,-1,435,38
1785,East,12.097782,76.713733,2423,77,5,9443,8847,7811,4705,8046,317,99
1786,North,12.095173,76.797307,4734,65,4,695,5146,6216,7682,-1,70,65
1787,West,12.190194,76.563244,800,1,5,4280,4024,6191,5658,5594,95,47
1788,Central,12.132524,76.594988,6188,73,0,-1,-1,-1,-1,-1,170,53
1789,South,12.28931,76.703505,5269,48,5,802,5999,5081,2789,9450,242,94
1790,North,12.215763,76.561813,7696,7,3,3406,3938,6720,-1,-1,358,79
1791,Central,12.188007,76.656523,278,99,4,8615,3027,2060,1057,-1,81,35
1792,North,12.328442,76.809575,4142,68,0,-1,-1,-1,-1,-1,334,68
1793,North,12.128482,76.769985,2907,71,3,8166,4079,8448,-1,-1,149,49
1794,South,12.208496,76.56925,4387,32,1,1073,-1,-1,-1,-1,122,90
1795,West,12.235722,76.638545,2799,67,4,5038,6678,4875,2598,-1,60,32
1796,West,12.276944,76.589153,8656,56,1,1705,-1,-1,-1,-1,208,100
1797,East,12.07465,76.812033,6392,38,5,6387,2566,5811,6122,4761,493,6
1798,South,12.170984,76.618724,6046,44,4,3063,4814,3140,381,-1,392,11
1799,West,12.163181,76.673357,4584,38,4,9432,8689,8277,368,-1,445,29
1800,North,12.160512,76.716827,8207,67,1,4512,-1,-1,-1,-1,219,93
1801,South,12.189705,76.799526,1008,87,5,5569,615,4746,942,4773,172,27
1802,South,12.112681,76.779514,5817,25,4,4222,9619,5162,2001,-1,252,94
1803,South,12.292011,76.791784,1475,13,5,9828,7450,8621,7642,2027,328,7
1804,Central,12.342677,76.622329,1497,81,5,3243,8070,3551,2207,6635,379,42
1805,South,12.061763,76.671994,569,93,0,-1,-1,-1,-1,-1,92,97
1806,Central,12.278406,76.699,5364,50,0,-1,-1,-1,-1,-1,286,65
1807,West,12.283674,76.766086,8592,2,0,-1,-1,-1,-1,-1,144,27
1808,North,12.349179,76.558819,1748,43,3,1835,9006,2095,-1,-1,478,77
1809,Central,12.327298,76.623316,6181,43,3,8148,4323,4647,-1,-1,471,77
1810,North,12.338111,76.822381,50,80,5,3501,6418,6027,9990,5665,118,8
1811,North,12.143368,76.571274,2018,68,5,9421,4699,1783,8834,4788,165,30
1812,West,12.208967,76.652885,432,76,1,6672,-1,-1,-1,-1,149,22
1813,South,12.33248,76.731971,8287,19,0,-1,-1,-1,-1,-1,172,58
1814,East,12.150557,76.675481,1511,33,0,-1,-1,-1,-1,-1,406,96
1815,East,12.089016,76.710832,702,47,5,348,5529,3893,8067,6479,269,56
1816,North,12.205802,76.578796,2110,55,0,-1,-1,-1,-1,-1,71,25
1817,North,12.206077,76.610955,6399,51,4,1448,446,6328,2523,-1,400,59
1818,North,12.146113,76.773548,1637,23,1,4161,-1,-1,-1,-1,224,46
1819,North,12.295219,76.702723,3004,56,4,1782,7952,7950,6954,-1,440,72
1820,South,12.236354,76.845176,4321,38,5,660,1897,3966,4980,9085,52,68
1821,West,12.284073,76.652783,3889,62,5,9015,8660,2236,6675,755,158,30
1822,East,12.234353,76.587241,1678,86,2,7397,295,-1,-1,-1,360,7
1823,Central,12.160473,76.719339,1062,38,2,9405,2978,-1,-1,-1,58,92
1824,West,12.347568,76.72487,2713,52,4,9384,6893,9383,6158,-1,495,100
1825,East,12.299085,76.742525,9835,96,5,7474,1468,8555,4842,2378,324,47
1826,Central,12.16523,76.835581,4066,19,2,9262,1686,-1,-1,-1,200,3
1827,Central,12.316202,76.720844,3185,23,1,1775,-1,-1,-1,-1,144,100
1828,South,12.138329,76.592388,7043,52,4,9172,897,6681,376,-1,335,61
1829,South,12.169398,76.585315,6843,4,5,7241,2849,3537,5070,9202,420,30
1830,Central,12.232019,76.647733,9869,47,5,3997,8523,2269,9193,286,478,37
1831,North,12.319175,76.838006,1930,19,5,9277,9994,7113,5592,490,331,19
1832,West,12.227154,76.657617,2402,56,5,4358,1531,9021,6265,9386,243,45
1833,West,12.239106,76.827038,3549,2,4,7895,6978,1609,2387,-1,442,25
1834,Central,12.144108,76.651056,1969,33,1,4375,-1,-1,-1,-1,254,70
1835,South,12.12218,76.788885,5091,66,2,664,482,-1,-1,-1,476,22
1836,West,12.2757,76.550293,8419,56,4,6400,6378,1025,903,-1,109,98
1837,West,12.20117,76.572517,3167,79,2,417,785,-1,-1,-1,83,49
1838,Central,12.066796,76.744486,1312,38,5,9937,1198,5265,890,7424,258,100
1839,South,12.30887,76.706542,9543,57,5,6736,2353,824,6035,3612,376,36
1840,East,12.055045,76.698581,7253,77,2,6401,2659,-1,-1,-1,79,92
1841,West,12.315631,76.767806,6744,86,1,9769,-1,-1,-1,-1,120,45
1842,North,12.216639,76.577621,8062,93,5,7768,6299,781,2637,9263,408,78
1843,North,12.280734,76.629064,6509,68,5,8741,4305,1100,3199,3251,153,59
1844,South,12.076756,76.5898,5147,46,5,2805,3319,5648,6575,1781,289,70
1845,North,12.189277,76.611475,2691,87,0,-1,-1,-1,-1,-1,90,78
1846,South,12.050139,76.583786,6912,31,4,5206,2168,7663,8122,-1,329,74
1847,East,12.162794,76.607116,7331,10,5,8932,4861,5031,4335,9708,75,93
1848,South,12.309367,76.646907,2307,51,2,8360,704,-1,-1,-1,468,13
1849,West,12.132618,76.848479,3874,58,1,4098,-1,-1,-1,-1,475,14
1850,West,12.191119,76.582485,2322,60,5,8186,8411,2790,3058,1231,57,21
1851,North,12.313454,76.81828,9650,69,1,1676,-1,-1,-1,-1,371,25
1852,East,12.205827,76.842104,2811,74,4,5572,8049,9936,7175,-1,169,98
1853,West,12.309975,76.619489,8836,32,0,-1,-1,-1,-1,-1,484,66
1854,South,12.213054,76.848775,6691,4,2,3750,9378,-1,-1,-1,434,58
1855,North,12.197848,76.760846,8922,93,5,7023,6599,1949,7431,7836,408,8
1856,West,12.308271,76.698939,6636,67,1,253,-1,-1,-1,-1,236,98
1857,North,12.162835,76.593089,2800,24,1,5722,-1,-1,-1,-1,217,87
1858,South,12.075857,76.668007,5997,2,2,8832,7328,-1,-1,-1,103,88
1859,East,12.17148,76.595102,1193,67,5,2854,1191,9349,2273,5363,340,51
1860,West,12.276489,76.836467,9134,76,4,4399,3853,7044,9977,-1,327,37
1861,Central,12.310423,76.835926,2078,5,2,555,9915,-1,-1,-1,404,94
1862,South,12.248694,76.712685,9801,92,5,4108,8312,4781,2129,4884,360,44
1863,Central,12.203662,76.738855,1376,37,2,7403,8940,-1,-1,-1,309,59
1864,North,12.258584,76.682422,5848,23,1,8912,-1,-1,-1,-1,255,58
1865,West,12.19328,76.711781,3059,4,4,7405,4503,6233,1277,-1,364,9
1866,West,12.198469,76.709659,6299,70,1,9414,-1,-1,-1,-1,273,65
1867,West,12.265562,76.596175,2121,41,4,9450,3213,8092,625,-1,454,83
1868,Central,12.145476,76.707316,6530,83,1,3890,-1,-1,-1,-1,238,7
1869,East,12.314906,76.749071,5904,97,3,6241,5437,7481,-1,-1,341,5
1870,North,12.251903,76.600376,8876,23,5,5613,6136,4396,4115,2990,318,51
1871,West,12.228078,76.608832,5783,79,2,3042,4040,-1,-1,-1,374,18
1872,Central,12.271808,76.804023,6412,29,1,8948,-1,-1,-1,-1,343,14
1873,East,12.17147,76.628219,5371,24,4,5535,7918,2914,5625,-1,249,22
1874,Central,12.101557,76.833819,3631,89,1,5625,-1,-1,-1,-1,321,78
1875,East,12.080666,76.808135,8265,14,4,6409,6049,5993,420,-1,380,63
1876,Central,12.128855,76.665884,9153,42,0,-1,-1,-1,-1,-1,362,42
1877,West,12.281901,76.636191,4287,29,0,-1,-1,-1,-1,-1,149,40
1878,Central,12.085993,76.752628,8393,74,0,-1,-1,-1,-1,-1,476,15
1879,West,12.2297,76.599444,3262,67,5,5465,9535,3866,4409,617,94,47
1880,South,12.168359,76.576462,4811,59,0,-1,-1,-1,-1,-1,217,42
1881,South,12.082167,76.76868,5998,80,1,6872,-1,-1,-1,-1,293,94
1882,Central,12.079213,76.789641,7329,41,0,-1,-1,-1,-1,-1,58,80
1883,East,12.335819,76.594906,1787,37,0,-1,-1,-1,-1,-1,68,100
1884,East,12.103197,76.66488,8670,16,5,9694,8580,7747,9199,985,359,94
1885,South,12.277329,76.552018,5914,17,1,8425,-1,-1,-1,-1,319,72
1886,East,12.170658,76.817056,5421,72,3,6817,956,5315,-1,-1,492,99
1887,Central,12.201932,76.787689,7369,69,3,4579,4893,2745,-1,-1,120,64
1888,East,12.203063,76.844946,4581,70,5,5562,9639,6913,5959,5199,453,92
1889,Central,12.13641,76.700609,4989,79,0,-1,-1,-1,-1,-1,92,89
1890,West,12.345616,76.557619,102,6,0,-1,-1,-1,-1,-1,129,40
1891,East,12.24175,76.725899,3802,10,1,2148,-1,-1,-1,-1,379,15
1892,East,12.310546,76.570773,91,42,2,7872,553,-1,-1,-1,317,27
1893,West,12.216664,76.604645,1644,37,2,4659,8516,-1,-1,-1,318,79
1894,West,12.165748,76.735989,8038,19,3,3638,6931,7356,-1,-1,376,57
1895,East,12.242944,76.594911,104,17,2,8442,2747,-1,-1,-1,238,37
1896,South,12.334911,76.570878,3578,23,5,8902,1734,2190,3119,1030,114,26
1897,Central,12.092964,76.80235,116,81,2,1517,966,-1,-1,-1,243,95
1898,North,12.315645,76.705877,6805,34,3,2623,3341,9056,-1,-1,287,45
1899,North,12.209754,76.780081,6619,67,5,1426,7471,2899,2960,5735,295,60
1900,East,12.128102,76.841989,9208,81,2,7927,2222,-1,-1,-1,244,20
1901,Central,12.332641,76.64763,1478,66,5,7431,6265,9073,3950,1675,250,7
1902,Central,12.310709,76.765487,1981,83,3,2876,1037,7490,-1,-1,401,28
1903,South,12.182869,76.765158,3559,73,5,9544,3049,479,5338,2978,138,20
1904,Central,12.336558,76.822892,3507,95,3,2804,1651,6997,-1,-1,459,42
1905,Central,12.072609,76.64096,9062,71,1,3874,-1,-1,-1,-1,135,42
1906,East,12.260741,76.623356,9463,70,1,5246,-1,-1,-1,-1,334,40
1907,East,12.175363,76.696731,7586,95,5,8078,3585,2647,6440,4748,176,3
1908,Central,12.149787,76.80963,9463,100,3,1908,2956,7320,-1,-1,359,75
1909,West,12.050806,76.721313,7211,9,1,908,-1,-1,-1,-1,219,32
1910,Central,12.190553,76.7081,8154,93,0,-1,-1,-1,-1,-1,159,63
1911,East,12.091483,76.835371,8502,32,1,2445,-1,-1,-1,-1,64,87
1912,North,12.090415,76.659292,889,71,1,2838,-1,-1,-1,-1,69,6
1913,East,12.278299,76.696684,7628,67,4,8288,9321,7182,5723,-1,400,27
1914,East,12.250204,76.657209,3879,82,4,6460,997,662,3309,-1,58,36
1915,East,12.120886,76.666355,1343,74,4,5254,1793,7540,1088,-1,227,21
1916,South,12.311602,76.721155,1533,3,1,9456,-1,-1,-1,-1,135,100
1917,Central,12.274783,76.749203,1515,39,1,7831,-1,-1,-1,-1,191,84
1918,Central,12.107855,76.733624,3216,1,4,6808,7702,1354,3447,-1,401,76
1919,West,12.077879,76.840224,2378,51,0,-1,-1,-1,-1,-1,374,20
1920,South,12.084668,76.597221,7542,53,3,2287,876,1886,-1,-1,360,99
1921,North,12.08478,76.664775,1712,17,1,685,-1,-1,-1,-1,111,80
1922,North,12.183947,76.7669,8669,98,3,4074,3243,3507,-1,-1,68,38
1923,Central,12.107733,76.664085,3414,69,0,-1,-1,-1,-1,-1,388,23
1924,West,12.245188,76.749543,4939,100,4,1697,2451,4621,2885,-1,101,12
1925,East,12.056813,76.717516,6468,81,4,2303,5523,143,9444,-1,390,42
1926,South,12.095038,76.636014,2110,3,4,3172,6008,5733,6234,-1,479,9
1927,North,12.291609,76.614385,9320,77,2,2100,9559,-1,-1,-1,304,3
1928,North,12.118659,76.68612,2324,36,1,6944,-1,-1,-1,-1,233,71
1929,East,12.211892,76.666211,2135,28,0,-1,-1,-1,-1,-1,182,10
1930,South,12.057694,76.84703,881,55,0,-1,-1,-1,-1,-1,235,79
1931,South,12.193793,76.717259,4553,8,1,9815,-1,-1,-1,-1,367,8
1932,West,12.265652,76.839198,7065,55,4,366,6755,3738,2129,-1,114,37
1933,Central,12.245028,76.820336,5609,41,2,2598,124,-1,-1,-1,163,90
1934,East,12.059715,76.567594,276,79,2,6644,8132,-1,-1,-1,338,99
1935,West,12.16057,76.817913,5050,80,0,-1,-1,-1,-1,-1,239,57
1936,Central,12.253121,76.849412,6094,37,3,2825,4032,4116,-1,-1,295,14
1937,South,12.301031,76.62533,7113,1,0,-1,-1,-1,-1,-1,72,72
1938,North,12.280747,76.789178,8424,16,0,-1,-1,-1,-1,-1,156,4
1939,West,12.216153,76.580113,6531,36,0,-1,-1,-1,-1,-1,300,21
1940,West,12.204884,76.713312,8468,13,5,6000,7336,1759,2426,9711,65,93
1941,North,12.34226,76.761291,7593,11,1,8329,-1,-1,-1,-1,71,53
1942,West,12.0805,76.566165,3755,43,0,-1,-1,-1,-1,-1,74,37
1943,East,12.340991,76.836166,8061,39,1,6563,-1,-1,-1,-1,139,15
1944,South,12.057437,76.719539,2977,45,4,8652,5821,7320,6978,-1,410,55
1945,Central,12.126128,76.558905,1974,72,0,-1,-1,-1,-1,-1,220,26
1946,South,12.232089,76.596975,7200,33,3,6449,7156,2439,-1,-1,90,46
1947,Central,12.069222,76.622164,2264,90,3,310,525,943,-1,-1,186,52
1948,West,12.177669,76.64318,5412,81,4,408,1111,1908,828,-1,278,76
1949,West,12.249961,76.587297,4133,5,0,-1,-1,-1,-1,-1,433,84
1950,East,12.225669,76.713163,9044,9,5,9222,4416,9407,49,5161,177,86
1951,North,12.145,76.601636,4186,79,4,8222,620,9660,4876,-1,381,77
1952,West,12.328778,76.6685,9930,68,3,3664,1066,3254,-1,-1,287,76
1953,West,12.255547,76.7941,6262,78,4,4794,1672,6731,6258,-1,100,20
1954,South,12.195487,76.835764,7946,62,4,4360,4067,3822,2854,-1,440,42
1955,West,12.104905,76.77109,8444,86,4,9750,4736,9549,9313,-1,108,79
1956,West,12.292104,76.570099,4327,22,3,2286,431,3511,-1,-1,289,7
1957,Central,12.188223,76.821223,2810,14,0,-1,-1,-1,-1,-1,260,8
1958,South,12.248227,76.747779,4251,13,4,1371,3853,6051,9364,-1,312,77
1959,Central,12.315485,76.784012,7349,19,0,-1,-1,-1,-1,-1,92,57
1960,North,12.269287,76.711251,9628,38,5,8326,500,1156,8955,6537,183,39
1961,Central,12.091472,76.77735,7393,46,4,8407,3819,9356,7214,-1,309,48
1962,West,12.329752,76.71173,1011,4,2,8848,767,-1,-1,-1,264,61
1963,East,12.191983,76.578109,2946,25,3,9231,1394,4907,-1,-1,354,52
1964,North,12.279383,76.750395,2585,66,3,9673,4430,2709,-1,-1,357,86
1965,West,12.217907,76.701406,7591,93,3,9479,7817,819,-1,-1,186,6
1966,Central,12.156392,76.764015,4237,12,4,6938,1843,5809,6998,-1,72,64
1967,Central,12.242698,76.603109,4654,87,5,9063,9145,3672,5460,6183,231,14
1968,West,12.22431,76.807698,6523,24,2,740,9908,-1,-1,-1,265,90
1969,East,12.300526,76.662894,8958,32,5,4338,7033,419,4352,7422,311,40
1970,South,12.069428,76.553485,9188,44,0,-1,-1,-1,-1,-1,247,19
1971,South,12.344368,76.656671,3983,81,3,4509,8890,8957,-1,-1,114,1
1972,Central,12.340298,76.838046,3637,35,4,6555,8727,8221,3734,-1,364,6
1973,West,12.091238,76.627559,7856,20,4,7293,9862,9433,1116,-1,267,3
1974,Central,12.299906,76.576755,1210,28,0,-1,-1,-1,-1,-1,350,97
