EventID,StartTime,EndTime,ResourceID,VenueA,VenueB,Cost
2080,7109,7233,76,462,246,33
2081,8125,8201,236,95,418,55
2082,3094,3269,252,483,374,56
2083,4621,4656,159,84,454,55
2084,6458,6536,36,74,37,119
2085,4018,4164,207,52,371,144
2086,2249,2282,52,194,197,15
2087,1802,1835,23,68,128,31
2088,4385,4451,7,406,495,12
2089,1742,1910,174,437,363,31
2090,3314,3379,246,389,289,123
2091,2672,2780,170,246,80,72
2092,915,1084,137,322,279,41
2093,347,388,53,279,152,36
2094,8381,8517,73,1,468,67
2095,393,481,219,198,76,100
2096,4699,4786,197,352,453,193
2097,1841,1996,87,57,115,36
2098,4617,4738,40,316,171,40
2099,5906,5957,23,310,78,55
2100,7022,7187,172,308,93,183
2101,6967,7035,155,320,419,83
2102,5707,5763,139,470,256,179
2103,6047,6144,40,404,2,48
2104,2401,2512,76,200,229,194
2105,7838,7885,58,296,219,196
2106,4562,4629,47,166,66,56
2107,6308,6428,164,254,218,133
2108,6782,6897,71,411,484,177
2109,4028,4156,215,282,255,147
2110,8745,8901,273,275,421,68
2111,6301,6352,298,367,216,144
2112,9467,9553,45,121,186,10
2113,3330,3364,186,286,243,44
2114,1804,1849,179,185,435,45
2115,4828,4975,74,428,437,151
2116,6898,6990,108,424,115,24
2117,2257,2317,74,194,376,16
2118,6958,7083,28,360,55,179
2119,9529,9577,245,429,305,50
2120,494,561,188,73,41,72
2121,1262,1295,292,426,417,116
2122,2452,2528,241,381,72,145
2123,4907,5057,211,370,173,123
2124,216,319,57,80,31,174
2125,526,600,258,83,6,111
2126,6940,7086,284,365,425,76
2127,9372,9530,157,364,117,118
2128,2569,2668,48,268,194,42
2129,3471,3603,29,113,201,57
2130,9163,9212,240,245,161,177
2131,6637,6764,85,28,412,105
2132,6950,7029,139,56,54,29
2133,5942,6057,15,123,145,51
2134,8873,8930,34,109,306,12
2135,5064,5142,283,104,327,18
2136,3937,4035,44,292,290,21
2137,9236,9389,24,25,162,33
2138,5056,5088,183,385,145,111
2139,8195,8274,162,385,201,195
2140,5830,5893,50,170,209,199
2141,8250,8305,258,414,397,48
2142,388,568,196,245,301,19
2143,4753,4824,78,350,238,30
2144,1528,1617,111,414,349,177
2145,2307,2378,257,265,374,165
2146,8573,8690,230,403,68,96
2147,4765,4887,221,21,457,192
2148,6350,6441,107,313,311,29
2149,2496,2671,255,50,413,13
2150,2336,2445,281,445,497,32
2151,8174,8228,233,161,87,85
2152,2645,2692,144,296,187,100
2153,1461,1509,92,364,396,127
2154,4226,4377,132,391,449,123
2155,2301,2362,292,250,21,103
2156,4696,4828,210,439,318,184
2157,2113,2255,188,263,433,169
2158,5138,5263,43,350,212,139
2159,7374,7471,22,318,330,24
2160,4011,4184,5,80,437,36
2161,4762,4888,82,292,205,28
2162,3654,3783,237,343,48,99
2163,7632,7781,274,461,419,129
2164,1787,1838,93,375,56,111
2165,7096,7177,206,169,34,91
2166,5610,5764,109,360,380,131
2167,1873,1974,233,20,280,49
2168,7699,7766,110,164,291,18
2169,9848,9975,32,480,414,102
2170,7046,7197,110,28,109,15
2171,6929,7028,130,326,91,31
2172,2322,2369,141,208,42,86
2173,7396,7533,269,110,343,76
2174,3015,3058,48,459,462,119
2175,5603,5709,85,102,179,117
2176,7890,8041,275,353,402,51
2177,7156,7276,293,200,422,12
2178,9189,9269,40,371,342,158
2179,2369,2481,163,8,78,127
2180,2416,2573,163,59,406,182
2181,6658,6755,267,370,2,125
2182,2059,2204,297,50,19,65
2183,3074,3211,280,397,86,163
2184,6185,6270,179,108,488,58
2185,9450,9483,190,417,187,14
2186,4947,5055,258,420,445,41
2187,8177,8323,212,211,181,100
2188,8887,9026,268,499,392,95
2189,1857,1932,235,220,192,55
2190,9056,9127,278,224,196,82
2191,7167,7269,51,45,413,36
2192,1468,1502,211,54,255,169
2193,8924,8979,228,258,298,18
2194,4749,4886,109,115,398,126
2195,9037,9164,59,101,439,130
2196,2038,2157,238,212,465,175
2197,6484,6515,192,401,115,139
2198,4646,4744,136,158,430,116
2199,3957,3988,213,17,8,16
2200,2512,2637,266,420,380,163
2201,5201,5316,88,492,293,120
2202,3962,4134,201,99,316,174
2203,6444,6487,296,220,66,172
2204,6396,6470,207,463,163,142
2205,2595,2736,119,51,364,42
2206,8261,8321,296,402,201,170
2207,4263,4434,82,486,166,62
2208,1527,1580,14,224,6,170
2209,9720,9789,15,317,363,149
2210,1290,1466,196,13,381,197
2211,2138,2284,184,96,123,177
2212,3633,3739,100,275,431,72
2213,6194,6290,27,141,43,46
2214,379,557,53,57,236,162
2215,2010,2067,73,145,135,56
2216,1520,1569,254,433,186,63
2217,6402,6457,252,408,12,115
2218,1205,1359,40,108,352,117
2219,6148,6258,231,414,83,56
2220,4894,4926,92,338,291,171
2221,9939,9977,61,500,176,98
2222,7928,8097,3,82,268,199
2223,4169,4230,99,311,16,147
2224,377,539,263,390,79,65
2225,5978,6037,112,16,168,45
2226,3600,3651,65,138,141,133
2227,3264,3317,179,363,283,176
2228,4822,4971,254,224,263,112
2229,3163,3257,89,102,352,193
2230,4605,4735,53,299,407,160
2231,5105,5177,106,489,370,134
2232,7101,7245,217,306,383,79
2233,5222,5279,197,220,103,155
2234,5782,5907,33,231,86,18
2235,8378,8472,210,151,310,175
2236,8691,8811,204,16,59,56
2237,5286,5425,96,184,126,28
2238,3525,3650,191,75,400,90
2239,2003,2035,164,353,6,193
2240,5388,5472,239,291,408,92
2241,3811,3984,34,198,146,164
2242,3476,3640,112,53,288,81
2243,9959,10008,294,458,331,117
2244,7130,7241,164,102,101,22
2245,8092,8249,24,141,216,40
2246,2033,2178,88,308,168,161
2247,6272,6362,296,11,146,14
2248,9433,9464,237,146,68,113
2249,606,772,271,21,173,175
2250,266,313,241,49,425,116
2251,4931,5031,163,386,178,112
2252,1306,1478,161,253,314,22
2253,6444,6550,233,253,435,174
2254,1989,2114,53,15,115,22
2255,170,235,54,166,442,186
2256,7138,7225,88,46,98,195
2257,6043,6210,3,479,353,23
2258,4254,4295,57,25,485,87
2259,1229,1326,169,353,314,107
2260,4422,4495,71,299,236,40
2261,2069,2180,76,386,300,115
2262,7320,7381,268,271,124,157
2263,7830,7985,144,165,396,197
2264,7908,7995,48,136,393,85
2265,1356,1476,286,428,447,72
2266,3373,3422,39,498,254,25
2267,3481,3514,111,240,420,108
2268,3078,3232,54,175,107,161
2269,8644,8805,161,390,484,89
2270,7438,7507,259,55,469,43
2271,3584,3707,198,500,232,168
2272,8412,8493,205,97,36,81
2273,6931,7003,158,488,446,157
2274,1672,1739,237,449,55,200
2275,1805,1896,9,458,236,57
2276,4370,4407,244,339,272,125
2277,5766,5863,61,475,282,31
2278,5806,5946,109,78,204,138
2279,7059,7219,171,28,226,79
2280,6058,6113,26,333,196,197
2281,6923,7002,151,97,207,55
2282,9732,9832,272,312,253,142
2283,7103,7160,26,331,128,38
2284,3597,3656,28,459,19,157
2285,4361,4452,34,273,52,80
2286,3710,3843,201,202,52,66
2287,4395,4551,106,88,403,62
2288,5695,5798,148,376,2,34
2289,3032,3190,245,379,157,186
2290,3909,3982,162,349,36,52
2291,3069,3184,234,73,493,13
2292,7775,7914,172,11,91,77
2293,1261,1334,5,305,181,131
2294,9554,9584,251,448,127,130
2295,1792,1833,9,291,349,84
2296,3740,3904,258,86,387,47
2297,1538,1593,156,412,377,95
2298,7415,7570,180,280,132,179
2299,7970,8064,187,235,7,100
2300,4933,5048,266,397,340,162
2301,7935,7993,139,352,266,196
2302,339,406,211,439,113,178
2303,2320,2441,255,16,126,157
2304,7056,7178,106,382,46,59
2305,6189,6246,141,450,321,183
2306,8927,9072,270,90,136,183
2307,5715,5829,201,302,214,80
2308,5067,5145,22,297,267,189
2309,5624,5685,222,408,233,155
2310,5685,5788,57,497,5,137
2311,2410,2559,77,268,495,84
2312,9144,9215,156,250,148,26
2313,4828,4861,233,21,112,82
2314,9716,9777,28,251,157,11
2315,7050,7170,1,26,129,45
2316,5737,5839,258,341,491,153
2317,2540,2592,139,74,376,60
2318,7078,7257,42,149,113,18
2319,7752,7872,128,416,348,173
2320,6328,6466,205,496,463,35
2321,4280,4387,160,89,289,121
2322,5283,5461,72,350,394,61
2323,4096,4160,214,284,103,87
2324,4997,5048,153,291,475,170
2325,7555,7724,94,193,401,121
2326,1573,1638,270,227,356,90
2327,8254,8375,240,182,219,129
2328,6889,7024,237,15,468,153
2329,432,569,46,387,72,167
2330,4954,5046,298,263,192,42
2331,8900,9074,151,28,387,110
2332,2063,2196,4,237,414,142
2333,7540,7583,44,29,139,176
2334,1753,1868,50,421,149,154
2335,7888,8002,32,63,380,159
2336,8369,8412,105,265,74,153
2337,8115,8179,115,459,346,173
2338,2535,2642,160,369,480,11
2339,7945,8026,59,35,1,49
2340,9892,9952,267,50,127,62
2341,1697,1848,13,427,259,123
2342,6401,6445,63,154,208,133
2343,3015,3105,280,134,421,166
2344,7194,7255,222,75,326,15
2345,3027,3093,124,88,262,199
2346,8956,9037,244,246,149,84
2347,1638,1818,253,189,342,80
2348,6409,6537,55,238,214,118
2349,2427,2464,146,235,62,154
2350,6380,6412,298,156,18,175
2351,7282,7322,182,493,72,129
2352,7509,7609,5,82,184,138
2353,8244,8327,179,463,362,144
2354,6399,6560,33,90,336,48
2355,5764,5938,174,236,367,45
2356,4560,4667,202,35,470,175
2357,7925,8051,242,311,338,56
2358,9437,9596,270,133,67,188
2359,5309,5489,298,179,300,168
2360,6615,6662,24,16,437,197
2361,2607,2696,50,341,55,137
2362,7805,7917,119,396,414,197
2363,3876,3932,90,373,457,108
2364,6882,6928,32,314,129,39
2365,613,661,227,391,192,165
2366,482,556,165,56,358,125
2367,6187,6251,294,285,103,60
2368,4136,4291,225,348,147,67
2369,3296,3367,223,417,271,59
2370,1409,1588,13,323,492,181
2371,1576,1658,18,415,72,11
2372,5891,6025,291,280,443,28
2373,5582,5659,271,255,98,63
2374,9344,9495,257,181,183,168
2375,9153,9218,35,225,219,170
2376,6162,6210,292,41,66,142
2377,4886,4941,61,256,119,23
2378,9854,10022,170,12,115,84
2379,4118,4247,184,35,447,50
2380,4719,4768,274,295,124,142
2381,10014,10079,160,205,317,24
2382,8944,9002,299,242,480,77
2383,491,529,174,216,134,61
2384,5481,5526,72,105,281,197
2385,5400,5445,121,253,38,154
2386,9994,10033,178,37,487,116
2387,9800,9850,283,246,485,43
2388,4432,4472,54,19,255,139
2389,3690,3809,221,245,156,68
2390,351,395,14,397,401,60
2391,8752,8879,10,283,247,23
2392,6342,6468,65,221,360,119
2393,9003,9068,60,225,61,167
2394,6024,6144,100,176,224,24
2395,3902,3991,48,302,6,68
2396,6767,6934,291,24,411,13
2397,4094,4138,40,30,65,122
2398,2958,3060,23,161,180,164
2399,4001,4105,67,311,204,132
2400,2005,2054,40,129,481,149
2401,3372,3528,183,460,469,66
2402,7266,7373,188,400,283,84
2403,4001,4165,137,164,358,148
2404,8248,8304,28,178,462,115
2405,7966,8067,41,105,467,45
2406,8535,8624,157,380,284,63
2407,2011,2136,73,19,121,188
2408,7213,7359,59,11,256,18
2409,4428,4529,197,154,424,31
2410,978,1079,197,254,10,107
2411,6302,6445,23,115,106,107
2412,3021,3161,273,27,339,88
2413,512,680,179,480,14,165
2414,5508,5605,111,388,15,97
2415,7111,7250,30,414,56,151
2416,6358,6461,274,238,218,156
2417,9311,9473,134,84,492,107
2418,7656,7746,68,465,8,81
2419,4495,4546,128,395,278,85
2420,5530,5706,203,20,316,80
2421,5926,6024,129,401,335,165
2422,202,263,158,292,339,92
2423,4333,4408,228,237,9,122
2424,145,294,19,495,184,132
2425,9119,9204,210,30,297,30
2426,4529,4700,161,489,33,122
2427,2945,3041,142,133,445,136
2428,2084,2172,90,76,447,168
2429,812,901,59,336,20,57
2430,8302,8444,297,163,22,151
2431,3734,3779,133,500,132,14
2432,5789,5957,23,308,121,99
2433,1788,1837,260,228,58,140
2434,1268,1358,105,167,293,105
2435,6815,6863,219,449,145,46
2436,404,517,185,172,500,114
2437,6139,6289,151,319,16,51
2438,6034,6075,149,477,77,161
2439,418,475,109,414,161,140
2440,8326,8504,177,482,111,106
2441,9546,9584,77,196,391,176
2442,1285,1334,115,290,258,157
2443,8982,9119,276,376,63,145
2444,842,992,269,267,226,91
2445,4410,4489,295,151,467,72
2446,5385,5477,186,119,234,90
2447,1890,1981,228,376,491,114
2448,5929,5979,181,287,259,29
2449,5935,6088,118,230,403,117
2450,3764,3939,65,474,276,72
2451,6678,6857,71,311,134,83
2452,5596,5706,61,42,210,117
2453,8274,8341,295,254,324,60
2454,2947,3093,8,86,62,117
2455,4315,4486,241,381,52,42
2456,558,698,13,354,86,28
2457,2168,2329,272,471,199,118
2458,5805,5867,206,357,286,71
2459,4806,4866,173,460,423,96
2460,9690,9747,24,38,379,100
2461,7354,7488,231,380,428,121
2462,4739,4891,69,376,94,195
2463,9659,9819,43,78,459,11
2464,9724,9848,233,195,165,122
2465,2895,3055,144,484,396,34
2466,3805,3911,253,175,25,154
2467,8481,8645,297,261,433,119
2468,4673,4785,197,164,388,55
2469,2346,2386,108,221,266,81
2470,9423,9533,51,178,146,52
2471,1942,2045,141,250,225,67
2472,2774,2877,133,311,386,37
2473,3795,3896,73,50,106,151
2474,8334,8407,15,307,463,20
2475,8844,9011,100,4,251,16
2476,6054,6136,145,483,486,156
2477,6987,7130,267,65,426,126
2478,4832,4890,62,228,456,120
2479,8081,8178,45,443,71,81
2480,1908,2028,41,382,407,66
2481,1218,1331,81,260,172,80
2482,7429,7590,38,362,353,90
2483,628,768,52,478,362,143
2484,5202,5280,286,339,429,170
2485,583,615,126,71,301,106
2486,3607,3687,136,241,78,134
2487,3065,3222,145,68,102,172
2488,1453,1615,110,2,223,27
2489,8039,8211,107,364,92,19
2490,6851,6948,195,324,299,70
2491,5713,5866,272,337,489,56
2492,4916,5005,150,343,249,135
2493,6425,6546,279,247,152,34
2494,3586,3644,148,215,497,124
2495,5331,5424,218,60,91,128
2496,5224,5283,178,357,204,190
2497,2098,2251,251,308,211,185
2498,3847,3884,149,138,260,65
2499,6701,6746,288,396,166,76
2500,5203,5338,201,415,227,118
2501,6531,6627,28,138,249,196
2502,3587,3703,24,158,230,114
2503,3625,3801,86,275,106,170
2504,1807,1921,67,310,277,15
2505,345,472,47,400,361,95
2506,5778,5949,33,336,26,142
2507,3448,3570,275,102,81,147
2508,6480,6568,149,411,83,105
2509,5431,5566,111,284,376,73
2510,223,262,11,387,482,144
2511,1679,1837,204,406,249,20
2512,2571,2673,155,13,118,171
2513,4051,4089,140,384,64,106
2514,6565,6628,139,442,44,29
2515,1210,1369,213,11,8,200
2516,8875,8943,49,377,302,110
2517,3183,3292,166,218,263,200
2518,383,490,141,235,104,35
2519,4329,4506,242,193,150,119
2520,1524,1610,209,288,143,133
2521,4659,4825,260,126,196,14
2522,8143,8273,191,391,280,192
2523,1774,1919,115,296,500,16
2524,6510,6599,229,190,245,154
2525,1785,1894,171,74,415,171
2526,1370,1424,288,87,107,135
2527,9722,9815,43,73,207,167
2528,7758,7921,291,390,120,25
2529,8084,8178,211,160,380,96
2530,2467,2506,165,353,290,163
2531,6660,6691,138,354,108,153
2532,8007,8176,256,161,492,176
2533,3862,3974,237,363,248,141
2534,9089,9139,54,218,359,29
2535,6155,6217,7,83,267,41
2536,2722,2802,225,446,498,39
2537,639,777,254,88,321,144
2538,7982,8047,281,215,205,12
2539,4861,4921,223,151,369,183
2540,4441,4604,166,315,456,105
2541,9237,9309,73,149,268,185
2542,3349,3474,266,310,129,130
2543,7583,7666,170,475,383,194
2544,2217,2289,269,367,425,131
2545,160,271,214,92,77,130
2546,1098,1129,160,360,97,61
2547,1537,1704,235,170,49,25
2548,7679,7749,35,180,326,153
2549,3703,3821,8,476,99,80
2550,4656,4795,300,374,157,104
2551,6607,6702,288,278,329,178
2552,3319,3368,79,53,375,65
2553,4587,4662,135,289,53,42
2554,8557,8737,197,170,295,161
2555,9908,10008,243,108,87,10
2556,3798,3883,47,476,412,167
2557,2400,2466,85,244,448,10
2558,5297,5346,27,71,262,122
2559,6969,7119,168,155,257,40
2560,3944,4117,202,194,397,108
2561,7773,7893,160,430,268,91
2562,8694,8744,110,490,86,172
2563,4550,4616,224,287,227,135
2564,4104,4164,286,461,223,176
2565,5704,5779,13,444,188,129
2566,5668,5806,110,316,287,58
2567,6266,6391,92,478,383,12
2568,3208,3351,185,270,100,11
2569,9604,9713,169,49,467,104
2570,4157,4315,7,311,140,18
2571,4504,4656,204,23,357,190
2572,4145,4245,30,498,293,17
2573,7713,7859,252,89,243,175
2574,8938,8994,20,190,15,166
2575,2509,2584,68,43,215,40
2576,918,1061,32,161,50,149
2577,4546,4625,9,171,429,182
2578,5185,5258,188,265,8,180
2579,6605,6741,32,34,99,138
2580,2416,2514,43,89,228,21
2581,4514,4594,259,210,89,172
2582,52,161,141,288,180,40
2583,5594,5743,291,429,357,32
2584,9276,9424,46,60,471,33
2585,2990,3042,96,163,303,170
2586,329,402,6,112,327,105
2587,7542,7592,127,158,429,184
2588,3130,3193,159,28,195,190
2589,4703,4778,143,72,290,90
2590,6782,6869,97,140,453,61
2591,2901,3006,133,358,226,77
2592,1514,1669,182,297,187,99
2593,8569,8714,88,19,487,159
2594,6318,6387,276,292,108,189
2595,7108,7226,148,107,176,189
2596,8253,8424,138,47,263,63
2597,4230,4315,240,134,17,39
2598,8471,8548,244,72,240,160
2599,5291,5416,289,194,338,160
2600,554,666,54,323,184,12
2601,2600,2737,244,172,173,175
2602,1641,1718,184,157,84,129
2603,8958,9035,12,225,415,167
2604,7478,7655,223,375,205,131
2605,3990,4084,192,308,173,133
2606,6572,6678,21,498,476,69
2607,8306,8363,216,219,397,78
2608,9461,9593,15,84,263,52
2609,4924,5088,102,488,498,155
2610,2286,2349,171,404,492,23
2611,1481,1590,73,411,178,127
2612,6487,6559,236,1,338,47
2613,3283,3357,155,158,42,57
2614,3869,3951,224,47,371,72
2615,2525,2697,192,3,245,50
2616,5647,5702,242,282,352,110
2617,3481,3631,193,426,238,190
2618,3977,4031,199,66,163,44
2619,6551,6664,145,420,346,196
2620,6956,7086,274,37,178,135
2621,9608,9644,114,454,312,55
2622,3852,3976,186,175,257,10
2623,10003,10079,40,331,118,45
2624,8191,8269,23,109,155,121
2625,1521,1637,197,335,93,118
2626,2469,2571,160,199,346,133
2627,570,666,216,92,84,111
2628,8476,8533,239,413,43,98
2629,1661,1794,7,83,164,42
2630,9415,9574,197,352,233,12
2631,7964,8096,217,395,28,87
2632,6962,7058,60,310,414,125
2633,8225,8350,243,365,172,146
2634,5977,6035,92,218,273,108
2635,1310,1378,4,173,486,191
2636,9669,9765,102,264,417,167
2637,7454,7595,25,238,145,20
2638,1991,2146,236,188,26,163
2639,6050,6144,218,173,346,85
2640,385,553,137,92,151,101
2641,6833,6867,229,167,153,172
2642,583,641,183,375,19,146
2643,6491,6584,90,44,274,34
2644,2065,2132,253,221,458,80
2645,5658,5805,125,471,423,197
2646,8577,8752,235,21,40,93
2647,6107,6146,76,312,371,173
2648,1656,1783,263,372,41,96
2649,4947,5085,206,12,95,75
2650,1298,1438,60,407,99,156
2651,4275,4382,264,277,438,72
2652,800,925,294,243,111,121
2653,4502,4579,142,257,344,21
2654,9906,10038,93,348,146,79
2655,82,216,107,10,401,116
2656,2126,2226,137,237,307,172
2657,5212,5266,114,116,10,191
2658,5318,5404,33,314,148,196
2659,9983,10079,216,326,305,94
2660,8871,9000,244,477,286,13
2661,5618,5735,164,178,422,123
2662,2486,2634,256,108,273,188
2663,2785,2914,131,207,17,179
2664,9360,9410,250,288,177,31
2665,3400,3565,190,156,150,90
2666,7397,7546,16,80,320,159
2667,2731,2851,290,221,213,15
2668,4651,4823,252,121,193,147
2669,2157,2283,64,50,203,65
2670,3462,3520,293,149,92,50
2671,6571,6741,210,181,385,65
2672,6851,6952,164,395,186,171
2673,1730,1841,258,275,273,110
2674,3688,3821,254,388,238,83
2675,7363,7433,91,205,148,10
2676,8727,8842,238,336,89,184
2677,1610,1738,298,335,215,117
2678,6722,6800,15,317,115,45
2679,9989,10079,42,307,293,197
2680,6697,6732,167,313,128,52
2681,9327,9477,47,488,190,15
2682,9852,9981,283,262,443,59
2683,2644,2791,189,371,448,71
2684,2870,3020,103,166,68,85
2685,1061,1098,106,296,237,127
2686,4014,4157,124,408,91,128
2687,8195,8253,170,447,472,50
2688,4011,4159,36,4,384,18
2689,6657,6820,241,442,198,28
2690,6833,6929,276,62,367,165
2691,8751,8787,225,247,424,195
2692,979,1083,204,425,422,195
2693,653,776,205,367,475,140
2694,7209,7348,64,54,75,77
2695,9499,9557,87,188,212,178
2696,5567,5633,125,408,248,63
2697,4333,4387,169,329,356,28
2698,7507,7662,126,388,134,97
2699,4838,4981,170,404,231,189
2700,4225,4400,141,305,19,45
2701,2425,2588,148,14,114,104
2702,9233,9355,150,158,484,193
2703,2593,2768,157,244,366,122
2704,4831,4900,66,76,312,84
2705,6295,6390,117,15,436,64
2706,9555,9662,76,300,7,76
2707,5966,6126,265,208,245,168
2708,2791,2909,80,301,437,138
2709,5149,5312,192,194,444,134
2710,2770,2934,247,90,248,107
2711,233,279,176,116,159,62
2712,3675,3743,143,312,399,196
2713,1959,2039,183,256,236,155
2714,199,363,117,380,104,103
2715,538,670,51,488,169,139
2716,1100,1199,284,493,274,199
2717,8810,8860,29,229,291,143
2718,4062,4154,132,409,379,56
2719,4015,4103,234,91,21,165
2720,4354,4525,143,47,381,58
2721,1043,1106,268,156,32,63
2722,3728,3820,300,390,298,132
2723,7606,7661,275,452,401,23
2724,5224,5272,101,245,60,123
2725,1366,1517,102,52,278,160
2726,3522,3676,154,292,5,158
2727,7041,7099,227,399,330,59
2728,9649,9795,1,129,387,114
2729,9852,9951,253,324,91,94
2730,8311,8464,264,146,488,175
2731,4909,5006,273,128,175,80
2732,9195,9353,159,321,226,38
2733,2984,3138,4,164,458,140
2734,7708,7864,84,92,34,120
2735,4991,5045,227,176,327,185
2736,8824,8900,100,399,56,69
2737,3493,3601,257,157,164,145
2738,7731,7787,154,475,313,63
2739,9355,9424,166,81,99,111
2740,2814,2884,81,167,490,142
2741,7762,7898,138,118,478,77
2742,7732,7839,190,75,157,95
2743,5798,5908,231,158,218,154
2744,6447,6583,3,391,482,113
2745,906,1040,182,331,413,45
2746,7485,7585,10,420,361,61
2747,3417,3512,151,427,192,16
2748,5273,5412,196,167,286,153
2749,3267,3352,258,226,439,80
2750,1750,1799,125,83,167,195
2751,7859,8009,24,400,338,109
2752,7979,8072,144,311,301,106
2753,971,1026,29,328,176,80
2754,8812,8936,225,473,146,38
2755,7730,7794,38,167,397,197
2756,6779,6847,78,302,154,156
2757,3276,3449,46,225,126,93
2758,9383,9552,134,286,272,84
2759,358,423,35,446,403,189
2760,5143,5265,229,383,453,64
2761,3016,3128,240,117,236,102
2762,5456,5536,133,131,310,15
2763,2298,2358,211,219,203,134
2764,786,951,31,468,263,105
2765,265,439,224,17,492,139
2766,5358,5525,252,145,295,95
2767,1099,1148,290,48,499,152
2768,1840,2006,82,409,263,32
2769,9403,9552,98,385,38,185
2770,7060,7160,239,232,456,199
2771,2493,2607,38,94,332,157
2772,5567,5713,271,400,355,199
2773,7084,7119,206,295,151,11
2774,6388,6422,5,116,166,119
2775,2465,2561,115,300,346,93
2776,8722,8869,103,395,421,157
2777,5810,5987,79,97,396,47
2778,3377,3485,93,52,14,146
2779,9861,9901,66,277,179,27
2780,5365,5475,118,337,107,61
2781,4963,5034,218,139,120,65
2782,5821,5857,71,450,461,122
2783,2017,2143,14,228,445,200
2784,3417,3544,26,229,225,112
2785,3254,3336,195,303,418,41
2786,1521,1595,260,468,297,195
2787,8462,8523,84,388,108,40
2788,8013,8134,163,213,98,63
2789,1487,1646,185,245,131,140
2790,1834,1980,9,4,195,117
2791,6558,6613,182,185,485,89
2792,1069,1210,154,118,360,31
2793,6384,6534,9,488,494,80
2794,5296,5337,73,434,128,55
2795,9250,9282,66,266,80,45
2796,7697,7736,32,306,411,63
2797,4801,4926,213,422,81,117
2798,2824,2898,266,495,78,199
2799,2975,3098,57,403,84,17
2800,8151,8233,157,207,321,105
2801,4344,4456,15,402,14,94
2802,466,616,18,377,447,46
2803,6679,6720,277,194,391,163
2804,8604,8677,81,52,8,99
2805,3648,3701,215,34,58,131
2806,7609,7745,275,226,69,164
2807,11,120,244,241,461,75
2808,2100,2212,277,188,490,167
2809,1579,1731,253,384,426,156
2810,3215,3277,113,264,67,46
2811,3695,3746,49,368,207,82
2812,10076,10079,128,116,129,57
2813,4933,5047,237,343,303,143
2814,8468,8645,137,390,461,43
2815,5373,5511,192,339,75,158
2816,560,688,25,407,102,56
2817,234,300,18,428,407,70
2818,2652,2783,166,6,293,133
2819,7927,8045,97,322,446,157
2820,6646,6791,110,233,319,77
2821,8943,9085,61,382,144,177
2822,8429,8545,173,457,96,75
2823,5586,5740,282,234,340,34
2824,5609,5771,135,33,401,103
2825,6988,7024,279,65,49,68
2826,7494,7552,62,282,365,85
2827,2069,2187,158,232,224,151
2828,1359,1518,94,204,420,140
2829,3192,3258,114,398,9,60
2830,5798,5962,78,289,441,145
2831,8602,8644,273,186,277,68
2832,8697,8769,192,82,52,184
2833,2713,2800,78,277,483,166
2834,6947,7028,143,26,492,112
2835,4857,4986,268,498,216,131
2836,7667,7779,70,370,481,86
2837,5,54,129,363,285,181
2838,5105,5188,35,31,387,115
2839,2298,2364,247,422,83,72
2840,6410,6480,215,201,303,59
2841,4072,4191,37,116,494,80
2842,2300,2432,64,372,379,159
2843,2487,2569,228,73,345,80
2844,5365,5397,61,267,160,144
2845,1681,1831,119,339,225,86
2846,2045,2213,233,79,37,194
2847,5593,5692,21,196,430,75
2848,1848,1997,219,300,87,191
2849,7983,8087,116,268,53,32
2850,9884,10006,124,446,436,180
2851,8102,8242,216,30,327,36
2852,4590,4690,129,328,261,94
2853,6875,6969,183,43,7,35
2854,7955,8047,300,254,114,161
2855,7106,7204,54,400,424,191
2856,7993,8166,290,193,311,142
2857,6268,6308,56,303,430,174
2858,1615,1792,49,61,495,71
2859,5909,6087,216,418,202,193
2860,653,771,226,437,236,156
2861,8564,8603,205,417,413,170
2862,7074,7110,111,291,93,16
2863,5389,5444,150,472,212,17
2864,7481,7575,184,420,350,98
2865,5773,5866,142,229,402,22
2866,5316,5463,135,394,407,51
2867,3430,3602,281,332,165,199
2868,6575,6694,89,433,256,32
2869,5468,5588,276,379,413,68
2870,5186,5294,52,469,370,33
2871,6652,6762,255,328,96,107
2872,3312,3409,249,180,173,122
2873,5922,5992,87,166,9,38
2874,3109,3287,159,466,260,189
2875,9182,9287,287,276,92,111
2876,1244,1324,48,47,365,163
2877,6629,6726,75,367,175,146
2878,5796,5927,69,472,198,36
2879,4815,4990,43,166,116,123
2880,668,760,281,80,342,80
2881,431,587,115,427,356,66
2882,4019,4106,226,332,416,65
2883,2381,2414,152,125,494,15
2884,10030,10079,225,213,285,151
2885,9307,9386,212,96,435,142
2886,9517,9649,295,455,462,109
2887,4284,4407,135,221,190,103
2888,3845,3956,277,183,40,187
2889,2203,2315,127,408,276,158
2890,2109,2163,260,363,244,147
2891,5136,5192,117,369,179,193
2892,9077,9164,239,138,295,23
2893,7540,7682,255,303,224,26
2894,2807,2842,287,230,287,176
2895,942,1060,245,445,362,47
2896,1044,1164,34,489,369,80
2897,9334,9428,15,366,307,135
2898,7058,7122,203,111,339,125
2899,5076,5243,156,170,120,155
2900,8322,8456,74,393,277,184
2901,9615,9725,4,498,313,23
2902,5871,6051,62,397,37,167
2903,1042,1207,212,374,83,197
2904,3188,3281,92,428,93,17
2905,8109,8169,170,46,49,113
2906,9404,9533,209,196,357,131
2907,2269,2386,94,50,160,100
