AthleteID,Speed,Endurance,Strength,Score,PatternData
1256,17,97,22,164,DAACDCCADDCAAAABBDBA
1257,23,51,50,172,ABBABABDBDDCCACAACBB
1258,8,44,67,160,DCADAADCBDBBCCDCCAAB
1259,15,51,41,142,DDCBBBBBBADCCBACDCCD
1260,16,44,80,196,DCCDBBDDDADCDACBCBCB
1261,30,75,64,231,CCADABCDDCCADCDADAAD
1262,15,36,78,183,DCDCBBACBBCABDCBDDCC
1263,13,20,44,112,ACCBCABDDCBBDDCDCDCD
1264,20,54,22,127,BDDABBACCCABCBACBDAD
1265,22,79,99,271,CDCCBABDDABCCCABBAAA
1266,11,20,82,165,BBCCAADACCCBBDCCCBCC
1267,5,100,86,239,DBCCBADDDCDABADBDBDA
1268,23,91,91,273,BABACADBDCACADBDADAA
1269,28,80,36,190,DDCBCACBBDBDBABBCADA
1270,5,61,61,162,ADBBABDADAAACDDBADBD
1271,28,53,93,248,BBCCDDACDBDCCABBBADB
1272,15,93,92,261,BCDCDABAACCDBBDADAAC
1273,27,65,62,212,DDACCBDBBBCBDADCAACB
1274,6,64,91,212,BBABDBACBBBCABACCBBA
1275,24,75,55,205,DBCDDCACBADCDCDBBDBB
1276,16,76,46,177,ADBBBAADDCACBDDDDDBB
1277,11,42,62,157,AACCADBDBBBAACCDBBCB
1278,21,54,33,145,DBDDDDCCDDBACABCACBB
1279,6,50,63,156,DBBBBAABDBBCBCBCBBAD
1280,22,99,69,246,ACCACAAAAABBABBAACBC
1281,23,28,56,158,DBCDCCACBCBBBDBBABBA
1282,25,84,63,228,CABDDACBDCDACDBDADCD
1283,21,55,66,196,CCACCDCADBBDDBCCACBC
1284,29,68,60,216,BADBBDABBBCDBCDCDBAB
1285,25,94,30,189,DCABCDDACBDCADADDCBB
1286,5,61,50,146,DDDCDCCBDCABBCCCCADC
1287,6,65,56,161,ACBDDDABBAADDCAABDAC
1288,7,34,98,195,AAABDBCCBBDBDDCBBBBD
1289,21,91,63,227,ADADBBCDACCACCDCBACD
1290,11,43,89,198,CBACCCDCBCCDAAABDCDA
1291,19,88,80,246,DADCBDDBDBBCBADBABDC
1292,11,88,70,215,DCADBCACAADACDABDADB
1293,16,84,95,258,BBCADCCBBCBBABDAACDA
1294,26,39,62,184,ABACDAADBBDACBABDBBB
1295,27,30,88,216,DBAADCDABBCBAABACABB
1296,20,36,49,149,CCDDCBDADABBBCCCACDD
1297,29,99,33,206,CAABBBADDBDCCCDABBBD
1298,17,100,71,240,CBBCCACCBBDDABABDBCB
1299,23,54,69,203,DACBCBBCBDCADCBCCADC
1300,12,65,95,231,CACAABDBAACBADACBDCC
1301,6,80,90,227,AABBBCADDACBCBDBACAA
1302,29,42,82,223,DBCABBDACBDBAADCBDDB
1303,12,23,47,117,BABADACCBBDDAAACCABC
1304,28,95,54,232,CCDBBCBBAAAADBBBDADB
1305,10,45,43,129,ABBBABADDCBDAAAAADCA
1306,15,60,23,124,ADDBACCCDBDBDDDCBDDC
1307,17,80,48,186,BCCABACDBDCABCCCBBDB
1308,10,38,58,145,BBDBACCABADAACDCCCAC
1309,16,79,77,226,BCBBDDDDCCBDBAACDABB
1310,27,51,61,196,CDBAACBAABDDBDAAADDA
1311,13,67,28,135,CCABCDCACBCDACCCCDDA
1312,22,72,49,189,BDBADDAAACBDBDDCBCAC
1313,26,47,22,132,CACACBDBBCCDBACADABD
1314,8,24,60,130,CDABADDDDCBCACCACDBC
1315,9,81,66,198,CCDDCBCDDDDBBCDCAADC
1316,27,36,45,157,ADBBBAABCDBDACDDBCBC
1317,6,68,27,120,DABACBAAADACBCBAAAAB
1318,5,51,52,139,DBADDDCDDDDCABCDDBCD
1319,11,32,26,93,CDBABBAABDCCAADDABAB
1320,23,87,52,211,BBDDAABABAAAADADBCAB
1321,18,30,80,186,CDCBCBAABDDBBDDBCBDD
1322,12,89,59,201,BCACAACACACBDBBABCAA
1323,19,100,28,180,BBAACBADDACDDBDADBCC
1324,19,42,57,165,CCBDCDCBBCACABCCCDBA
1325,9,93,58,198,BCAAADDCDABBBCDBDABC
1326,6,90,74,213,BCBCABADCCDCACDDADBD
1327,20,95,53,214,ABCCAACDBCBDBCDAACCC
1328,14,64,68,194,BCDABDACDABBABDDACAB
1329,6,31,99,191,CDDDDADDADBDCCCBBDDA
1330,25,67,34,168,BACADBBDADDABBCCCCBC
1331,15,20,32,98,CCCDBAACDBBBBABADBDC
1332,7,55,61,160,CBDBDACBDBDBDABBBCAA
1333,23,81,46,196,ABBCCBAAACAACDAADCBC
1334,19,33,59,159,CCCCCBCCBBDDDBABCCBB
1335,22,29,41,134,AABADAAAABCACBADBACA
1336,18,88,80,244,CACBBCBDDBBADCDABBAC
1337,28,52,63,202,BABCDDBCBDACBCDDCABC
1338,7,53,58,154,BBBCBAAACAADDBDDAACD
1339,20,90,68,232,DBDAABDDADADADABBADA
1340,9,45,77,178,BABBCCDDAAABBACDCBBC
1341,5,96,64,202,DACADCCBCBCDDABCADDB
1342,22,50,43,158,ADACDCCBBCCBBDCBDCAD
1343,25,25,58,162,DCBBACBCCBCDACBBBBCA
1344,10,41,60,151,ABACDCBACCABCDADCAAB
1345,25,55,87,235,CCCBDDDDACABAADCBBBB
1346,13,85,25,148,DDBBBAADBDDAABBDDBAC
1347,25,20,94,211,DCDBACCABCAACDCBADAA
1348,22,56,39,158,DDBDDBDBDCACCADDCDDD
1349,30,54,97,259,CCCABBDAABDBDDAAACDD
1350,16,54,31,132,DBBBDBDADBBBABDDDAAA
1351,12,48,71,178,CCBBCCDBBABDBADCBDCD
1352,21,34,20,106,CADCBADDCDBBAACCCAAA
1353,6,79,48,163,AADADAADBABDDDDBCDCC
1354,28,87,79,261,BCCDBDABBCCDBBCAAADB
1355,11,36,68,160,ABDADDDDDACCBACCCBDB
1356,5,21,88,163,DBDBAACBCABDACDBADBB
1357,28,41,74,208,DDBCBBDDDBDCBDACAAAA
1358,26,38,41,151,DBCDBDCBADBBADBBCBBC
1359,16,52,51,160,DACCAACACBBBABCCDDDC
1360,26,26,33,127,DCACCABBDABDDBBADBBD
1361,23,85,29,174,BDBBCABDCADAABDBABAC
1362,24,97,41,206,ADADDADCBDAADDBDBAAA
1363,29,97,43,219,BBBBBADBDBADCDCDCBDC
1364,6,46,35,110,BCADCAAAACACDDDCDACD
1365,9,84,67,202,CCADDCDBBBDCBABABCBB
1366,6,64,77,191,CCDBACBABADAACCDDAAB
1367,6,28,24,76,CABDCBBACABDDBCAABAC
1368,11,74,33,145,CABCABADADAACADADCDC
1369,27,95,65,246,BACCAADACCCACCDBAAAB
1370,29,56,46,183,BDDCDCBCCDCBCCDDCACC
1371,17,60,34,145,DCBCDCACCCABDADBCAAD
1372,13,51,57,162,CBDCDBAADBACBCACDDAC
1373,30,54,32,162,ADCDCDDDCBBBACBAADAC
1374,13,75,81,222,DBDDBABBDBAADCBCDACA
1375,8,60,93,215,BCBDAAABBCDACADADAAB
1376,8,74,40,150,BABACBCCBAADAACDCAAB
1377,6,35,54,128,CCACDAAADCCDBDDDCBAA
1378,14,42,99,218,CBCACCDADDCCDADCDDAC
1379,23,57,24,139,BDABCDDCBCCACBBDABAD
1380,16,65,21,128,CBDBABCBABBDDCABCBBD
1381,8,44,71,166,ABBDABBBAACBBCCAADCA
1382,12,38,99,210,ABDCBCCCDAACBACBDDCA
1383,8,85,95,243,CCCBBACDBDCCDBDCBCDD
1384,6,99,85,238,BCADDCBCBCACCADACCBD
1385,12,50,24,110,CCBDADBBADBACBADBDDA
1386,27,21,50,150,BBADCADABABCCACDABCB
1387,29,78,99,284,AADDDDDCBCDBCCACBBBB
1388,6,84,50,171,CBCDBABCCDDDACDCADBA
1389,9,72,86,219,CABBDACDABCDDBBAADDA
1390,20,75,41,176,DAABDDCBDABDBAABCCDC
1391,8,25,30,86,CCCDCBABCAABBBDDBDCC
1392,13,95,72,229,ACDBBCDBCDDDDDDCACBC
1393,13,56,33,131,CAABDDBDDACCACBBAACA
1394,10,84,59,192,DCDCACAACCBCAADBDDAC
1395,25,20,88,202,ACCCBCCABDBCBBABABAA
1396,22,26,46,139,DCDACBCAABACADDAABAB
1397,6,42,61,145,CBBCBCDABADCDCDBDAAC
1398,12,45,90,204,BBDAAACADDDACCCBCDAA
1399,28,91,38,204,BADABADDBCDBBCCAAAAA
1400,5,68,42,141,BBCBCBDDCAABBBCDBBBC
1401,10,95,56,199,ACABDBDCDADCACAACDCC
1402,15,28,91,194,CCACBABBBAACCBCAADDA
1403,13,39,54,146,ABAACCDADDBCABBCDDAB
1404,29,47,46,174,BBBCBBBBBBCDABDABDCC
1405,15,73,72,211,CCADBDACBACCDDDDADCA
1406,21,71,99,261,DCDDCDCCCDDABDDDBAAA
1407,29,94,81,273,ACCBDCBABDCBACCCDDBA
1408,18,45,85,208,ADBABCAACCDCABAACDCC
1409,16,88,48,192,ACAADBCDDABBAABDBBDC
1410,17,24,62,151,BDBCACBDCBBCCCABCDAB
1411,8,34,69,153,BCADCAABDBDDACDABDBD
1412,14,62,67,190,ABAACBDDBDDCBCDDDBCD
1413,12,24,100,198,DCDBBBADBCBDCDCCADAD
1414,9,51,35,121,ACBABDADDBDDBABBBBBB
1415,18,99,41,196,CDBBABADCCDDDDBCBBCD
1416,6,21,39,91,ADACCBBCBBCCBDCBADCC
1417,6,25,89,170,DADBCCACACACBCCDACAA
1418,18,71,45,174,ACBCACDAAADDDBCCBBBD
1419,18,55,36,145,DABADABDDADCDBCAAAAC
1420,23,40,69,189,BCCAAABDDCADDBABBBCD
1421,12,96,29,163,ADAABCCDBADDABDDBCAD
1422,16,69,29,144,BADCADADCCDCCDDBDCBC
1423,15,72,95,244,DBDBABCDCBBBDABCCDCD
1424,18,78,45,181,DBCADDDBBACCABBCBACA
1425,7,75,23,123,CDCBDDBCDBBCBDCABBBC
1426,16,66,92,236,ACDDDBDDDBBADBACDBBD
1427,5,80,79,208,DCDCCDDADBAADBABCBAD
1428,10,93,74,224,DDAABDADBDCBBABBCDBC
1429,11,70,79,210,DCAABCDCACBDADBDBCCD
1430,6,30,84,168,ABDBDACADCACACDBAAAB
1431,20,21,55,143,DCDDBDAACBBABBBCACDA
1432,6,91,27,143,ABCBDBDAABCDBABAAADB
1433,17,42,45,143,DBDCDABDBBBCDBBADAAD
1434,19,75,81,234,CCBDDDAABBDBBCDABACD
1435,15,82,95,254,DAAACDBCAABBDBADADDC
1436,24,93,77,256,CDCBBBBBDADCABBDDDBB
1437,26,44,64,192,CCBBCCDCABBDBCDDDBDA
1438,24,38,26,125,ABCDBDABCDBCDADAADCC
1439,7,84,80,218,BBDBDCDDDBCBACDAACCB
1440,24,82,84,256,CCBADCCBCDADCDCABDBC
1441,28,30,70,191,CDBCDDBDDBBADCCAAAAB
1442,26,48,38,157,CACBDBDBDCDDDACDBDAD
1443,7,74,26,127,DCDCDCBADDCDDABBCBAB
1444,18,27,37,118,CACBBDDDCCBDADAADBBC
1445,5,89,44,165,BBCABACACADCDCBCACBC
1446,9,98,30,161,AADDCBBDDAADCABBACAD
1447,16,48,83,204,BACCDBCAABBCDBDAABAB
1448,24,59,48,179,BCCBBAABAACDACCCDBAD
1449,6,67,55,161,AAADDDDBACDABACDDCAB
1450,21,99,25,178,BBBCACACBACBBBBDBBDD
1451,7,82,78,213,CAAABBACDABABADCAADA
1452,17,92,67,226,ADCDBBCCDDDDDDDCAAAD
1453,16,35,78,184,DADACDDDBDCCCACCAACD
1454,22,50,33,143,ABBADABBACADAABBBAAB
1455,30,63,99,271,DCBDAABABBBBACDDCBAB
1456,13,58,45,151,CDADADBDBBDDDCCDADDB
1457,23,52,75,210,CBDACDCCAABACABCDDBB
1458,9,27,20,75,CCADBCCBAAABCBBABBCA
1459,21,40,27,122,CADBDBCBCACBABBDDABD
1460,13,55,69,184,AADAADCBDDCBCDCCADAD
1461,26,39,64,187,DADABBDDACBABABADBAD
1462,15,70,63,194,DBDCDABCBDAABCDAACDC
1463,25,96,65,243,DDDBCBBCDCDBCDBBBBCB
1464,29,87,63,239,DCCCADBDDACCDAABCAAB
1465,27,97,60,241,AAABBAACDACDDDBABCAD
1466,15,72,78,219,CBADBBBBCCDBACDDABDB
1467,18,36,57,157,ADDBBBADBADBCBDDBDBB
1468,21,81,23,157,CCDBCDDCDBACBADACBBB
1469,25,28,60,168,BCCDCCCBBDAAADBCBCBA
1470,7,66,73,189,ADCDADDABDCADCBCCCBD
1471,16,33,39,123,BBBBCADABABCCACDBCCC
1472,15,39,79,187,AACBDABABDACACDCCDCD
1473,20,49,77,204,ABBBCCAACDBDABDCCDBB
1474,5,30,53,119,BDCDADDBADACADDBACAB
1475,24,72,59,208,CDBDBACACCBDDCCBBDAA
1476,12,83,40,167,DADADBCBABCAAACCBCAA
1477,26,63,54,196,DBAACBACBDCDDDCAABBA
1478,11,71,87,223,DAAABAAAADDDBCDCABBA
1479,25,28,64,174,BADCCBCADDCCDCCCCCAD
1480,23,53,81,220,CABDCBBCDBCCABDADBCB
1481,6,40,64,148,DABABAACCAAAADADABCC
1482,20,35,53,154,DBACBDABADADDCBBCCDD
1483,5,33,49,116,CABABDDBBCBABDBDCDBB
1484,29,79,50,212,AADCAABDACACBBCDACDA
1485,25,68,95,260,DBCDDADCAACDBACBCDDC
1486,22,93,92,275,ABCCBDBCCABAADCBAACC
1487,16,65,28,139,BAAACBBDDADCDDAACABD
1488,29,100,23,192,CDBBCDACADBCAADDCDAA
1489,9,87,70,210,DDBABCBCCBABCCBBCDCB
1490,25,51,82,224,ACADADADDDADAADCCCDA
1491,25,26,24,112,ABBDCAAAACBDCACDBDAD
1492,21,87,31,175,CCCBBCBACABCBDDCCABD
1493,10,76,70,201,BBBDABDABACACBACBCBA
1494,20,31,91,207,DBBCCBADBACCDABBCAAB
1495,14,54,77,197,DCCDACBBCAABCADCDABD
1496,15,97,81,248,CCBDDADADABDDDABBBBB
1497,5,88,72,206,DDACABDABDDCACCCDDAD
1498,29,51,73,218,DBBDBCACADBBCADABBCC
1499,27,67,93,260,ABDBCDDDCCCACBBAADBD
1500,29,55,72,221,BCCBDBBCCACCBCADBDDD
1501,14,100,53,207,DDDDACACDCCADDADAADA
1502,25,23,91,209,CDCDCDAADACCAAADDBBB
1503,27,22,60,166,CDBABDACDDDDDAACCBDC
1504,30,32,35,144,CADADDBDCADDBACACDCB
1505,10,30,49,123,ACCACCACDDCAABACDCBC
1506,18,37,74,184,ADACCDCCADBAADDBAADA
1507,22,92,97,281,DDADCCCDDDCCCADABBCD
1508,16,27,49,132,BBBDDCBDDAACBBCDBBDD
1509,27,92,57,231,BBBDCDADACABADDBBBDB
1510,25,42,45,159,CCDDCCBCDCDACCDBCACC
1511,14,100,65,225,CDBBBBBCBDACDABACBDB
1512,7,75,25,126,BCCBABADDCAAABBBDCDC
1513,27,88,90,277,ACDADCADBADCBABCBCDC
1514,25,49,40,159,DCDACBBABCABCCDCDDCC
1515,22,72,71,222,ADADCBCADDDBCCBBAAAD
1516,5,46,92,194,DAACCBDCCBDCAAADCDDD
1517,16,22,73,163,DDDCABACBBBABDCBBDCC
1518,10,64,49,157,ADBBBCACDABDBBACDDBB
1519,8,95,46,180,BABBDDABDBBBBBCABBAB
1520,21,24,72,174,AABDAABBCBBBDBBDCCBB
1521,16,59,30,136,CDCBCDDDCDCDCBDCBADC
1522,7,67,95,223,BAACBDCAABDBBDCACBDA
1523,24,95,38,200,AADDBCADAABBAAAACDDB
1524,6,81,20,123,DBBDDDAADCBDAACBBBDD
1525,21,45,94,228,BDBCBADBCCBCAABBDCAD
1526,13,81,34,158,BDDBDCBCABCACDBDDADC
1527,20,25,70,170,DDABBDDBCCCACCDBCCBA
1528,7,90,75,216,DCCBDDCADDCCDADCABAB
1529,23,41,86,216,BBCDDDBBAACAAADADADB
1530,5,87,27,137,CADCDACBADBBCAACDBBD
1531,24,25,94,214,ABDCDDDDABBCDADBBCDC
1532,19,66,97,249,BCCBABDAABACCDDDBBDB
1533,9,99,26,156,DCABDABACBBCADCCCDBB
1534,18,50,48,158,CCDAACCBCADCBBAACDDA
1535,29,52,20,140,CBABABCDDDCAADDCDABA
1536,5,79,70,194,DBCABCADCCADADDBDCAC
1537,18,57,45,160,BBABDBCDDBCCDABAAADC
1538,17,26,23,94,ADBABDCDDCADAACBBCDC
1539,30,52,91,248,DBBACADBCCAADAACBABC
1540,28,59,90,250,DCDCDCCBDBAADACCDADD
1541,18,47,60,173,CABDABDDDAADBCCDBACA
1542,21,36,80,198,DDDACABABACCBCACDDCA
1543,8,85,68,203,ABDCDDCDAAABBBCACBBD
1544,30,83,34,194,DBDBADADCADCCDCACCAB
1545,30,84,91,280,ABBBAACACCCCCAADDBAD
1546,25,35,57,170,ADDADADBBDDBADADCABD
1547,24,45,88,225,BAADCBCDCBDABADAABAA
1548,24,38,50,161,BCABDCBABACDCABCDDBC
1549,7,33,42,110,AABADABCCBCCDADBCBAD
1550,12,94,96,262,BDBAADBCACBACADBCABD
1551,17,52,80,206,BBBCBBDADADCBCCDAABC
1552,30,63,23,157,DBCCCCDBDCDABBADBDBB
1553,5,97,83,231,DAABBBDBDCDACBDDBBCA
1554,29,89,96,291,CADABADBBDCDACBBAAAD
1555,11,26,91,184,DAABCCCABBBCCBBACDAD
1556,16,73,33,154,ABDAADABDBCCABDDCBCB
1557,30,36,82,219,BBDBDDCADACACAADBADA
1558,10,54,28,116,CCCCCADAAADDACADDBAC
1559,17,56,25,127,ABDBCABBAADBDDBBDDAD
1560,17,66,52,178,CAACACACDBBCBAADCCCD
1561,6,42,42,117,BDABDADDABDCABCCCDDB
1562,28,66,38,179,ABDBBBACBBCAADDABDAB
1563,21,65,53,186,DBCCCBDAABBBDDABBBDB
1564,6,89,46,170,CABCACDCBCCBACDCCCAA
1565,19,37,72,183,ABDCCABABAADACABAACD
1566,5,85,49,168,CBCAADDCBABBBBDDAADD
1567,11,86,41,169,CCCBBADDAAADBBDCDABA
1568,5,55,75,177,ABBBBCABBAADABDAADAB
1569,18,83,89,252,DCDCBABACBACAABDDBBD
1570,7,70,30,129,CBBBCDCADAABABBBDCBB
1571,17,62,70,201,BACDADDCACBADAABBDBC
1572,9,88,38,163,CBBACCCCBCDCDCDBDADB
1573,26,70,64,218,ADBABDCDCCDCCDBACABC
1574,9,41,79,177,CCDCBDCDBBBDBCDAAABC
1575,15,65,20,125,ADDCACDBCCBBDABCCBCA
1576,7,46,65,157,DDAABCCCBBBCBBBCDBDD
1577,27,96,67,250,ACCADBDBCDDDDADDBAAA
1578,18,25,63,155,ABDDAACCDCDAABDCCDCC
1579,20,21,38,118,ADACBACBDCBDDBAACBAB
1580,13,48,37,129,BCBCBAAAAACBCBBBDCAB
1581,22,49,62,186,BDAADBAADBADACBCCBAA
1582,9,53,94,212,DBBDDBDBACADACABACDD
1583,24,65,23,147,AAACDBADDABCCDBDBCDD
1584,13,58,90,219,CBAADBBCCDABADADAAAC
1585,20,28,23,102,AACBDCADBBCBDDCCADDC
1586,27,21,20,105,CACADADADCCCBABACADA
1587,29,82,100,290,CBADDADACBABCCCABBDA
1588,26,64,59,204,CDDDBCCCADABDCCBAAAA
1589,20,60,81,221,BDDBAACBCCBDCDAADDBD
1590,21,35,72,185,BACBAABDABDDCDDCCBCB
1591,8,31,34,98,ABDCBAADBCBCADAACDDC
1592,19,34,93,211,ADCAAAADCDBDCDDCCBCC
1593,6,75,68,189,BCDADBDCBDCBDABADADB
1594,26,32,23,118,ADCDBBBADBDACBADDCCB
1595,14,37,85,192,DACCBDCDACBBCBCADCAA
1596,19,21,70,164,BBBDCDAADAADCCADABBD
1597,12,44,71,174,DCADBBCBBDCDBADACDCD
1598,20,76,49,189,DBABABDABADADACBACAC
1599,12,52,74,187,DADCCBDCACCBDCBACABB
1600,19,100,89,271,DCDDADCCCCABCABACCBC
1601,15,36,21,97,CDBBBDBDABABDBCDADBB
1602,26,27,67,179,CCACBBBBACADBBDBACAD
1603,17,45,61,170,ADDBBBBBDACBABBCCBBA
1604,10,100,63,214,BBACCCCCDBCBCDBDCDAC
1605,13,42,38,125,CCDBCAADDCBADBCDACDD
1606,17,59,54,174,DACACACCBDCBAADCCAAD
1607,24,78,97,271,DDDDADCBADADCBBBDCDA
1608,30,53,74,224,CDCBBACBDACDBDDACCBB
1609,18,24,41,121,CDDABADDACCCDBCCBBCD
1610,7,100,51,190,CDCBADDDACCBCBDBADAB
1611,25,80,23,164,BBDDCABCDCCAAADBBDDB
1612,9,50,56,152,AABBBABDDDCACBDBBCDC
1613,24,41,59,177,CBDDBBACBBABADBDCADC
1614,22,41,34,136,ACBBADAAAABAAADCBAAD
1615,7,79,60,183,DCDCDCDDABBADADCBBCA
1616,19,100,23,172,DDBDCABDACBDBBADCBDB
1617,25,24,26,113,BBACBADDBABACBDCADAA
1618,21,49,80,211,BBACADCDADCDADBADDCC
1619,26,38,83,214,ADACCACBBDBDCBBBBCCD
1620,20,76,46,185,ACDCBDCCADDCCBBADADB
1621,30,100,64,256,CABDACDCBACBDABDDDBB
1622,20,43,48,155,DDCADDBABCAABDCCDBDC
1623,14,83,23,145,CDDADCDCABBDBACCABBA
1624,26,81,89,266,CAAADAABABCBCBDDBDDB
1625,28,83,65,236,DACDBAACBACBBDCCCCBC
1626,13,62,27,128,AAACABBCADACACDBDBCD
1627,17,23,46,126,CABCBAACDDACCBACCCDC
1628,5,76,92,224,DBCCABDBCDBADAADBAAB
1629,7,51,56,149,DCBDDABCCBBBCACDAABB
1630,12,75,42,162,BBAADBCDDDBBDBADDADC
1631,10,94,51,190,ABCAACCCAABDCAACADBD
1632,11,63,72,193,ABDDBCCBDABCCADBDADB
1633,21,69,81,232,BBDDACABDBCBABABDCBC
1634,10,59,69,182,ADDDDABBABACDDDCCDCA
1635,5,65,91,211,CCBCBBADBABBCABCDCDB
1636,13,74,29,143,DBBACBDDCDDACCABDCCB
1637,30,28,58,175,DBDCCDDACBBAADABACDC
1638,10,91,28,153,ABCBCCADACBDCBCACCDA
1639,15,24,41,115,DBCDBCBBAADDBDDBADAB
1640,14,70,94,239,CBCDBABDAAACBBDACCAA
1641,25,91,38,198,CBBCBCCCCBDDBADACDAC
1642,17,22,52,134,ACAACDDCDAAADBCBCABA
1643,11,44,23,100,CDABCDDBCBDDBDDCBBAA
1644,9,29,81,168,BBBDABBDCABCDBDACBBD
1645,15,59,53,168,CADCBBDBBBAAACACBBDD
1646,27,51,63,199,ADCDADBDADCBDDBDABBD
1647,25,78,67,228,CBABDCDBBBBDDCBACBCB
1648,7,95,43,173,DCCCDCDBDCADDABBACDB
1649,7,100,100,264,CAAABDCCBCDCDCCBCABC
1650,22,62,69,209,BBBCDABADCADDDBCCBDC
1651,23,95,54,222,BDDCADCDCCADBCDBBBBA
1652,28,80,45,203,DBACBBBBBCAABDDCABAA
1653,6,43,80,175,CDAADAACDDCBDCCBABBD
1654,26,58,37,165,DBACDACCCABBBBAABDDB
1655,5,73,36,137,DDCBDBDDCDABCADADDBC
1656,15,50,56,164,BAABADDADBBBACABBCAB
1657,16,21,89,186,ABACDABACACDBBCABADD
1658,12,42,86,195,BBABABDCADBDCCDCCCAB
1659,18,94,87,260,ACCDBDBDCCCCCDABABCC
1660,15,31,45,128,ABAACAAACBCACBDDDDCA
1661,12,34,84,184,DDCCCACCDDDBBCAADACC
1662,14,23,41,112,AABCCCDBCACADADBBDAB
1663,7,31,29,88,AACAABADCDACDCDBBDBA
1664,23,97,39,201,ADDBBBBBBDCBDBACAADD
1665,5,44,22,87,BBBCADCDABDBCCDBBADA
1666,27,86,23,174,CBBDADCDCAADCBCABACB
1667,9,58,84,202,CACDCCBDCDCCDCCBADBC
1668,26,23,54,156,DBCCDDACBCDCACDCBCCB
1669,23,20,80,186,BDBCCDCBAADACCACCDAD
1670,12,49,53,152,BDADACCCABAACAAABCBC
1671,25,86,65,233,DBBDBBCBBBBCABCBBCCA
1672,14,83,49,184,AADDCAAAABCBDACACCCA
1673,15,100,25,167,ADBAADCDDCBBDBBAABBD
1674,24,63,25,148,ABCCACCCBBDBABCDACBB
1675,24,34,98,229,DADAAAACCDCCADCDADBC
1676,16,100,86,261,BDACCDBCABBCCBABBCBC
1677,27,23,90,212,BBCACCBBDBDCDBDCDACC
1678,10,84,99,252,DCDDBBAADCDCADADBDDC
1679,8,99,45,182,BCCCDBADADBBABCDBDDC
1680,22,88,53,211,CADACCCCABDBBCCABDBD
1681,7,37,45,118,DBABCDACBBDBDBADCDBB
1682,8,60,96,220,CCCDBBDABCCDDACDDCCC
1683,13,39,61,156,BBAABCADCCCADBCDDADC
1684,14,100,54,209,DDACABCCADDCDBDBCAAC
1685,28,55,82,234,DCBAACBBBBABCBAAAADD
1686,5,63,65,170,DBACAAAAABABDCACCCCC
1687,24,52,79,218,CBCBDABADDACADADDADD
1688,8,68,43,148,CDBACBCCBDDCCAACDDBB
1689,24,33,60,171,DABADBAADBAAAADCCADD
1690,17,70,100,254,BDABBBBBBAABDBCCDCAC
1691,6,33,33,94,CABCDBDCDAACADACBDBD
1692,29,78,99,284,BCCCBDDAABDAAADCACAC
1693,17,35,98,216,ADBBBCDABACBCAAACCCD
1694,30,26,87,216,DBCCCDCAAABCCADBCDAC
1695,15,94,41,185,ABDBBCDDBCDDCBDBABBB
1696,19,94,25,169,CABBBCAACBCDBBDBDBCD
1697,17,89,63,217,DCADDCBBCCBBACABCAAC
1698,9,38,89,189,CBADADDDBCBBCAACBBAC
1699,11,59,78,198,CBCCAAAADCABDADCDBDB
1700,9,88,50,181,DABCDDCADCCCADDBABAD
1701,9,89,38,164,CDACDBACAABCBABDBADB
1702,12,64,55,170,BADACACDCBAAACCAADBC
1703,18,79,89,248,DDBBACADCDAABCBDAAAB
1704,23,57,43,167,AAABDCCDADBBDADCCCAD
1705,6,66,26,117,CAADDDABACCADBCBDAAA
1706,26,51,29,146,BBCDBADBBDBAAACDADDC
1707,20,55,76,209,DBADABCBDBBDBDCCBBBB
1708,28,39,34,146,DCABCACCCAADCCACDACD
1709,5,90,77,215,DAABCABBDCDBDDADCDDC
1710,14,37,23,99,ADCBCCBAACBDABBADDAA
1711,26,51,50,178,BBACABACCBCDBCAADACA
1712,14,30,59,146,CDBBDDDCBCCAADDABCBB
1713,7,58,94,213,BBBDBBBDBBDCDDBCCBAC
1714,16,76,69,211,CCACADDACCBAABACACAC
1715,6,70,26,121,CCADCDDCBAACDBADAADA
1716,21,37,42,142,DACDBCCBAABBACDBBDAA
1717,9,79,95,239,CBCBCDDCCBDCAAACAABB
1718,5,67,59,165,ACCDDBAAABBCCCABADCB
1719,23,80,39,184,DDCCDCABDCCCADCABCAA
1720,25,47,65,194,BCDBBCBADCDDACDCACAA
1721,30,80,38,197,BDDBDABBBAACDADDDBDB
1722,29,46,68,206,CBCCDBDDDDDCBCADBADA
1723,28,66,92,260,DCADBBAADBBBBDBADDCD
1724,11,40,27,102,ABBCABBACADBCAABAABC
1725,28,66,96,266,BCCBADCCDACBBCACDABA
1726,12,27,98,198,DCAACDACDADDCCCCDCDA
1727,26,71,69,226,BCBBDADADDAAADBDBCAD
1728,24,70,80,238,CBAADACAAADDBCBCDABB
1729,30,94,79,272,DBBCDAACCABBCCCCADDC
1730,25,55,57,190,BDDBCBBDADDADBBCBDDD
1731,6,56,28,110,DCDBCABDDABBBDDABADD
1732,23,82,29,171,DABDDBCBADDCCBCCCDCC
1733,15,41,63,165,BCAADCCCDDACDCAABAAC
1734,7,35,27,89,BDCBDADABBBADCABCCDD
1735,14,92,55,202,DADCCADCDDDADBADADBD
1736,15,55,84,211,CBBDDBDBDDDAAADADDDC
1737,8,40,63,150,ADDDCBDDCCABDDDCBAAD
1738,5,55,69,168,DAABABADBCDDDDBAACDA
1739,16,60,100,242,BABCDCDABBCCDCADDABC
