VisitorID,Zone,Time,Density,NodeU,NodeV,Weight,TaskPriority
2189,41,1210,155,105,114,13,38
2190,131,792,495,99,94,16,47
2191,199,237,27,13,104,18,4
2192,191,163,97,106,12,5,28
2193,73,1232,490,6,47,3,97
2194,83,860,220,63,111,7,12
2195,103,1145,322,97,25,17,65
2196,42,942,220,58,22,17,23
2197,128,747,57,78,42,1,82
2198,144,1342,463,68,99,3,65
2199,46,337,478,70,17,8,25
2200,12,874,256,28,27,11,9
2201,193,158,330,115,53,19,18
2202,19,61,298,43,110,1,45
2203,129,1394,215,105,8,12,54
2204,163,775,251,118,66,5,8
2205,169,635,26,57,116,20,80
2206,175,912,239,56,1,12,50
2207,113,97,132,119,8,17,90
2208,94,4,462,111,59,16,100
2209,142,437,240,91,46,4,38
2210,115,1154,370,115,74,10,79
2211,16,1327,309,51,19,5,91
2212,106,51,297,56,25,9,17
2213,121,748,343,79,74,15,96
2214,135,525,215,117,45,12,9
2215,114,510,49,4,50,4,86
2216,114,1330,448,85,80,10,50
2217,97,535,158,7,109,15,64
2218,159,1123,315,54,39,13,3
2219,151,888,94,117,102,7,23
2220,171,171,20,78,76,7,8
2221,104,531,89,36,72,11,88
2222,171,78,367,96,100,14,41
2223,92,1239,98,53,4,10,22
2224,26,1135,32,56,112,1,83
2225,192,678,123,30,62,5,61
2226,173,19,280,99,63,3,40
2227,189,1185,405,114,23,7,99
2228,90,1114,236,61,72,3,67
2229,78,419,483,13,17,13,73
2230,10,121,178,46,102,5,81
2231,163,1420,335,77,48,15,36
2232,7,687,479,2,46,18,95
2233,33,22,55,20,55,18,33
2234,109,487,287,45,4,6,75
2235,114,498,58,18,54,19,30
2236,52,501,98,47,81,16,1
2237,68,1011,18,85,58,2,88
2238,153,32,120,9,5,14,67
2239,176,255,335,16,60,7,44
2240,24,98,101,69,36,3,96
2241,95,194,176,40,102,17,39
2242,68,1085,174,114,77,8,49
2243,66,604,435,55,80,3,54
2244,123,328,468,32,13,18,98
2245,148,1376,216,65,79,6,88
2246,93,19,399,120,71,16,55
2247,142,593,86,82,77,10,99
2248,199,204,44,2,110,6,48
2249,121,586,488,56,46,19,1
2250,90,485,422,18,33,17,79
2251,117,1207,299,5,95,15,12
2252,149,960,238,120,7,11,87
2253,121,24,174,80,11,3,62
2254,17,1164,103,93,113,17,86
2255,5,1287,448,31,70,2,40
2256,77,1359,143,43,88,16,59
2257,102,134,98,96,99,4,96
2258,83,809,405,67,117,4,91
2259,38,976,267,85,44,8,78
2260,113,42,271,7,1,17,4
2261,102,1365,240,40,41,13,4
2262,45,1324,164,104,61,5,14
2263,87,1219,140,41,39,10,83
2264,41,428,261,41,107,7,88
2265,165,1232,46,36,6,13,3
2266,163,8,43,65,73,7,53
2267,188,859,16,113,66,20,14
2268,35,346,298,28,54,5,52
2269,148,618,498,5,49,4,5
2270,144,589,241,46,32,18,15
2271,200,1116,27,26,43,14,35
2272,8,1040,283,23,17,14,97
2273,15,376,412,77,73,4,69
2274,176,1226,207,11,13,12,57
2275,59,418,443,65,15,1,12
2276,14,115,383,115,8,19,7
2277,169,553,316,55,28,15,51
2278,69,884,108,69,32,5,15
2279,33,482,389,58,57,8,98
2280,186,154,356,39,6,4,10
2281,49,633,70,109,119,17,94
2282,8,795,248,70,11,16,22
2283,9,359,42,59,90,5,75
2284,130,844,232,20,39,2,58
2285,159,828,217,44,118,19,82
2286,40,1105,113,35,20,20,71
2287,87,921,180,26,18,3,72
2288,85,1027,151,10,109,12,79
2289,81,1161,192,86,49,9,12
2290,119,187,237,94,116,14,45
2291,17,198,225,97,25,20,28
2292,156,1190,465,28,53,9,17
2293,39,393,53,81,102,2,70
2294,84,952,427,120,24,10,31
2295,176,380,286,94,67,16,9
2296,152,385,281,107,13,14,75
2297,57,810,308,91,86,20,30
2298,145,44,94,10,41,1,63
2299,15,236,387,40,29,6,43
2300,171,1174,321,10,49,12,92
2301,59,162,196,116,12,19,55
2302,102,638,373,88,62,1,93
2303,32,975,131,84,2,16,10
2304,158,477,65,64,27,11,24
2305,104,764,67,50,40,4,21
2306,191,254,75,49,29,11,28
2307,196,224,188,96,35,6,59
2308,43,846,188,46,58,3,49
2309,58,175,488,116,10,8,1
2310,16,885,319,68,116,5,69
2311,44,1347,233,10,73,12,31
2312,14,633,10,32,27,14,9
2313,24,518,65,76,108,18,6
2314,6,1022,67,41,42,18,5
2315,169,616,203,40,74,10,71
2316,127,278,147,38,44,14,8
2317,119,63,496,11,57,3,89
2318,99,981,235,36,18,13,39
2319,89,497,433,71,43,5,91
2320,68,1402,280,16,57,8,87
2321,77,177,204,44,107,5,34
2322,8,696,78,80,11,14,53
2323,195,365,55,75,118,17,7
2324,36,938,393,4,99,15,99
2325,19,361,430,94,14,14,25
2326,69,169,496,78,8,8,82
2327,2,1413,41,68,67,17,1
2328,48,635,460,101,5,11,24
2329,145,1030,166,61,28,7,92
2330,72,787,144,33,91,12,54
2331,35,1214,189,101,84,10,97
2332,126,309,43,50,27,11,17
2333,90,406,303,41,36,18,90
2334,36,996,249,29,48,20,30
2335,63,1322,35,16,118,4,54
2336,60,1004,35,17,59,1,4
2337,178,1006,396,104,8,3,4
2338,172,466,74,74,50,11,94
2339,175,718,175,73,34,15,4
2340,156,802,77,93,51,6,23
2341,93,1197,345,40,114,1,84
2342,3,229,221,95,69,7,24
2343,146,1371,95,93,31,10,41
2344,22,921,127,76,23,12,36
2345,31,1409,65,45,74,16,73
2346,109,1029,310,10,20,5,54
2347,62,1435,94,100,3,3,30
2348,90,1164,27,114,81,19,93
2349,199,303,139,51,5,8,9
2350,78,700,68,88,108,18,44
2351,32,1386,378,56,47,7,48
2352,48,893,316,92,117,11,3
2353,107,1382,112,114,4,20,2
2354,147,1149,79,92,117,3,72
2355,50,45,113,82,44,14,42
2356,189,844,133,71,85,3,85
2357,146,748,296,90,34,7,40
2358,42,1167,19,46,8,13,4
2359,161,116,429,11,94,12,4
2360,65,1038,420,42,44,3,80
2361,55,933,302,116,19,6,7
2362,156,963,48,92,58,19,99
2363,31,196,311,117,64,13,49
2364,177,1042,411,112,25,8,9
2365,112,559,292,31,37,7,93
2366,183,235,14,94,107,15,79
2367,8,762,59,120,66,11,50
2368,44,835,385,91,75,12,43
2369,76,204,223,97,49,9,85
2370,12,331,389,117,101,20,14
2371,41,199,16,9,115,20,82
2372,164,639,163,83,6,10,64
2373,181,1325,465,50,75,7,68
2374,25,137,195,61,7,6,59
2375,106,1395,433,113,28,13,85
2376,54,968,82,14,87,18,31
2377,3,1141,29,120,57,3,90
2378,54,290,258,38,97,16,45
2379,89,924,437,60,6,16,81
2380,152,410,121,84,54,14,80
2381,23,513,231,46,52,9,89
2382,117,343,327,89,114,20,12
2383,61,1143,397,30,74,9,59
2384,107,1259,333,85,21,10,21
2385,186,734,137,34,16,11,32
2386,57,360,236,48,90,20,4
2387,45,8,428,20,34,10,53
2388,11,1327,215,93,100,20,6
2389,143,439,387,85,7,11,30
2390,53,787,82,14,25,3,11
2391,188,182,77,112,100,12,77
2392,58,1092,247,84,33,19,81
2393,6,306,367,27,66,10,69
2394,14,469,378,76,44,6,66
2395,166,337,292,96,1,19,57
2396,182,823,17,33,117,19,66
2397,90,30,411,5,62,20,14
2398,191,1396,174,113,25,1,70
2399,137,946,320,64,52,2,49
2400,147,961,257,50,31,12,71
2401,191,816,469,46,106,10,14
2402,35,590,447,97,68,13,31
2403,184,1072,191,62,10,9,66
2404,184,721,151,86,11,13,82
2405,67,1179,374,96,39,9,19
2406,151,809,16,42,52,16,11
2407,119,1303,117,46,101,16,50
2408,64,368,271,112,100,3,47
2409,164,1347,24,3,72,5,2
2410,33,378,376,17,84,14,13
2411,170,375,315,84,15,13,42
2412,128,722,349,91,62,1,90
2413,116,1077,480,84,58,4,69
2414,185,233,134,60,58,15,40
2415,135,773,40,3,109,3,77
2416,3,1312,265,76,89,1,86
2417,82,817,172,103,101,20,31
2418,142,1234,152,103,88,10,46
2419,192,321,423,107,23,1,62
2420,7,447,371,67,24,2,72
2421,168,1389,320,80,102,2,63
2422,170,927,47,96,53,9,13
2423,94,1412,442,30,89,10,44
2424,186,361,190,10,95,10,51
2425,151,1430,480,76,41,15,65
2426,140,592,328,74,86,3,12
2427,93,217,138,57,3,12,99
2428,14,702,314,60,92,4,72
2429,14,496,453,12,48,7,36
2430,160,787,11,16,98,15,81
2431,96,800,455,78,2,12,86
2432,183,1199,226,60,10,5,67
2433,199,774,363,89,41,3,91
2434,139,313,372,61,82,16,63
2435,20,915,318,32,31,6,39
2436,48,1077,341,95,28,12,98
2437,174,301,455,90,73,14,89
2438,20,13,493,109,35,18,73
2439,86,42,87,85,81,9,65
2440,86,527,87,99,61,17,35
2441,65,1290,12,17,48,19,97
2442,78,763,321,13,58,15,90
2443,135,1150,414,93,36,8,50
2444,131,1208,339,25,77,15,60
2445,171,61,478,67,39,8,72
2446,142,917,450,55,38,2,56
2447,182,1202,120,8,110,4,84
2448,126,1173,284,48,67,5,78
2449,187,1123,192,15,79,16,39
2450,187,342,270,106,57,10,8
2451,114,881,16,95,4,5,65
2452,111,1168,435,44,120,11,4
2453,36,1079,243,68,99,19,78
2454,84,1311,225,22,20,19,85
2455,70,1387,490,31,34,4,36
2456,198,140,14,84,118,10,83
2457,40,1393,374,62,82,4,52
2458,170,1219,485,58,41,7,45
2459,126,1071,195,108,36,12,1
2460,149,1112,454,60,95,20,49
2461,104,310,84,3,71,11,81
2462,14,627,38,72,44,9,6
2463,25,1224,444,104,62,1,1
2464,124,495,48,20,39,8,97
2465,194,952,159,52,83,6,43
2466,3,1250,405,100,46,15,56
2467,191,677,117,48,31,7,25
2468,140,458,108,48,115,3,71
2469,5,724,488,95,6,15,10
2470,143,1126,479,69,78,10,58
2471,58,327,317,57,13,12,66
2472,100,1130,115,32,64,7,13
2473,41,684,207,57,27,19,68
2474,72,1012,225,11,9,15,24
2475,75,1157,326,36,5,1,58
2476,144,1229,308,33,116,19,67
2477,91,129,114,49,60,17,82
2478,75,43,43,96,26,4,99
2479,138,93,104,5,102,8,71
2480,1,730,494,76,71,14,42
2481,103,657,126,14,3,17,75
2482,98,638,74,34,52,20,44
2483,149,114,290,4,81,4,74
2484,7,650,460,38,49,9,81
2485,103,539,435,75,93,5,87
2486,70,870,292,20,107,5,65
2487,20,250,227,75,63,7,28
2488,182,845,370,21,81,14,82
2489,83,1282,56,2,101,16,38
2490,107,1410,477,11,86,13,25
2491,65,71,293,61,1,20,11
2492,135,341,70,92,61,2,20
2493,79,1182,405,14,60,15,70
2494,3,1406,402,120,101,10,81
2495,95,1376,453,89,10,8,79
2496,128,905,307,4,49,1,89
2497,181,1254,13,111,77,3,57
2498,35,1137,392,48,63,14,6
2499,24,179,209,102,4,18,43
2500,171,726,148,54,48,18,28
2501,60,102,297,59,52,1,93
2502,193,550,167,66,23,20,13
2503,130,428,330,20,31,1,52
2504,64,1106,334,120,107,14,11
2505,26,451,365,70,27,8,25
2506,95,1215,69,33,56,7,38
2507,111,901,244,65,1,18,34
2508,34,800,298,78,91,5,44
2509,45,37,114,74,73,14,69
2510,121,1210,287,6,30,9,55
2511,181,1172,440,112,81,14,99
2512,195,1250,240,37,76,3,53
2513,174,1180,70,43,56,12,71
2514,160,110,165,7,33,8,97
2515,38,1092,35,104,19,20,76
2516,48,1431,182,58,101,9,13
2517,131,378,393,114,104,4,9
2518,135,983,151,28,24,7,44
2519,152,227,306,36,102,3,22
2520,101,717,226,25,74,8,40
2521,66,183,86,1,95,19,19
2522,142,352,330,97,65,17,96
2523,19,1260,309,26,113,20,46
2524,146,778,371,68,84,4,60
2525,163,605,175,57,106,19,52
2526,52,498,211,2,65,17,15
2527,70,1304,244,18,81,18,18
2528,98,196,413,66,18,12,80
2529,131,1357,85,76,58,17,68
2530,87,587,47,50,104,8,44
2531,154,1217,60,103,64,5,89
2532,48,1322,87,28,43,9,75
2533,103,81,90,51,33,16,81
2534,163,1413,180,2,46,1,91
2535,5,1053,380,8,49,18,46
2536,37,811,283,45,91,11,67
2537,157,819,400,100,54,18,12
2538,193,1399,12,72,64,13,40
2539,7,810,128,76,31,4,99
2540,56,680,37,23,91,10,53
2541,118,350,231,81,67,19,72
2542,132,265,95,70,120,3,4
2543,3,601,417,115,85,6,83
2544,78,749,192,88,21,8,62
2545,199,330,458,3,11,14,70
2546,12,740,34,49,25,1,72
2547,11,1415,190,20,48,6,15
2548,114,418,428,85,63,18,50
2549,48,30,183,54,72,7,65
2550,138,439,444,32,15,13,77
2551,182,487,150,67,39,10,95
2552,144,1387,329,108,82,11,99
2553,183,312,307,93,76,7,38
2554,152,667,454,60,66,5,82
2555,63,366,127,15,7,20,75
2556,86,15,465,107,47,8,49
2557,23,781,446,57,88,7,94
2558,180,1141,410,26,3,1,78
2559,70,1151,117,5,83,1,6
2560,119,648,473,35,6,11,83
2561,64,1057,446,4,61,14,51
2562,63,1154,375,3,15,12,76
2563,136,243,498,29,107,18,66
2564,36,478,50,14,109,6,95
2565,168,907,231,36,39,6,43
2566,102,371,384,76,116,14,59
2567,183,370,33,74,79,8,73
2568,101,471,270,20,49,4,17
2569,171,843,209,22,113,10,94
2570,10,1325,135,118,103,20,71
2571,164,905,444,26,32,2,55
2572,110,1329,263,50,11,11,5
2573,53,1297,316,24,107,20,23
2574,158,10,249,2,60,6,41
2575,126,469,330,66,98,4,85
2576,200,814,225,21,63,17,51
2577,59,384,233,107,56,1,86
2578,118,1164,142,38,37,14,100
2579,181,512,331,71,54,5,12
2580,52,192,335,85,97,2,14
2581,195,978,361,74,81,1,15
2582,93,853,291,14,110,9,9
2583,11,848,28,1,49,11,50
2584,158,1111,98,30,77,10,83
2585,20,1169,208,103,43,7,39
2586,199,1178,427,27,11,12,40
2587,169,857,432,36,15,6,89
2588,138,1008,174,36,74,5,16
2589,62,348,417,87,111,12,1
2590,180,607,451,14,97,1,63
2591,134,1125,466,19,10,9,100
2592,166,1409,55,2,114,5,60
2593,82,890,119,6,94,20,41
2594,48,1073,20,44,107,17,67
2595,182,1438,286,14,119,17,85
2596,67,703,89,42,16,1,23
2597,37,1219,334,6,51,17,80
2598,128,768,156,3,106,6,57
2599,6,1155,201,89,23,16,66
2600,195,341,195,79,96,13,48
2601,185,875,218,13,36,10,46
2602,130,1261,407,87,17,9,32
2603,174,823,294,1,79,16,58
2604,9,899,220,105,39,10,100
2605,115,1095,435,19,11,8,11
2606,131,634,164,99,86,9,6
2607,129,489,304,47,20,2,52
2608,162,1179,279,34,31,20,35
2609,6,411,388,86,56,7,46
2610,29,868,395,66,58,4,48
2611,183,228,447,23,79,11,31
2612,169,445,437,14,120,5,33
2613,11,945,436,13,49,16,49
2614,104,720,154,53,83,19,28
2615,71,500,45,96,14,6,23
2616,152,318,287,46,59,11,77
2617,193,55,204,86,88,9,72
2618,150,32,127,54,15,8,96
2619,164,477,71,18,96,18,5
2620,105,951,344,105,107,7,100
2621,178,211,307,30,65,9,10
2622,88,607,468,6,49,14,27
2623,172,155,185,30,72,14,59
2624,136,796,377,118,46,17,66
2625,62,122,197,43,101,12,19
2626,19,1354,213,112,85,8,67
2627,117,1104,371,26,112,20,45
2628,41,1399,184,77,90,2,76
2629,42,1317,463,44,50,13,97
2630,82,1182,361,105,9,6,56
2631,11,1160,351,33,15,19,42
2632,169,899,381,53,15,9,1
2633,121,920,86,92,8,12,61
2634,150,89,10,85,7,10,72
2635,90,215,200,38,12,7,34
2636,166,308,242,4,54,16,93
2637,190,112,384,115,9,4,64
2638,141,575,225,65,83,19,35
2639,71,323,123,52,8,17,80
2640,117,988,236,110,62,14,40
2641,21,116,326,2,22,9,26
2642,68,602,309,28,120,13,54
2643,72,1082,173,76,58,13,90
2644,161,688,479,80,26,7,88
2645,27,947,398,105,24,14,46
2646,5,1336,372,13,3,17,49
2647,117,170,471,19,33,14,63
2648,70,548,235,10,27,5,25
2649,164,1172,36,6,34,14,77
2650,97,286,78,48,100,20,59
2651,191,619,415,112,82,12,91
2652,123,1241,252,42,85,5,24
2653,38,399,402,29,57,7,55
2654,32,617,67,107,36,7,82
2655,95,293,119,33,72,7,59
2656,28,678,442,112,46,5,63
2657,2,554,87,40,110,8,4
2658,35,867,291,31,42,1,94
2659,173,607,342,71,94,14,88
2660,153,1219,283,46,21,1,84
2661,48,133,197,67,16,11,28
2662,174,1114,419,30,69,9,31
2663,171,878,392,100,108,20,70
2664,181,106,113,104,67,17,33
2665,117,725,387,27,68,14,93
2666,98,1140,299,71,48,10,50
2667,152,1344,57,3,55,2,61
2668,62,822,444,44,95,10,89
2669,129,1337,262,59,60,20,46
2670,90,459,324,66,99,18,74
2671,51,582,209,8,7,15,67
2672,75,854,161,6,60,1,100
2673,179,1209,172,99,45,13,91
2674,43,803,283,118,9,11,87
2675,53,1100,328,10,23,17,76
2676,60,441,196,95,51,19,73
2677,126,1176,211,111,114,14,58
2678,96,866,215,13,82,2,45
2679,42,303,186,50,55,11,68
2680,40,1297,389,105,58,8,64
2681,22,1017,365,109,19,7,92
2682,24,408,261,33,76,2,17
2683,57,1259,421,5,45,6,35
2684,145,412,357,8,88,10,83
2685,163,374,339,65,72,20,80
2686,108,413,225,97,34,18,30
2687,29,384,499,63,102,20,76
2688,1,608,295,104,44,8,1
2689,167,504,11,91,83,5,79
2690,103,106,485,92,50,6,51
2691,111,314,76,22,35,4,43
2692,160,136,301,96,111,12,17
2693,8,330,96,108,82,10,65
2694,62,1195,327,58,64,12,37
2695,164,1071,301,84,12,4,43
2696,13,1416,86,67,37,10,20
2697,22,237,215,45,32,5,86
2698,195,117,99,41,98,5,63
2699,76,196,479,42,14,3,59
2700,22,86,470,48,115,7,78
2701,14,157,315,48,55,15,46
2702,119,1069,363,110,106,1,66
2703,69,174,383,1,79,13,79
2704,20,961,319,56,49,7,79
2705,22,1362,149,75,71,8,19
2706,152,1219,121,19,115,11,54
2707,155,218,169,113,117,16,98
2708,90,1036,74,36,48,9,48
2709,2,308,314,49,79,9,59
2710,26,547,271,48,39,20,35
2711,28,609,415,43,1,2,33
2712,193,726,454,17,118,3,88
2713,189,1436,495,28,34,19,25
2714,163,854,472,70,12,9,21
2715,8,836,358,70,2,5,46
2716,184,707,499,104,89,6,79
2717,161,1084,213,100,57,11,40
2718,21,76,280,21,78,6,41
2719,42,1176,343,118,70,6,37
2720,132,665,469,111,90,15,17
2721,3,952,429,32,84,15,77
2722,96,810,210,100,17,9,33
2723,115,1375,391,45,96,20,1
2724,31,242,13,66,21,10,13
2725,200,135,217,83,2,3,2
2726,173,1047,310,34,19,17,51
2727,36,830,488,108,5,1,74
2728,96,542,157,7,116,15,67
2729,131,419,175,100,120,16,67
2730,150,170,471,80,100,16,72
2731,126,208,354,73,107,12,76
2732,199,216,69,111,109,12,74
2733,182,319,362,22,15,13,45
2734,43,1181,446,14,58,20,8
2735,151,450,67,48,109,7,82
2736,71,1415,21,115,117,11,41
2737,126,150,15,79,84,6,55
2738,111,103,228,23,104,9,39
2739,108,371,95,64,62,20,65
2740,133,1141,56,27,38,11,12
2741,31,954,257,90,51,19,33
2742,102,984,260,26,32,15,41
2743,5,586,338,55,44,1,32
2744,131,1409,376,80,99,16,86
2745,107,126,289,9,93,1,79
2746,87,803,376,52,70,1,91
2747,66,1143,164,114,107,20,9
2748,105,411,116,120,45,2,84
2749,159,238,309,74,5,10,79
2750,37,662,193,97,72,1,6
2751,171,218,49,67,55,12,82
2752,59,327,362,3,18,18,95
2753,101,768,281,48,88,9,56
2754,28,1128,189,59,11,12,9
2755,91,1417,67,93,71,13,21
2756,50,1003,244,72,24,15,38
2757,19,350,199,108,27,18,24
2758,57,224,375,92,35,8,47
2759,13,1264,407,96,109,17,45
2760,47,1419,425,3,107,13,31
2761,15,739,400,11,81,15,55
2762,63,818,459,10,20,9,22
2763,174,1099,297,66,31,8,26
2764,1,827,95,20,33,4,69
2765,74,25,499,94,43,2,76
2766,30,703,269,25,24,13,15
2767,189,425,35,5,30,9,59
2768,164,529,276,72,109,4,17
2769,99,1429,301,26,83,15,35
2770,72,26,240,15,64,3,28
2771,155,315,115,30,19,18,70
2772,73,186,10,6,12,14,85
2773,8,756,270,7,71,20,24
2774,21,419,152,99,34,15,32
2775,17,1289,406,35,17,8,22
2776,170,1421,362,93,17,20,16
2777,194,1309,224,1,30,4,57
2778,72,25,363,3,77,8,47
2779,14,256,31,73,49,6,54
2780,55,1168,438,34,13,16,47
2781,159,857,228,115,91,8,33
2782,167,60,224,97,35,9,80
2783,55,143,345,2,93,5,17
2784,4,367,159,6,26,6,16
2785,4,699,217,18,84,17,12
2786,97,561,118,46,91,7,77
2787,199,578,447,103,95,6,83
2788,143,306,422,117,14,16,95
2789,56,279,303,33,77,10,88
2790,57,1372,114,19,78,5,55
2791,119,1304,244,38,108,8,12
2792,97,679,216,3,111,9,63
2793,197,1190,219,10,93,5,78
2794,85,323,489,109,69,9,23
2795,160,746,18,25,108,6,35
2796,42,1428,115,70,111,18,41
2797,111,220,454,59,89,11,58
2798,148,99,362,16,74,14,24
2799,96,1098,409,72,114,5,88
2800,99,1071,221,20,22,17,41
2801,82,91,252,57,8,8,38
2802,74,917,93,71,114,8,18
2803,63,899,485,99,55,9,11
2804,158,1091,195,100,34,9,41
2805,88,1087,377,62,109,3,74
2806,172,626,416,72,112,8,45
2807,16,39,472,56,62,10,27
2808,14,1038,157,100,89,12,94
2809,194,713,476,24,85,14,56
2810,136,292,155,82,74,16,64
2811,56,120,335,95,78,10,86
2812,151,841,339,64,94,14,51
2813,58,1293,486,109,9,10,22
2814,40,360,79,109,51,17,55
2815,153,1303,390,45,40,13,48
2816,186,1319,238,2,40,12,64
2817,96,792,455,38,52,8,3
2818,95,91,342,44,112,11,39
2819,90,757,258,36,22,8,16
2820,65,55,310,30,83,11,52
2821,112,621,461,92,116,18,63
2822,23,1398,491,104,59,14,99
2823,3,883,277,74,24,12,43
2824,193,728,439,14,48,17,74
2825,70,980,265,11,48,6,18
2826,90,1384,220,37,14,18,37
2827,41,41,95,85,9,7,20
2828,145,419,18,28,35,4,37
2829,60,869,66,112,25,20,92
2830,19,714,284,30,80,5,14
2831,183,832,11,12,98,10,36
2832,24,818,409,31,47,19,8
2833,69,1157,303,10,77,18,13
2834,15,268,189,36,103,7,70
2835,146,333,325,10,79,15,44
2836,52,571,140,46,55,12,35
2837,42,516,323,44,117,13,50
2838,180,1255,84,5,113,19,76
2839,44,36,146,25,30,6,32
2840,21,1250,418,94,8,12,84
2841,167,177,137,28,108,11,42
2842,68,84,416,117,20,6,92
2843,163,1337,146,20,106,13,91
2844,107,425,299,109,81,13,7
2845,128,1328,266,29,34,4,93
2846,21,886,30,52,120,5,73
2847,67,1389,209,112,106,16,43
2848,134,530,387,81,2,15,26
2849,81,389,135,55,37,4,8
2850,187,905,216,56,41,4,59
2851,23,863,342,43,10,12,58
2852,187,595,373,54,120,19,83
2853,107,364,32,54,84,3,44
2854,82,65,48,42,107,1,61
2855,144,159,445,73,27,17,38
2856,145,254,225,67,43,1,94
2857,137,874,364,53,87,19,44
2858,110,660,159,110,39,19,71
2859,71,543,315,53,39,6,73
2860,44,766,477,58,111,7,65
2861,189,278,279,73,1,13,86
2862,74,554,408,92,105,11,19
2863,183,983,471,96,116,9,11
2864,168,428,352,99,114,20,94
2865,76,921,148,14,99,9,67
2866,168,97,196,116,99,6,88
2867,185,495,82,12,110,14,79
2868,96,1291,368,33,86,20,67
2869,143,821,483,113,92,9,1
2870,17,961,189,92,19,3,81
2871,123,1261,417,75,11,14,89
2872,171,238,101,50,25,9,71
2873,173,382,68,38,8,2,5
2874,123,442,76,5,111,3,31
2875,16,576,216,59,2,19,98
2876,28,985,192,95,44,14,31
2877,143,1363,151,115,32,1,12
2878,61,782,160,110,93,6,30
2879,50,13,497,76,4,16,24
2880,122,964,55,1,115,1,54
2881,64,737,161,23,5,3,94
2882,199,289,375,78,93,6,18
2883,89,812,374,92,2,14,72
2884,49,1391,440,111,19,5,27
2885,99,770,141,15,98,17,22
2886,126,1233,407,54,19,15,87
2887,113,989,377,118,108,14,50
2888,196,166,127,21,58,12,37
2889,160,1056,41,80,98,7,36
2890,197,952,437,36,94,12,36
2891,92,207,448,120,63,5,56
2892,91,1017,275,58,99,16,39
2893,116,630,330,117,103,3,83
2894,99,525,258,84,68,3,34
2895,81,323,378,23,109,19,96
2896,141,639,287,5,20,17,18
2897,5,17,477,119,5,10,7
2898,75,733,131,1,66,3,33
2899,128,68,276,30,97,2,51
2900,53,222,333,64,114,14,78
2901,99,573,466,27,62,16,23
2902,32,172,59,105,50,14,29
2903,100,349,305,98,61,11,51
2904,30,1032,459,49,54,5,99
2905,108,699,469,13,107,6,61
2906,138,1006,375,18,109,3,89
2907,173,379,375,81,6,10,21
2908,196,938,61,93,65,2,16
2909,71,145,163,92,104,4,48
2910,55,435,288,98,48,19,91
2911,55,1116,115,63,64,17,22
2912,157,572,204,18,41,6,50
2913,95,880,285,90,34,8,41
2914,17,300,98,96,75,19,21
2915,2,167,249,55,19,20,26
2916,168,18,388,52,85,16,74
2917,116,324,237,61,91,5,91
2918,96,1103,223,79,5,13,54
2919,189,33,285,118,92,18,98
2920,181,709,281,82,72,20,97
2921,19,821,381,43,40,16,45
2922,199,613,274,89,59,2,40
2923,174,124,119,5,60,5,55
2924,20,12,288,83,107,15,11
2925,41,862,70,16,60,5,73
2926,36,777,185,7,33,1,42
2927,136,34,231,54,48,2,99
2928,153,1029,199,84,18,9,15
2929,181,61,363,21,114,17,28
2930,171,790,259,35,99,15,55
2931,99,367,270,95,88,19,30
2932,65,798,116,97,73,17,23
2933,180,1088,488,98,62,4,16
2934,161,795,167,15,51,4,60
2935,168,1291,207,106,19,11,74
2936,144,567,297,72,49,17,50
2937,143,160,35,9,76,19,5
2938,164,1006,18,10,18,8,52
2939,102,106,180,44,79,3,42
2940,41,1021,311,8,117,12,81
2941,103,54,185,82,7,9,49
2942,86,816,375,31,10,11,35
2943,50,892,133,76,119,8,87
2944,59,293,24,118,13,1,72
2945,59,228,481,56,35,5,56
2946,8,320,203,20,43,6,65
2947,9,471,22,94,82,7,72
2948,157,657,300,28,88,20,29
2949,12,482,234,42,13,4,74
2950,58,569,305,82,42,6,70
2951,31,225,145,68,20,17,13
2952,124,995,68,63,37,3,1
2953,199,1176,102,41,102,11,100
2954,63,793,383,88,73,7,91
2955,90,721,114,38,5,17,67
2956,196,544,248,70,35,14,18
2957,187,759,386,113,2,7,92
2958,141,1263,38,34,100,8,21
2959,140,1236,100,40,39,14,92
2960,105,273,233,4,2,18,81
2961,109,1233,229,73,58,15,66
2962,168,550,22,75,39,18,23
2963,62,1262,189,79,9,4,42
2964,176,130,59,91,112,8,48
2965,66,1408,108,65,96,10,38
2966,175,823,277,6,33,7,6
2967,168,1412,114,70,68,4,92
2968,162,854,71,11,80,17,100
2969,147,1239,331,115,95,16,29
2970,144,1292,291,46,1,1,42
2971,168,11,470,46,69,14,53
2972,76,1387,192,104,8,13,52
2973,17,224,354,5,81,16,30
2974,82,566,106,15,79,9,64
2975,123,450,191,95,108,3,88
2976,108,830,275,39,19,12,96
2977,22,323,64,49,29,20,54
2978,141,1236,134,50,1,8,93
2979,101,1293,321,37,101,1,18
2980,35,287,459,99,48,13,58
2981,128,71,352,80,54,13,98
2982,42,506,466,86,21,5,10
2983,89,110,474,56,29,15,41
2984,103,549,252,70,107,17,1
2985,171,911,354,114,48,18,53
2986,112,685,94,79,37,6,78
2987,159,326,481,93,63,4,90
2988,128,501,20,27,74,8,79
2989,177,169,262,86,44,9,83
2990,9,330,409,18,76,8,17
2991,37,1381,52,14,101,18,96
2992,63,422,286,48,97,5,7
2993,157,1072,75,72,14,6,15
2994,135,951,294,45,113,6,78
2995,131,875,352,8,49,9,74
