BinID,Zone,Latitude,Longitude,WasteType,RouteID,NearbyPopulation,SensorStatus
1227,Central,12.1873,76.7045,organic,920,3382,OK
1228,Central,12.1628,76.7229,organic,153,7509,OK
1229,Central,12.2363,76.7763,organic,219,8643,OK
1230,East,12.2414,76.7925,other,154,3264,OK
1231,Central,12.2159,76.7588,organic,143,3642,OK
1232,West,12.152,76.7021,recyclable,910,6329,OK
1233,Central,12.2117,76.7823,recyclable,88,782,OK
1234,South,12.1849,76.7048,recyclable,772,5394,OK
1235,East,12.186,76.7707,other,339,1784,OK
1236,West,12.177,76.7863,recyclable,277,7665,OK
1237,West,12.1775,76.7398,recyclable,1,7568,OK
1238,South,12.2425,76.751,hazardous,265,6780,OK
1239,North,12.1896,76.7178,organic,357,6805,OK
1240,North,12.1931,76.7225,organic,892,6631,OK
1241,Central,12.2156,76.7375,hazardous,354,2903,OK
1242,West,12.1879,76.7317,organic,186,6939,OK
1243,North,12.2648,76.7087,ewaste,455,7174,OK
1244,East,12.2574,76.7516,organic,268,8413,OK
1245,East,12.2051,76.7366,organic,971,1986,OK
1246,Central,12.2272,76.7466,organic,736,8115,OK
1247,North,12.2145,76.7967,organic,891,7408,OK
1248,North,12.27,76.7552,organic,794,6431,OK
1249,South,12.1609,76.7506,organic,224,2338,OK
1250,South,12.1873,76.7835,organic,777,3504,OK
1251,Central,12.2032,76.7412,recyclable,673,6849,OK
1252,South,12.1812,76.7734,other,592,2108,OK
1253,Central,12.1917,76.7967,organic,682,4251,OK
1254,North,12.2497,76.7932,organic,255,1591,OK
1255,Central,12.2058,76.7829,other,560,8555,OK
1256,East,12.2602,76.7878,recyclable,407,6256,OK
1257,South,12.163,76.7518,other,196,1305,OK
1258,East,12.2386,76.7906,organic,609,4114,OK
1259,West,12.2426,76.7721,recyclable,73,8071,OK
1260,South,12.2169,76.7118,hazardous,590,2900,OK
1261,East,12.2287,76.7119,organic,977,3875,OK
1262,West,12.1779,76.7686,other,196,6591,OK
1263,East,12.1796,76.7304,organic,904,6092,OK
1264,South,12.2444,76.7734,recyclable,479,4724,OK
1265,South,12.1966,76.7483,organic,207,6100,OK
1266,West,12.2573,76.7674,organic,195,8160,OK
1267,West,12.2113,76.7882,organic,584,7468,OK
1268,Central,12.1607,76.7081,organic,944,7142,OK
1269,Central,12.1905,76.74,recyclable,416,5423,FAULT
1270,West,12.2252,76.7788,recyclable,661,7564,OK
1271,South,12.2171,76.7891,organic,923,5906,OK
1272,South,12.1892,76.742,other,440,7654,OK
1273,Central,12.2058,76.7412,other,580,5170,OK
1274,West,12.229,76.7872,organic,467,397,OK
1275,North,12.1563,76.7188,organic,233,6464,OK
1276,West,12.2344,76.7686,organic,857,956,OK
1277,Central,12.2523,76.7291,organic,157,2358,OK
1278,Central,12.2102,76.7788,organic,347,2585,FAULT
1279,South,12.2103,76.7193,organic,385,6929,OK
1280,East,12.257,76.7159,other,557,7614,OK
1281,North,12.185,76.7773,organic,939,2211,OK
1282,South,12.159,76.7807,recyclable,564,3766,OK
1283,East,12.2293,76.7726,organic,258,397,FAULT
1284,Central,12.1841,76.7663,organic,59,6194,OK
1285,East,12.2353,76.758,organic,46,1293,OK
1286,West,12.2569,76.7556,organic,857,3244,OK
1287,South,12.205,76.745,organic,363,1193,OK
1288,North,12.1706,76.7932,organic,110,3685,OK
1289,Central,12.2095,76.7222,organic,885,4112,OK
1290,South,12.168,76.7142,other,661,8949,OK
1291,Central,12.1539,76.7715,hazardous,990,2916,OK
1292,West,12.1756,76.7868,recyclable,26,2819,OK
1293,West,12.212,76.779,organic,150,4772,OK
1294,Central,12.1782,76.7987,organic,637,4907,OK
1295,Central,12.2554,76.7465,organic,499,6619,OK
1296,South,12.2151,76.7056,recyclable,975,5747,OK
1297,North,12.2044,76.789,hazardous,344,2536,OK
1298,Central,12.1971,76.761,other,361,8563,OK
1299,East,12.2486,76.7484,organic,105,3171,OK
1300,Central,12.2644,76.721,organic,887,2649,OK
1301,South,12.1905,76.7493,recyclable,850,989,OK
1302,North,12.2076,76.7133,organic,485,6589,OK
1303,North,12.1703,76.7821,organic,857,4868,OK
1304,East,12.186,76.7571,organic,379,5990,OK
1305,North,12.2056,76.7429,other,168,5736,OK
1306,East,12.1588,76.7527,organic,753,1848,OK
1307,East,12.2062,76.7899,recyclable,527,5345,OK
1308,North,12.2019,76.7891,recyclable,638,2505,OK
1309,South,12.2381,76.7174,organic,707,2549,OK
1310,Central,12.2501,76.7163,recyclable,302,994,OK
1311,North,12.22,76.7171,organic,918,3948,OK
1312,East,12.2565,76.7313,organic,983,5015,FAULT
1313,North,12.1621,76.7719,organic,245,4452,OK
1314,North,12.2166,76.7775,other,820,6247,OK
1315,South,12.1861,76.7902,recyclable,609,820,OK
1316,West,12.204,76.7385,organic,719,623,FAULT
1317,West,12.1538,76.7959,organic,226,4653,OK
1318,West,12.2691,76.7471,organic,361,5302,OK
1319,East,12.2514,76.7624,other,569,6824,OK
1320,South,12.2307,76.7505,recyclable,480,7896,OK
1321,West,12.238,76.7115,hazardous,458,326,OK
1322,West,12.188,76.7227,recyclable,670,7110,OK
1323,South,12.1513,76.7703,organic,325,4551,OK
1324,North,12.1995,76.737,recyclable,730,5911,OK
1325,North,12.2394,76.7407,organic,961,7614,OK
1326,North,12.1931,76.7816,organic,0,5630,OK
1327,Central,12.2389,76.7807,other,0,6779,OK
1328,North,12.1558,76.7669,recyclable,24,572,OK
1329,North,12.1847,76.7625,organic,317,3993,OK
1330,North,12.2229,76.7032,recyclable,907,1737,OK
1331,North,12.151,76.711,recyclable,155,8326,OK
1332,South,12.1575,76.7712,organic,263,2103,OK
1333,South,12.2023,76.7428,ewaste,931,1659,OK
1334,South,12.2183,76.7672,other,416,8144,OK
1335,East,12.204,76.7959,organic,235,704,OK
1336,East,12.2455,76.7173,organic,704,3810,OK
1337,South,12.1828,76.7291,recyclable,526,7254,OK
1338,North,12.1682,76.7267,ewaste,768,4100,OK
1339,East,12.2644,76.7465,recyclable,792,1422,OK
1340,South,12.191,76.7075,recyclable,392,2886,OK
1341,Central,12.2666,76.7732,recyclable,923,5891,OK
1342,North,12.229,76.7985,organic,469,2684,OK
1343,Central,12.1991,76.7246,organic,78,2902,OK
1344,Central,12.2314,76.7289,recyclable,706,3794,OK
1345,West,12.1968,76.7292,organic,7,369,OK
1346,East,12.2173,76.7036,recyclable,53,5191,OK
1347,North,12.2362,76.7924,organic,124,7575,OK
1348,South,12.209,76.7072,organic,659,913,OK
1349,West,12.1613,76.7423,organic,31,3367,OK
1350,East,12.2625,76.7627,recyclable,857,2337,OK
1351,East,12.2083,76.7395,ewaste,193,6363,OK
1352,North,12.1931,76.7654,organic,616,6457,OK
1353,North,12.1506,76.73,organic,936,6817,OK
1354,West,12.2649,76.7199,other,156,668,FAULT
1355,Central,12.2573,76.7422,organic,473,7336,OK
1356,East,12.2134,76.7612,hazardous,687,8850,OK
1357,South,12.1974,76.7296,recyclable,438,8001,OK
1358,North,12.1944,76.737,recyclable,573,6676,OK
1359,East,12.1502,76.752,organic,969,1466,OK
1360,North,12.27,76.7027,organic,504,3820,OK
1361,West,12.2368,76.705,organic,814,829,OK
1362,West,12.2242,76.7376,other,118,7392,OK
1363,West,12.185,76.7415,organic,353,2167,OK
1364,East,12.2088,76.7332,recyclable,978,4326,OK
1365,West,12.2468,76.7242,recyclable,805,813,FAULT
1366,West,12.1859,76.7172,organic,517,6462,OK
1367,Central,12.1537,76.7969,organic,773,3893,OK
1368,East,12.1538,76.7301,organic,333,1811,OK
1369,South,12.2448,76.7854,recyclable,757,1667,OK
1370,East,12.2002,76.7742,organic,410,8654,OK
1371,East,12.2575,76.7439,organic,584,8300,OK
1372,North,12.161,76.78,organic,77,3935,OK
1373,North,12.2353,76.789,organic,877,1906,OK
1374,North,12.241,76.7069,organic,901,6355,OK
1375,South,12.199,76.7011,recyclable,711,6812,FAULT
1376,West,12.1974,76.7387,ewaste,304,1470,OK
1377,South,12.253,76.7296,hazardous,136,3786,OK
1378,East,12.2377,76.7536,organic,340,553,FAULT
1379,South,12.1729,76.7133,organic,736,660,OK
1380,North,12.1751,76.7346,recyclable,187,7618,OK
1381,South,12.2558,76.7386,recyclable,19,7744,OK
1382,North,12.1507,76.7553,other,399,6970,OK
1383,South,12.2058,76.7112,other,488,3302,OK
1384,Central,12.23,76.7349,recyclable,81,3175,OK
1385,South,12.2574,76.7194,organic,165,1193,OK
1386,South,12.1711,76.7201,recyclable,432,1301,OK
1387,South,12.2357,76.7678,other,286,6761,FAULT
1388,South,12.1541,76.7474,other,298,247,OK
1389,Central,12.2283,76.7424,recyclable,326,638,OK
1390,North,12.2633,76.724,ewaste,976,1460,OK
1391,North,12.2169,76.7057,recyclable,452,8360,OK
1392,Central,12.1816,76.7565,recyclable,199,1774,OK
1393,North,12.2656,76.7234,organic,390,171,OK
1394,West,12.2658,76.7915,organic,564,4992,OK
1395,East,12.257,76.7405,recyclable,629,2542,FAULT
1396,Central,12.2459,76.7022,organic,159,5017,OK
1397,West,12.2526,76.7608,recyclable,883,7092,OK
1398,North,12.1732,76.7231,organic,535,8741,OK
1399,Central,12.2348,76.7979,ewaste,909,4723,OK
1400,South,12.2311,76.755,hazardous,991,7259,OK
1401,East,12.1622,76.7328,organic,135,7873,OK
1402,Central,12.2069,76.7852,organic,888,1167,OK
1403,West,12.1971,76.7783,organic,593,2574,OK
1404,South,12.2662,76.7723,organic,896,1394,OK
1405,North,12.1768,76.7355,other,770,5675,OK
1406,North,12.2572,76.7381,organic,106,1432,OK
1407,North,12.1976,76.7394,organic,790,1165,OK
1408,South,12.1859,76.721,hazardous,310,7663,OK
1409,West,12.2275,76.7139,other,542,6953,OK
1410,North,12.1751,76.7838,hazardous,656,4188,OK
1411,Central,12.2307,76.7822,organic,461,6883,OK
1412,Central,12.2467,76.7257,other,739,1853,OK
1413,East,12.2672,76.7389,organic,661,8855,OK
1414,East,12.2623,76.7947,ewaste,827,4189,FAULT
1415,South,12.184,76.7873,organic,991,1342,OK
1416,East,12.2539,76.7975,organic,453,1178,OK
1417,North,12.2671,76.7189,recyclable,726,2091,OK
1418,South,12.1883,76.7019,hazardous,722,6329,OK
1419,Central,12.1879,76.734,organic,741,4134,OK
1420,East,12.1533,76.7266,hazardous,532,6558,OK
1421,South,12.2076,76.7311,recyclable,967,6204,FAULT
1422,South,12.2384,76.7693,organic,466,3940,FAULT
1423,East,12.154,76.7198,other,158,4940,OK
1424,East,12.1975,76.7083,organic,426,637,OK
1425,Central,12.1704,76.7657,organic,108,8874,OK
1426,East,12.2685,76.7012,recyclable,564,867,OK
1427,West,12.2134,76.7548,recyclable,720,6910,OK
1428,East,12.2213,76.7097,organic,324,3266,OK
1429,Central,12.2447,76.7991,organic,40,7253,OK
1430,West,12.2242,76.7263,other,699,2362,OK
1431,North,12.2602,76.7601,organic,168,618,OK
1432,North,12.2178,76.7729,recyclable,912,2657,OK
1433,West,12.1807,76.753,organic,938,7637,OK
1434,East,12.2628,76.7192,organic,59,6814,OK
1435,North,12.1573,76.7337,recyclable,327,4404,OK
1436,Central,12.1537,76.7864,organic,925,5204,OK
1437,South,12.2656,76.7089,organic,25,4731,OK
1438,West,12.2448,76.7219,organic,440,6476,OK
1439,North,12.1858,76.7823,organic,365,171,FAULT
1440,Central,12.226,76.7427,ewaste,827,5255,OK
1441,North,12.2323,76.7695,recyclable,264,5544,OK
1442,South,12.2696,76.7828,ewaste,663,8272,OK
1443,North,12.2422,76.7804,ewaste,270,5987,OK
1444,Central,12.2197,76.7553,recyclable,243,7693,FAULT
1445,East,12.1656,76.7795,organic,566,6981,OK
1446,Central,12.2572,76.778,other,962,3961,FAULT
1447,East,12.2662,76.7783,organic,13,2283,OK
1448,West,12.2225,76.7421,recyclable,311,7063,OK
1449,North,12.2406,76.714,organic,863,4967,OK
1450,South,12.224,76.7815,organic,938,1285,OK
1451,North,12.2129,76.7574,organic,654,6208,OK
1452,South,12.1819,76.7907,organic,965,2310,OK
1453,North,12.2072,76.7545,recyclable,387,218,OK
1454,East,12.1601,76.7698,other,998,3667,OK
1455,South,12.1653,76.7754,hazardous,52,644,OK
1456,South,12.1886,76.7038,organic,517,7402,OK
1457,East,12.1603,76.7599,recyclable,129,5498,OK
1458,East,12.2577,76.754,organic,32,6085,OK
1459,North,12.2525,76.7852,organic,394,8055,OK
1460,South,12.1728,76.7823,organic,120,920,OK
1461,East,12.2039,76.7834,organic,379,6604,OK
1462,North,12.1562,76.7155,hazardous,773,3617,OK
1463,North,12.1626,76.7611,organic,989,5071,OK
1464,East,12.2503,76.7977,recyclable,794,7819,OK
1465,South,12.2191,76.7821,recyclable,677,1836,OK
1466,Central,12.1781,76.793,organic,140,2872,FAULT
1467,Central,12.1785,76.782,hazardous,229,7419,OK
1468,North,12.2222,76.7424,other,65,2334,OK
1469,North,12.2236,76.79,organic,804,5065,OK
1470,North,12.2211,76.7845,organic,190,2930,OK
1471,South,12.1802,76.7313,organic,978,1784,OK
1472,West,12.2376,76.7735,organic,630,2515,OK
1473,Central,12.1748,76.7122,other,781,1852,OK
1474,South,12.2636,76.7267,organic,36,860,OK
1475,North,12.2084,76.7138,recyclable,382,7912,OK
1476,West,12.2516,76.7347,other,688,4449,OK
1477,North,12.2364,76.7626,recyclable,871,4210,OK
1478,South,12.1781,76.7634,ewaste,702,2612,OK
1479,North,12.2388,76.7211,recyclable,427,7304,OK
1480,East,12.1591,76.778,ewaste,488,1140,OK
1481,Central,12.262,76.7744,organic,718,1124,OK
1482,South,12.2621,76.7301,organic,63,4762,OK
1483,West,12.2603,76.786,organic,700,208,OK
1484,East,12.1753,76.7455,organic,620,5073,OK
1485,Central,12.243,76.7608,recyclable,674,347,OK
1486,West,12.2278,76.7659,organic,726,1413,OK
1487,North,12.2205,76.7992,organic,790,6138,OK
1488,North,12.2481,76.7369,recyclable,828,7764,OK
1489,North,12.2371,76.739,ewaste,860,6168,OK
1490,West,12.151,76.7686,recyclable,420,1587,OK
1491,South,12.2203,76.7415,organic,903,2672,OK
1492,North,12.1889,76.743,recyclable,482,332,OK
1493,West,12.2437,76.7752,other,887,5504,OK
1494,Central,12.2473,76.7368,organic,682,4388,OK
1495,Central,12.2513,76.754,other,661,2046,OK
1496,East,12.2546,76.7931,recyclable,605,2615,OK
1497,South,12.207,76.712,ewaste,855,2969,OK
1498,West,12.2045,76.7509,recyclable,955,8818,OK
1499,South,12.2464,76.7766,organic,921,4582,OK
1500,West,12.2383,76.7843,organic,627,5914,OK
1501,North,12.1591,76.7972,organic,717,2856,OK
1502,East,12.1856,76.7549,recyclable,818,6295,OK
1503,South,12.1594,76.7922,ewaste,531,6374,OK
1504,South,12.2588,76.7873,hazardous,801,4808,OK
1505,West,12.1921,76.7974,other,759,560,OK
1506,East,12.2077,76.7138,organic,969,2224,FAULT
1507,Central,12.2323,76.7562,organic,712,1205,OK
1508,North,12.2229,76.7556,organic,677,5694,OK
1509,South,12.2524,76.7713,recyclable,30,3721,OK
1510,East,12.1675,76.7345,organic,319,7470,OK
1511,North,12.178,76.7211,organic,593,4878,OK
1512,Central,12.1537,76.7544,organic,873,6534,OK
1513,Central,12.2648,76.739,recyclable,126,7361,OK
1514,West,12.2159,76.79,hazardous,754,6809,OK
1515,Central,12.2613,76.709,organic,120,1012,OK
1516,West,12.2554,76.7778,recyclable,208,5249,OK
1517,South,12.2384,76.7578,recyclable,326,5831,OK
1518,North,12.2548,76.7925,organic,843,4916,FAULT
1519,Central,12.191,76.7797,organic,941,4105,OK
1520,North,12.1947,76.7239,other,625,3944,FAULT
1521,Central,12.1571,76.7331,other,564,5805,OK
1522,South,12.2625,76.7895,recyclable,978,7481,OK
1523,East,12.1552,76.7659,recyclable,622,6796,OK
1524,South,12.2178,76.7974,organic,478,8716,OK
1525,South,12.1509,76.7729,recyclable,832,6139,OK
1526,West,12.2397,76.7226,organic,559,4364,FAULT
1527,South,12.2082,76.7555,recyclable,630,8197,FAULT
1528,Central,12.1774,76.79,recyclable,506,2672,OK
1529,North,12.1947,76.7149,organic,781,6233,OK
1530,East,12.1896,76.7489,organic,903,1425,OK
1531,West,12.1675,76.7405,recyclable,261,1428,OK
1532,West,12.1817,76.7558,organic,29,2560,FAULT
1533,North,12.2545,76.7879,organic,841,2890,OK
1534,South,12.2,76.741,other,868,5610,OK
1535,Central,12.2503,76.764,other,556,3726,OK
1536,Central,12.2287,76.7383,organic,282,8858,OK
1537,North,12.2439,76.7328,other,861,8254,FAULT
1538,North,12.169,76.7032,other,811,5230,OK
1539,West,12.2431,76.7565,organic,553,4721,OK
1540,South,12.2668,76.7076,organic,887,1747,OK
1541,Central,12.1593,76.7643,recyclable,870,804,OK
1542,East,12.1729,76.787,recyclable,352,2330,OK
1543,North,12.229,76.7215,organic,345,3966,OK
1544,North,12.2122,76.7528,organic,102,1009,OK
1545,South,12.164,76.7937,other,169,2995,OK
1546,East,12.2282,76.7217,organic,486,7748,FAULT
1547,West,12.1538,76.768,recyclable,388,6857,OK
1548,Central,12.1738,76.7911,hazardous,728,5613,OK
1549,East,12.1732,76.7624,organic,40,8723,OK
1550,Central,12.1808,76.7687,organic,836,2167,OK
1551,North,12.1764,76.7113,organic,882,1789,OK
1552,Central,12.1823,76.7236,organic,977,7268,OK
1553,Central,12.2264,76.7048,other,647,4731,OK
1554,East,12.1968,76.7819,organic,823,1614,OK
1555,South,12.1648,76.7692,recyclable,993,2658,OK
1556,North,12.2089,76.7937,recyclable,208,417,FAULT
1557,West,12.2451,76.7455,organic,905,4471,OK
1558,Central,12.1825,76.7831,hazardous,970,3014,OK
1559,Central,12.1589,76.7584,recyclable,652,5160,OK
1560,West,12.2439,76.7728,recyclable,329,3660,OK
1561,South,12.241,76.7358,organic,189,3891,OK
1562,South,12.25,76.7247,organic,524,2144,FAULT
1563,Central,12.1938,76.7318,hazardous,496,6731,OK
1564,West,12.2545,76.7551,organic,169,6806,OK
1565,West,12.244,76.7127,recyclable,813,2126,OK
1566,West,12.2271,76.7889,organic,792,1654,OK
1567,North,12.2309,76.7821,recyclable,51,421,OK
1568,East,12.2493,76.7075,other,864,2785,OK
1569,South,12.1542,76.7092,organic,832,3650,FAULT
1570,South,12.2657,76.728,organic,898,3348,OK
1571,West,12.2473,76.7603,recyclable,26,6294,OK
1572,North,12.2265,76.7061,other,895,2798,OK
1573,East,12.1867,76.7416,recyclable,494,1624,OK
1574,South,12.2684,76.7725,hazardous,891,8785,OK
1575,East,12.1964,76.7156,organic,436,8974,OK
1576,West,12.1527,76.7534,recyclable,158,5791,OK
1577,West,12.2421,76.762,organic,265,8746,OK
1578,East,12.2159,76.7135,organic,143,477,OK
1579,North,12.24,76.7478,organic,790,4778,OK
1580,Central,12.2254,76.7472,organic,754,8658,OK
1581,North,12.1634,76.752,recyclable,794,8146,OK
1582,East,12.198,76.7013,organic,346,252,OK
1583,West,12.2557,76.7786,organic,562,289,OK
1584,East,12.2683,76.715,other,442,7299,OK
1585,Central,12.191,76.736,organic,308,5567,OK
1586,West,12.192,76.7153,recyclable,271,6245,OK
1587,West,12.226,76.71,recyclable,367,4178,OK
1588,West,12.2651,76.7644,organic,29,4617,OK
1589,South,12.1646,76.772,other,925,7683,OK
1590,East,12.2064,76.7565,organic,248,2884,OK
1591,Central,12.1996,76.708,organic,564,8661,OK
1592,East,12.2154,76.755,organic,651,1949,FAULT
1593,South,12.213,76.7216,organic,17,5924,OK
1594,South,12.1581,76.7447,recyclable,189,1141,OK
1595,East,12.2481,76.7899,organic,740,8464,OK
1596,West,12.2653,76.7875,organic,173,7556,OK
1597,South,12.1573,76.7167,recyclable,359,4387,OK
1598,North,12.2512,76.706,recyclable,987,6024,OK
1599,Central,12.2342,76.7864,recyclable,616,1250,OK
1600,West,12.2084,76.7965,organic,450,3446,OK
1601,North,12.2526,76.7499,other,530,6454,OK
1602,East,12.2238,76.7133,organic,594,2187,OK
1603,North,12.2571,76.7074,recyclable,342,8804,OK
1604,East,12.1608,76.7233,organic,552,4410,OK
1605,West,12.1933,76.7164,recyclable,175,433,OK
1606,Central,12.1519,76.7248,other,124,6052,OK
1607,East,12.2605,76.7387,other,11,3523,OK
1608,North,12.191,76.7747,recyclable,97,4964,OK
1609,Central,12.2064,76.7611,ewaste,604,8442,OK
1610,North,12.2522,76.7871,recyclable,83,3506,OK
1611,East,12.2545,76.7754,recyclable,415,2380,OK
1612,West,12.2111,76.7968,ewaste,591,3273,OK
1613,South,12.2364,76.7405,other,400,7999,OK
1614,East,12.2171,76.7735,other,864,7091,OK
1615,North,12.2109,76.7857,organic,89,1320,OK
1616,North,12.254,76.7465,organic,601,8085,OK
1617,North,12.2164,76.7197,recyclable,851,7179,OK
1618,East,12.1761,76.7971,ewaste,996,8033,FAULT
1619,Central,12.1924,76.701,organic,391,5899,OK
1620,North,12.1563,76.7218,recyclable,605,7995,OK
1621,South,12.1838,76.7302,ewaste,710,7929,OK
1622,West,12.1861,76.7251,hazardous,263,4864,OK
1623,West,12.2099,76.746,organic,585,1123,OK
1624,West,12.1603,76.7154,organic,670,7313,OK
1625,West,12.1994,76.7138,recyclable,878,2917,OK
1626,East,12.2594,76.7375,recyclable,722,6041,OK
1627,Central,12.2634,76.7818,organic,524,477,OK
1628,Central,12.2678,76.7817,organic,165,1046,OK
1629,East,12.1516,76.7689,other,65,7791,OK
1630,West,12.2112,76.7772,organic,102,1388,OK
1631,West,12.2567,76.7622,organic,935,1662,FAULT
1632,North,12.1788,76.763,organic,189,2407,OK
1633,West,12.2371,76.7208,organic,712,8816,OK
1634,South,12.1919,76.7865,organic,422,7715,OK
1635,South,12.1548,76.7742,recyclable,841,1886,OK
1636,Central,12.2008,76.706,recyclable,591,323,OK
1637,East,12.2046,76.7856,other,934,4324,OK
1638,North,12.2654,76.7744,other,943,1379,OK
1639,West,12.2318,76.7615,organic,665,8797,OK
1640,East,12.1818,76.7335,hazardous,881,237,OK
1641,North,12.19,76.7584,other,939,8865,OK
1642,West,12.1671,76.7006,organic,724,7988,OK
1643,North,12.1844,76.7439,organic,623,8516,OK
1644,East,12.2621,76.7836,recyclable,363,5263,OK
1645,East,12.1747,76.7021,organic,743,7076,OK
1646,West,12.1596,76.7039,organic,190,2490,OK
1647,North,12.1806,76.7553,organic,158,6642,OK
1648,East,12.2035,76.7858,organic,64,6871,OK
1649,Central,12.2699,76.7978,recyclable,306,139,OK
1650,North,12.1566,76.7464,organic,152,6477,OK
1651,East,12.194,76.7645,recyclable,452,5619,OK
1652,East,12.2507,76.7005,organic,864,7889,OK
1653,East,12.2113,76.7862,organic,852,3898,OK
1654,East,12.1717,76.7116,recyclable,327,6500,OK
1655,West,12.1722,76.7484,other,714,7183,FAULT
1656,Central,12.1521,76.7719,other,624,5812,OK
1657,Central,12.2338,76.7383,hazardous,286,2093,OK
1658,Central,12.1752,76.7665,organic,530,1377,OK
1659,West,12.2206,76.7633,organic,58,859,OK
1660,North,12.2074,76.7362,other,725,5431,OK
1661,North,12.1608,76.7828,ewaste,333,8962,OK
1662,Central,12.2198,76.7346,organic,416,5751,OK
1663,Central,12.2441,76.7111,organic,380,8967,OK
1664,North,12.1854,76.7436,other,682,1642,OK
1665,South,12.2591,76.7099,organic,322,2956,OK
1666,East,12.1983,76.7225,organic,395,4760,OK
1667,South,12.2517,76.7635,other,161,4464,OK
1668,South,12.1551,76.7313,organic,176,8764,OK
1669,Central,12.2053,76.7935,other,355,5194,OK
1670,South,12.212,76.7898,organic,352,7456,OK
1671,West,12.1529,76.7035,organic,329,7103,OK
1672,South,12.2304,76.7404,recyclable,396,8535,OK
1673,East,12.1958,76.7666,organic,829,4357,OK
1674,North,12.2343,76.7349,organic,493,2016,OK
1675,East,12.2358,76.7885,organic,980,659,OK
1676,East,12.1858,76.7284,organic,235,5021,OK
1677,West,12.2552,76.7582,recyclable,797,2653,OK
1678,East,12.2446,76.7534,organic,8,8989,FAULT
1679,East,12.244,76.7865,other,593,4874,OK
1680,South,12.2098,76.7491,other,677,8207,OK
1681,East,12.1767,76.7101,recyclable,199,5379,OK
1682,Central,12.1907,76.7512,organic,947,1855,OK
1683,North,12.2363,76.7671,organic,818,1869,OK
1684,South,12.262,76.7133,recyclable,292,5009,FAULT
1685,North,12.1708,76.7656,other,735,5204,OK
1686,Central,12.1779,76.7124,organic,431,5070,OK
1687,West,12.2685,76.7453,other,293,4247,OK
1688,South,12.2086,76.7351,organic,400,5000,OK
1689,East,12.261,76.7422,ewaste,638,2244,OK
1690,East,12.2643,76.7195,organic,742,8897,OK
1691,East,12.159,76.7714,organic,965,1806,OK
1692,North,12.2492,76.7226,organic,449,1844,OK
1693,West,12.2276,76.713,recyclable,699,2218,OK
1694,South,12.2672,76.7118,recyclable,545,160,FAULT
1695,West,12.2572,76.7398,organic,82,5200,OK
1696,South,12.1911,76.7546,other,592,7565,OK
1697,North,12.218,76.7924,organic,513,4762,OK
1698,Central,12.2144,76.7925,other,414,3374,OK
1699,Central,12.2615,76.7183,organic,54,7272,OK
1700,Central,12.2273,76.7594,other,876,6275,OK
1701,North,12.1842,76.7279,other,261,7066,OK
1702,West,12.1675,76.7646,other,272,8023,OK
1703,South,12.238,76.7665,hazardous,12,3932,OK
1704,West,12.2055,76.7123,organic,355,4673,OK
1705,South,12.2465,76.7442,hazardous,972,5031,OK
1706,North,12.207,76.7744,recyclable,673,3242,OK
1707,South,12.1742,76.7357,organic,516,8215,FAULT
1708,South,12.1727,76.7929,ewaste,416,1704,OK
1709,East,12.2507,76.7194,recyclable,304,3017,OK
1710,East,12.1662,76.7288,recyclable,100,3858,OK
1711,North,12.1979,76.7467,other,493,979,OK
1712,East,12.1778,76.768,recyclable,803,7354,OK
1713,West,12.2536,76.7464,hazardous,341,4389,OK
1714,South,12.1634,76.7186,recyclable,697,5567,OK
1715,East,12.2109,76.7526,organic,158,7834,OK
1716,Central,12.2598,76.7545,recyclable,0,654,OK
1717,East,12.2568,76.7349,organic,666,7527,OK
1718,West,12.1588,76.7488,organic,748,4847,OK
1719,West,12.2645,76.7187,organic,787,7434,OK
1720,East,12.2657,76.7243,other,629,6784,OK
1721,East,12.1786,76.7374,organic,644,304,OK
1722,East,12.1787,76.7982,organic,809,3462,OK
1723,South,12.1598,76.7748,organic,986,6906,OK
1724,North,12.2601,76.7158,organic,671,2791,OK
1725,West,12.182,76.7375,hazardous,128,7121,OK
1726,South,12.2566,76.7149,other,979,5261,OK
1727,West,12.2209,76.798,recyclable,31,3548,OK
1728,North,12.183,76.7562,other,900,5185,OK
1729,West,12.1948,76.761,recyclable,589,368,OK
1730,Central,12.2002,76.7348,organic,966,5605,OK
1731,East,12.1691,76.7874,other,454,5078,OK
1732,South,12.1736,76.7196,organic,877,8259,OK
1733,North,12.1836,76.7201,recyclable,428,8073,OK
1734,Central,12.1771,76.783,recyclable,475,8681,OK
1735,South,12.2426,76.7725,recyclable,307,6652,OK
1736,West,12.2543,76.7887,recyclable,739,5307,OK
1737,North,12.1563,76.7611,organic,833,7207,OK
1738,Central,12.2056,76.7779,organic,870,6050,OK
1739,East,12.1522,76.7585,recyclable,114,7422,OK
1740,South,12.1872,76.7881,organic,880,7777,FAULT
1741,North,12.2138,76.7059,recyclable,599,2976,OK
1742,Central,12.2084,76.7987,other,437,5680,OK
1743,Central,12.1941,76.77,organic,758,1673,OK
1744,Central,12.2336,76.7556,recyclable,659,8433,OK
1745,Central,12.1788,76.7604,organic,93,5440,OK
1746,Central,12.2354,76.76,recyclable,573,8907,OK
1747,South,12.2141,76.762,organic,851,6541,OK
1748,West,12.2452,76.7599,organic,918,3961,OK
1749,East,12.2029,76.7943,organic,224,1144,OK
1750,East,12.2162,76.7322,recyclable,14,4166,OK
1751,East,12.1976,76.7909,organic,587,4049,OK
