NodeID,Zone,Conn,Dist,Users,BW
2208,W,9842,24,234,82
2209,C,7220,20,142,20
2210,E,9583,89,438,69
2211,E,2415,32,343,99
2212,N,1385,12,111,68
2213,W,5679,89,487,7
2214,W,3695,77,103,76
2215,C,2919,77,102,23
2216,S,6353,96,335,59
2217,S,4739,20,242,23
2218,W,4270,76,468,26
2219,S,7255,3,305,66
2220,C,4439,60,461,22
2221,N,6185,99,453,88
2222,W,2976,51,429,41
2223,W,8159,61,233,73
2224,S,6543,45,64,84
2225,E,2472,76,215,99
2226,W,5205,41,287,86
2227,S,4860,86,270,49
2228,N,8427,4,420,14
2229,S,662,6,486,29
2230,S,2896,20,474,23
2231,N,1845,92,495,56
2232,C,6577,39,103,98
2233,C,9113,69,249,40
2234,E,15,6,304,57
2235,C,8532,42,446,96
2236,N,3566,38,141,10
2237,S,1047,6,322,28
2238,N,8373,73,472,98
2239,W,4549,74,106,95
2240,C,7077,55,81,1
2241,E,8834,44,252,25
2242,N,5351,23,170,71
2243,N,2651,54,280,51
2244,C,7493,97,482,72
2245,S,6313,87,467,62
2246,W,5508,82,373,70
2247,W,4060,56,147,20
2248,C,3696,92,424,29
2249,E,9831,94,320,62
2250,E,324,52,383,6
2251,W,9535,22,375,69
2252,C,4364,32,368,17
2253,W,1913,59,346,69
2254,S,8150,23,406,52
2255,C,5798,74,120,42
2256,W,9718,73,216,29
2257,C,147,98,491,78
2258,N,2338,98,82,98
2259,W,353,72,333,77
2260,W,4176,72,257,36
2261,N,9965,65,286,32
2262,E,5625,27,104,49
2263,E,4345,38,135,85
2264,C,5352,22,477,5
2265,S,640,51,81,3
2266,C,4139,46,499,70
2267,C,674,43,171,80
2268,C,1736,71,57,20
2269,W,774,1,397,45
2270,W,9702,100,248,38
2271,N,3138,57,76,65
2272,W,1938,68,65,15
2273,S,2013,7,201,39
2274,E,708,51,336,52
2275,E,6190,19,215,45
2276,C,2243,41,113,78
2277,N,4831,57,182,64
2278,E,8866,37,273,42
2279,S,3797,69,53,63
2280,N,5696,28,135,90
2281,C,6461,17,448,82
2282,S,2573,55,424,32
2283,C,5263,71,349,86
2284,E,2292,92,109,65
2285,E,7350,9,222,7
2286,C,5054,77,182,58
2287,W,5998,82,445,19
2288,E,4846,15,203,90
2289,C,9880,27,220,30
2290,W,3198,16,402,26
2291,S,9844,24,309,69
2292,S,5777,23,54,37
2293,C,1025,41,277,89
2294,E,3484,42,312,73
2295,N,3080,38,94,95
2296,W,2663,76,164,27
2297,W,4209,49,350,74
2298,C,1837,7,166,74
2299,N,5576,21,410,11
2300,C,4759,37,249,36
2301,C,7500,75,337,48
2302,W,5710,97,76,23
2303,S,7581,94,320,70
2304,S,7403,11,320,39
2305,E,4356,27,250,67
2306,N,486,27,108,100
2307,N,8055,69,190,44
2308,C,9385,81,277,60
2309,C,9179,55,471,48
2310,N,8267,69,436,93
2311,W,5216,25,60,96
2312,N,9576,11,177,69
2313,S,5036,18,71,74
2314,N,8765,13,81,18
2315,E,6561,9,155,49
2316,W,3555,89,255,73
2317,S,988,91,370,43
2318,C,7048,12,390,32
2319,N,6153,31,227,15
2320,N,697,85,172,61
2321,W,2595,70,225,32
2322,E,4176,33,468,91
2323,W,7566,42,474,34
2324,N,613,25,159,2
2325,E,6917,18,282,15
2326,C,5193,28,344,53
2327,C,6588,34,308,69
2328,E,4417,41,475,99
2329,E,2224,63,282,35
2330,S,9057,72,453,14
2331,W,575,26,307,98
2332,C,3367,71,163,94
2333,S,7780,58,474,33
2334,N,204,80,228,25
2335,C,379,24,185,22
2336,N,2791,30,362,5
2337,E,4399,98,78,91
2338,W,4458,13,449,31
2339,C,7908,92,434,36
2340,C,9142,61,180,74
2341,W,1280,64,198,2
2342,E,3505,23,474,80
2343,N,8615,56,402,49
2344,S,8948,52,448,5
2345,N,3873,51,234,26
2346,W,163,44,65,8
2347,N,9225,2,458,60
2348,S,567,84,105,27
2349,C,8344,61,385,50
2350,W,4159,41,341,22
2351,C,7765,1,258,7
2352,S,4802,17,123,12
2353,W,3517,76,425,86
2354,N,7308,61,365,3
2355,S,5785,41,165,17
2356,W,9874,39,473,89
2357,E,6263,5,104,74
2358,N,9526,12,326,52
2359,E,6776,33,395,54
2360,S,963,2,182,4
2361,C,9133,12,199,80
2362,C,714,7,251,78
2363,S,3775,36,279,6
2364,C,8647,53,145,19
2365,N,3265,96,50,27
2366,S,8987,67,282,31
2367,C,8456,67,110,52
2368,N,1512,50,153,59
2369,C,9456,94,327,94
2370,E,1346,71,175,6
2371,N,9658,66,272,16
2372,N,7301,11,317,11
2373,E,6051,89,122,98
2374,C,297,25,215,98
2375,S,7315,42,178,37
2376,C,6626,56,79,71
2377,S,262,18,384,29
2378,C,4734,1,122,5
2379,C,8140,34,376,25
2380,W,3641,45,94,21
2381,C,2285,71,85,81
2382,S,5668,73,196,86
2383,W,7612,78,78,34
2384,W,2093,72,123,59
2385,N,2879,26,426,81
2386,W,481,84,55,64
2387,W,4236,40,123,57
2388,W,4912,50,104,80
2389,N,8179,93,170,45
2390,C,6714,69,212,97
2391,N,7517,86,281,1
2392,C,6347,45,368,57
2393,W,4416,80,474,11
2394,S,5924,2,261,14
2395,C,4937,19,210,35
2396,S,6869,95,127,12
2397,E,4141,78,452,23
2398,N,4528,37,329,71
2399,N,41,86,222,87
2400,C,8236,23,460,54
2401,C,4254,100,227,13
2402,N,2637,48,92,93
2403,S,6577,7,52,31
2404,W,8277,50,79,26
2405,S,1720,77,75,11
2406,N,216,27,173,14
2407,W,7645,98,129,98
2408,E,834,93,482,82
2409,W,5974,2,164,44
2410,C,7742,22,291,18
2411,W,3714,60,262,14
2412,W,1819,100,396,77
2413,C,7882,63,324,26
2414,W,7330,54,330,2
2415,C,8200,5,136,84
2416,E,2211,28,250,75
2417,N,6265,71,253,86
2418,W,5841,9,485,47
2419,S,1891,53,87,1
2420,W,5963,6,409,96
2421,N,9468,18,307,9
2422,S,1755,95,211,30
2423,N,1167,49,407,38
2424,W,5406,30,97,1
2425,E,4524,64,308,75
2426,W,7740,32,329,99
2427,N,5398,13,353,48
2428,C,5935,34,487,82
2429,N,7567,21,59,20
2430,E,6058,99,289,19
2431,N,447,59,473,65
2432,W,4318,97,160,13
2433,W,8684,3,201,10
2434,E,7520,86,75,21
2435,C,6462,88,334,67
2436,E,7022,33,278,84
2437,W,1107,91,156,94
2438,C,6841,89,359,17
2439,S,8256,61,314,67
2440,W,942,89,182,1
2441,E,9895,99,152,74
2442,W,5363,77,210,25
2443,E,7760,65,180,21
2444,W,452,31,157,52
2445,S,977,91,379,19
2446,W,7615,48,104,55
2447,S,8899,48,197,35
2448,C,530,48,477,55
2449,C,2935,24,142,96
2450,W,9004,2,186,24
2451,W,992,55,438,3
2452,S,3178,58,225,88
2453,N,3248,27,477,59
2454,S,9462,29,491,57
2455,S,7098,31,66,95
2456,W,997,21,105,90
2457,C,2084,60,131,74
2458,N,782,39,417,54
2459,W,2812,59,379,39
2460,E,4338,80,308,70
2461,W,8112,47,329,2
2462,N,2814,77,134,24
2463,N,4903,31,343,5
2464,C,5709,25,138,1
2465,S,2522,48,222,37
2466,E,547,29,463,72
2467,E,3172,97,498,21
2468,E,2674,76,63,45
2469,C,3776,16,435,35
2470,N,7279,100,210,79
2471,C,1931,19,255,26
2472,N,6089,36,57,50
2473,S,1522,73,225,80
2474,N,7312,10,419,52
2475,S,4490,61,372,52
2476,E,2324,90,367,55
2477,N,433,1,211,18
2478,E,1734,9,231,2
2479,E,2286,13,314,57
2480,W,2288,34,404,95
2481,E,1530,65,455,15
2482,C,121,39,302,82
2483,W,3423,31,351,72
2484,W,936,22,390,38
2485,W,5464,82,474,95
2486,C,7163,91,59,95
2487,C,9576,100,206,28
2488,E,9594,51,131,23
2489,S,1741,69,423,85
2490,W,4913,58,260,25
2491,C,208,12,175,36
2492,N,9732,2,360,90
2493,W,7264,6,254,1
2494,E,862,75,144,9
2495,W,307,92,75,95
2496,N,3289,69,478,60
2497,N,6263,1,286,63
2498,N,1816,88,250,37
2499,S,5799,2,343,42
2500,S,6941,12,394,15
2501,S,6723,15,379,80
2502,E,7131,39,416,13
2503,W,4713,15,387,50
2504,C,518,55,369,6
2505,E,7755,42,331,57
2506,N,8100,80,407,24
2507,N,3591,57,89,99
2508,W,7018,100,471,50
2509,C,176,22,239,96
2510,S,6848,72,151,67
2511,W,198,1,370,41
2512,W,1497,51,58,5
2513,C,1272,34,427,13
2514,E,8561,34,76,51
2515,W,5757,54,117,87
2516,W,1100,48,432,78
2517,C,7418,61,207,43
2518,N,9209,50,198,31
2519,E,545,44,166,91
2520,S,9701,66,63,51
2521,W,364,52,143,95
2522,S,7788,74,310,83
2523,C,5398,87,343,54
2524,S,8438,89,429,41
2525,E,4959,74,474,16
2526,W,9191,55,258,51
2527,S,1142,52,396,2
2528,W,9524,23,301,16
2529,C,3343,99,96,59
2530,N,5045,79,350,38
2531,S,9688,69,401,82
2532,C,5878,100,356,23
2533,N,7195,25,238,34
2534,C,4449,30,407,19
2535,N,6787,61,389,29
2536,N,9501,97,102,49
2537,E,2325,84,279,100
2538,N,9815,20,500,7
2539,S,515,67,320,22
2540,C,4849,39,125,67
2541,C,9256,24,326,1
2542,W,9827,50,137,61
2543,W,542,68,172,80
2544,N,2870,54,193,35
2545,S,3012,83,398,63
2546,N,4837,85,258,77
2547,N,2559,29,143,71
2548,E,963,32,436,38
2549,S,5051,6,407,98
2550,W,8729,57,174,52
2551,E,8958,19,230,92
2552,C,8483,48,127,26
2553,S,6606,60,87,17
2554,E,7939,86,433,7
2555,E,3023,22,246,54
2556,W,9325,75,243,79
2557,C,2528,76,434,71
2558,W,8433,60,56,39
2559,N,800,67,98,42
2560,S,9822,11,256,2
2561,N,4874,7,429,84
2562,S,9240,10,110,3
2563,S,5265,20,363,70
2564,W,6287,39,201,2
2565,E,2479,8,65,73
2566,W,1676,80,114,73
2567,C,556,84,117,1
2568,N,45,58,270,74
2569,E,4757,1,301,33
2570,N,1188,85,388,80
2571,E,849,64,87,64
2572,E,9430,98,355,93
2573,N,3168,27,424,24
2574,E,7349,37,270,4
2575,W,2108,100,83,1
2576,W,9966,10,95,62
2577,S,8818,76,230,50
2578,S,1202,72,226,45
2579,C,1563,42,392,47
2580,S,6526,7,55,76
2581,S,5103,41,191,3
2582,S,8944,20,461,70
2583,N,6449,99,172,66
2584,E,6542,88,323,70
2585,N,9962,90,194,89
2586,W,3337,93,419,54
2587,S,9910,60,307,65
2588,N,7985,6,355,22
2589,N,9821,90,90,12
2590,S,6386,49,99,43
2591,C,770,44,173,24
2592,N,529,38,210,29
2593,C,7799,62,201,62
2594,N,2254,82,277,97
2595,N,9376,44,461,50
2596,W,4066,42,56,18
2597,W,269,17,279,1
2598,S,793,43,251,31
2599,N,137,48,116,94
2600,C,7027,35,369,70
2601,C,9611,6,377,4
2602,S,4297,44,442,59
2603,E,6007,30,344,84
2604,S,8739,56,118,60
2605,E,4837,85,372,76
2606,S,9123,78,165,66
2607,N,9192,16,321,28
2608,E,5409,51,456,88
2609,E,8110,7,56,31
2610,W,2286,40,201,58
2611,S,6653,3,230,9
2612,E,6135,26,266,64
2613,N,8627,57,180,39
2614,N,5039,57,424,96
2615,E,5240,89,420,59
2616,N,8596,82,483,92
2617,W,6362,16,303,34
2618,C,113,48,483,61
2619,N,97,83,338,24
2620,S,8009,31,485,19
2621,C,2183,27,145,72
2622,S,6468,59,134,57
2623,W,2612,29,172,88
2624,S,2,9,314,36
2625,E,8104,85,359,76
2626,C,7917,43,481,35
2627,E,7250,42,153,71
2628,S,6444,37,394,20
2629,S,2466,17,161,27
2630,N,553,51,460,57
2631,N,3900,49,221,79
2632,E,4984,18,422,7
2633,S,7116,61,269,59
2634,W,39,56,481,6
2635,S,8328,85,260,94
2636,N,5161,77,317,28
2637,C,7936,96,181,77
2638,C,5160,41,493,37
2639,C,2341,54,117,96
2640,S,6242,13,130,92
2641,C,8743,84,388,14
2642,E,5561,30,408,10
2643,S,2676,18,321,91
2644,E,2647,44,82,66
2645,C,2109,27,79,43
2646,C,6355,67,246,90
2647,N,4184,74,356,69
2648,E,5317,66,446,50
2649,S,60,80,461,16
2650,N,2305,54,246,52
2651,S,5838,41,305,86
2652,C,5873,64,180,61
2653,W,6331,68,463,68
2654,S,1168,54,104,20
2655,S,4260,9,123,26
2656,S,6976,3,423,9
2657,W,3178,6,312,83
2658,W,5452,94,326,79
2659,C,4554,96,158,35
2660,C,1084,78,499,63
2661,S,2504,72,235,50
2662,C,5206,6,434,89
2663,W,232,74,343,33
2664,N,8986,6,50,22
2665,C,725,30,231,68
2666,C,8529,36,128,6
2667,S,7533,61,285,47
2668,C,5058,9,153,1
2669,C,9934,41,342,54
2670,S,2757,55,427,83
2671,E,4586,22,314,27
2672,N,40,50,386,83
2673,N,8677,98,289,70
2674,C,6250,47,262,80
2675,C,6887,20,285,93
2676,S,7377,80,166,61
2677,C,7019,41,78,86
2678,C,7317,75,371,57
2679,W,9721,68,469,70
2680,C,7412,96,313,9
2681,E,9871,8,361,98
2682,W,3442,65,276,53
2683,S,276,88,171,76
2684,W,9873,4,129,73
2685,C,1610,66,382,63
2686,N,9764,5,74,59
2687,C,2404,76,168,29
2688,E,7154,85,73,32
2689,E,7540,66,223,46
2690,W,3868,95,442,22
2691,S,699,88,233,17
2692,N,3647,67,72,40
2693,E,1714,10,297,7
2694,N,5287,7,324,57
2695,N,8746,78,430,5
2696,C,7378,80,168,82
2697,E,5851,55,344,38
2698,N,6934,93,271,28
2699,S,8169,65,237,58
2700,S,2413,85,251,72
2701,S,1453,43,166,23
2702,E,6108,9,348,56
2703,W,3396,39,413,33
2704,W,9376,46,429,79
2705,N,5516,2,89,66
2706,N,4696,13,478,36
2707,W,9679,33,63,95
2708,S,2054,69,444,4
2709,S,5699,96,344,93
2710,C,1909,72,243,58
2711,W,6807,53,210,96
2712,W,525,18,398,90
2713,S,649,10,266,71
2714,S,264,13,126,82
2715,E,4494,38,365,22
2716,S,1026,59,272,40
2717,S,860,15,244,28
2718,N,5844,95,377,24
2719,W,4304,12,63,28
2720,C,5480,44,423,93
2721,S,4441,100,254,62
2722,S,3746,74,203,61
2723,S,5917,36,199,75
2724,S,4271,90,351,41
2725,S,132,38,348,42
2726,E,7134,55,313,25
2727,N,8225,7,101,93
2728,C,5112,27,178,30
2729,W,1702,2,283,13
2730,N,8593,41,439,59
2731,N,37,19,464,93
2732,N,3214,2,149,7
2733,S,5492,83,197,95
2734,N,447,52,211,10
2735,E,2321,3,490,52
2736,W,8508,19,486,18
2737,E,3802,76,390,23
2738,N,451,13,323,40
2739,S,3732,83,142,67
2740,W,3517,21,180,43
2741,W,3548,39,254,39
2742,E,81,23,270,55
2743,S,9557,46,434,59
2744,W,3973,36,475,30
2745,E,5482,89,256,48
2746,E,7994,98,496,82
2747,C,6823,39,186,61
2748,E,9529,90,499,57
2749,E,5206,86,156,72
2750,C,6680,17,198,26
2751,W,4879,14,130,83
2752,W,6854,26,387,37
2753,W,7031,32,424,69
2754,S,3872,79,231,29
2755,C,8442,84,95,4
2756,S,7765,17,446,99
2757,N,6940,62,424,36
2758,C,2006,37,450,99
2759,W,4554,19,434,52
2760,S,1783,59,490,76
2761,E,9382,34,409,50
2762,E,6717,58,218,29
2763,C,6383,14,452,99
2764,C,4045,73,149,29
2765,S,7802,86,323,13
2766,E,4346,12,160,5
2767,N,1493,14,385,91
2768,C,408,7,127,68
2769,C,6832,16,498,80
2770,C,1998,99,306,96
2771,E,2554,8,151,10
2772,W,1575,63,80,11
2773,E,1415,64,154,18
2774,N,265,18,132,67
2775,C,1507,16,285,81
2776,E,1230,99,238,63
2777,W,9915,10,453,11
2778,N,1821,85,136,32
2779,S,784,10,76,53
2780,C,3039,50,258,71
2781,E,5294,23,374,47
2782,E,7643,75,233,55
2783,W,9795,29,65,48
2784,N,5582,56,237,47
2785,C,3018,58,118,98
2786,E,6271,2,200,84
2787,E,6194,66,277,100
2788,N,6747,53,298,18
2789,C,2760,25,121,30
2790,S,9110,20,192,61
2791,E,5864,78,189,12
2792,N,7411,78,166,48
2793,N,5685,86,472,100
2794,E,7258,19,353,17
2795,N,1927,82,438,60
2796,C,8854,3,62,39
2797,N,5397,32,496,98
2798,S,1566,84,334,53
2799,W,2111,71,139,11
2800,C,3658,3,336,83
2801,N,9147,75,391,19
2802,N,7284,33,355,74
2803,N,5294,45,206,90
2804,N,9435,95,477,54
2805,C,800,89,316,78
2806,C,794,50,173,30
2807,W,708,11,262,12
2808,S,4896,76,375,3
2809,C,6528,79,204,59
2810,W,149,69,430,19
2811,E,78,99,190,11
2812,W,5423,44,357,14
2813,E,4616,75,246,23
2814,W,2656,36,281,8
2815,S,2365,80,233,24
2816,S,8811,18,60,18
2817,C,9831,12,201,21
2818,C,4948,12,111,46
2819,S,6266,78,489,1
2820,W,5815,97,160,16
2821,S,4949,69,127,6
2822,W,1740,74,158,48
2823,C,1388,78,51,8
2824,N,5596,56,242,19
2825,S,4600,90,231,77
2826,E,2336,30,196,100
2827,E,2239,96,247,84
2828,W,1236,37,275,94
2829,E,1937,79,396,79
2830,N,8174,55,226,23
2831,W,1096,17,451,74
2832,S,5261,62,129,17
2833,S,7839,81,373,55
2834,S,3250,88,349,20
2835,N,8467,93,262,29
2836,W,2494,78,70,4
2837,S,4024,73,156,19
2838,E,8228,49,436,69
2839,E,3304,88,86,44
2840,S,1544,13,461,46
2841,S,3014,56,462,19
2842,W,5659,29,477,47
2843,W,7688,53,311,38
2844,C,9465,37,370,18
2845,E,2123,73,220,15
2846,S,6909,99,498,54
2847,W,5235,90,364,57
2848,C,4412,18,117,74
2849,N,6082,1,453,26
2850,E,102,37,287,18
2851,E,850,59,154,30
2852,C,7418,72,405,8
2853,C,1049,92,56,51
2854,S,2303,67,84,18
2855,S,802,93,248,33
2856,C,3481,55,454,66
2857,S,9916,52,54,43
2858,E,7124,77,337,48
2859,W,851,15,183,80
2860,E,9239,28,89,14
2861,E,5652,68,425,66
2862,C,585,37,194,8
2863,E,6307,66,476,43
2864,S,4496,66,230,65
2865,N,196,14,194,58
2866,N,8993,34,96,78
2867,N,1682,52,409,14
2868,W,6377,55,342,61
2869,W,8541,26,495,6
2870,E,8786,27,232,83
2871,C,5360,57,172,32
2872,C,8342,21,254,85
2873,S,7896,43,466,35
2874,W,3408,1,127,66
2875,E,7569,23,336,83
2876,S,6078,95,239,39
2877,W,8918,60,324,73
2878,W,130,82,297,61
2879,W,1899,16,404,94
2880,W,3250,1,124,10
2881,N,4565,19,395,38
2882,W,849,45,111,87
2883,C,6163,47,444,59
2884,W,6187,68,197,100
2885,E,6007,20,120,87
2886,W,7518,80,115,12
2887,C,217,59,235,89
2888,E,820,98,221,64
2889,C,5386,5,264,2
2890,N,5712,72,356,59
2891,C,5220,37,95,77
2892,S,7733,73,468,33
2893,W,8279,53,498,27
2894,N,2272,85,448,67
2895,S,4323,76,392,17
2896,E,2314,3,391,96
2897,W,9653,4,303,15
2898,W,934,83,245,77
2899,S,953,8,351,31
2900,N,58,40,221,90
2901,E,9832,97,368,95
2902,S,3614,82,174,99
2903,W,405,66,121,18
2904,W,9372,39,496,45
2905,S,1446,5,395,100
2906,S,8146,26,98,72
2907,C,2292,86,258,94
2908,E,1701,52,310,64
2909,W,8696,70,170,56
2910,C,5857,4,423,84
2911,W,2645,59,144,55
2912,W,8435,2,252,42
2913,S,9866,87,347,75
2914,S,1739,18,295,60
2915,S,8126,49,479,25
2916,C,403,41,87,91
2917,E,6349,43,342,9
2918,S,5775,51,322,57
2919,N,5052,68,446,6
2920,N,4419,77,228,82
2921,W,272,100,150,3
2922,N,5568,82,82,83
2923,C,8083,36,436,3
2924,W,2445,24,485,25
2925,W,9188,3,450,64
2926,S,4287,23,409,74
2927,W,4723,4,250,85
2928,C,8127,33,418,49
2929,C,5929,83,162,33
2930,E,7030,71,391,96
2931,E,9200,95,385,71
2932,W,8102,28,210,31
2933,S,7548,61,52,66
2934,C,6693,99,174,94
2935,W,8774,5,213,8
2936,E,2865,69,134,94
2937,N,2821,98,278,30
2938,W,9671,41,173,72
2939,N,9160,45,231,5
2940,S,4913,44,386,24
2941,C,3718,9,355,34
2942,S,5416,25,458,93
2943,N,5776,74,190,22
2944,W,4328,20,106,89
2945,N,8659,25,91,34
2946,W,1324,75,98,11
2947,W,5636,46,407,5
2948,W,1763,54,178,50
2949,N,1423,86,266,93
2950,S,1663,23,319,16
2951,C,6426,21,351,80
2952,N,9887,56,454,31
2953,C,7140,96,66,92
2954,E,8844,19,275,30
2955,N,3527,36,334,68
2956,N,1481,85,124,48
2957,C,6000,6,176,33
2958,S,7234,49,82,15
2959,E,4673,81,316,91
2960,S,6103,29,69,88
2961,S,7924,16,399,75
2962,N,9911,17,159,21
2963,C,1366,96,424,65
2964,W,2567,13,88,42
2965,W,7930,15,233,18
2966,C,16,57,492,26
2967,N,169,23,117,100
2968,W,9182,64,500,8
2969,S,7415,98,189,2
2970,C,4475,53,414,93
2971,S,8273,13,88,32
2972,C,1174,7,175,36
2973,W,2616,20,100,31
2974,C,3867,23,444,71
2975,S,6336,67,420,100
2976,W,3892,69,357,2
2977,W,5017,83,73,6
2978,N,1633,100,292,2
2979,W,9185,47,456,84
2980,C,2954,28,91,98
2981,N,1318,80,182,47
2982,W,6478,45,357,24
2983,W,7195,58,483,55
2984,S,2203,95,162,4
2985,E,1612,26,134,94
2986,S,4729,86,453,51
2987,W,3578,1,462,59
2988,W,2852,81,166,15
2989,C,6905,27,480,33
2990,W,9263,50,243,71
2991,C,463,36,255,94
2992,S,5644,74,449,91
2993,C,7906,8,193,9
2994,N,2378,75,91,70
2995,W,4600,62,315,25
2996,N,9558,99,396,58
2997,C,8530,84,195,75
2998,C,5172,21,301,16
2999,N,5500,54,333,80
3000,C,154,56,302,28
3001,E,6683,26,136,77
3002,W,5773,58,102,54
3003,C,7995,72,319,89
3004,C,877,51,379,2
3005,W,5702,25,265,16
3006,S,8632,43,436,6
3007,E,3975,61,314,100
3008,E,6899,31,296,36
3009,S,5278,100,464,35
3010,N,3018,42,141,14
3011,S,611,16,183,46
3012,E,9090,33,210,50
3013,S,142,99,388,95
3014,E,9619,55,119,81
3015,E,9918,23,383,98
3016,N,1090,27,148,55
3017,W,1982,62,117,84
3018,S,4429,13,144,94
3019,S,236,13,136,38
3020,C,504,21,207,57
3021,W,1488,16,190,2
3022,C,5061,64,367,91
3023,N,5241,40,310,23
3024,W,1156,4,142,96
3025,C,2859,31,348,85
3026,W,9336,45,325,50
3027,N,1071,81,451,40
3028,S,2437,38,243,55
3029,S,6719,25,395,67
3030,C,4216,27,245,56
3031,C,7121,100,195,32
3032,C,2188,71,280,35
3033,S,9463,45,374,67
3034,C,7857,81,177,73
3035,W,6913,37,357,13
3036,W,7502,16,440,76
3037,C,8333,59,195,95
3038,C,8459,56,362,75
3039,E,1744,59,483,34
3040,C,431,98,183,92
3041,W,5873,54,89,70
3042,C,1571,50,420,88
3043,S,6028,79,192,42
3044,N,6693,91,73,18
3045,E,7121,10,219,58
3046,N,2130,43,491,88
3047,S,8036,55,372,53
3048,S,4005,98,215,66
3049,E,1385,3,485,98
3050,S,9848,43,462,79
3051,S,8252,48,285,45
3052,C,3542,50,76,25
3053,W,4608,28,243,96
3054,S,2466,26,275,87
3055,W,783,58,278,39
3056,E,7012,23,277,69
3057,E,9081,78,445,48
3058,C,3922,37,484,25
3059,W,450,97,249,60
3060,W,4344,20,493,62
3061,W,9777,57,95,10
3062,E,3407,8,342,36
3063,N,5850,93,225,32
3064,C,6924,47,142,26
3065,S,522,81,487,74
3066,N,5040,75,402,98
3067,C,6538,41,94,71
3068,N,3523,96,89,40
3069,E,1523,66,418,60
3070,C,6281,71,429,48
3071,S,9836,76,378,80
3072,N,3812,89,423,24
3073,C,4682,3,398,31
3074,C,2548,9,84,28
3075,N,5051,63,159,71
3076,C,8197,44,283,39
3077,E,5362,78,58,96
3078,S,8266,62,261,40
3079,W,1477,27,395,25
3080,N,3204,35,228,27
3081,C,5974,82,300,71
3082,C,948,74,242,43
3083,E,1812,49,325,27
3084,N,9370,12,83,34
3085,W,9940,23,402,78
3086,E,3967,98,480,76
3087,N,2535,61,96,12
3088,E,4087,11,150,7
3089,N,964,40,275,69
3090,N,777,79,213,59
3091,W,3889,96,111,72
3092,S,6661,79,263,40
3093,N,1687,3,403,79
3094,N,8625,82,390,33
3095,S,8774,19,401,11
3096,W,2793,84,65,68
3097,S,1414,96,55,45
3098,C,5762,64,332,81
3099,W,2388,4,380,85
3100,W,5564,79,334,60
3101,N,4837,43,219,87
3102,C,377,91,254,3
3103,W,2842,24,450,46
3104,E,6539,89,181,11
3105,C,5414,56,98,50
3106,E,2204,29,311,57
3107,W,3893,10,387,7
3108,W,2261,76,95,13
3109,S,4578,62,365,2
3110,S,1986,98,336,22
3111,C,1999,34,169,40
3112,W,5872,12,219,94
3113,S,8084,2,467,81
3114,C,5435,49,389,24
3115,S,8790,1,319,28
3116,S,7156,66,398,55
3117,W,8231,3,162,62
3118,E,9418,61,168,46
3119,S,5646,88,190,69
3120,W,1054,91,277,42
3121,N,8077,55,187,79
3122,W,5868,100,321,77
3123,W,816,73,427,65
3124,S,3140,5,438,95
3125,E,2543,23,318,36
3126,C,9833,22,74,73
3127,C,807,11,150,39
3128,C,5466,29,254,52
3129,W,4279,35,349,20
3130,W,7938,35,372,43
3131,S,4897,80,413,68
3132,E,2515,65,93,46
3133,E,3563,72,394,64
3134,W,2273,12,143,54
3135,E,6515,62,278,72
3136,C,7872,44,391,73
3137,C,1059,59,128,74
3138,E,9896,100,155,87
3139,N,8871,23,293,35
3140,W,5230,75,296,3
3141,E,4314,84,291,85
3142,W,9235,23,474,75
3143,E,880,63,227,27
3144,E,834,85,106,16
3145,E,3747,99,389,10
3146,E,2833,46,222,52
3147,E,7992,40,251,69
3148,E,3506,80,237,48
3149,E,9536,45,235,65
3150,N,2545,68,260,22
3151,S,4947,57,203,3
3152,W,9714,57,418,89
3153,S,5722,92,71,67
3154,S,6593,5,286,4
3155,S,316,10,438,14
3156,W,7536,74,271,90
3157,C,5141,88,253,91
3158,S,9474,100,444,75
3159,W,5782,26,500,87
3160,E,745,63,282,17
3161,S,1398,28,469,14
3162,S,3105,7,375,40
3163,C,3686,41,443,9
3164,E,180,86,283,87
3165,S,7159,47,139,44
3166,S,3887,94,122,65
3167,C,1698,12,150,22
3168,N,5280,21,300,83
3169,C,5458,80,281,34
3170,E,3518,24,196,10
3171,N,8721,86,146,66
3172,N,3376,71,478,93
3173,W,8799,100,183,49
3174,S,4276,85,186,8
3175,N,8875,27,310,62
3176,W,7911,6,105,70
3177,S,9891,48,297,54
3178,W,6816,24,305,19
3179,N,8456,51,249,74
3180,S,2651,50,181,79
3181,W,1365,52,215,92
3182,S,4098,73,339,93
3183,W,2141,44,332,9
3184,E,6506,70,250,60
3185,N,5441,32,356,32
3186,W,5585,22,107,55
3187,C,9017,91,55,19
3188,C,6030,70,473,39
3189,S,1354,1,461,42
3190,N,4156,49,498,21
3191,N,1448,20,219,48
3192,C,7900,73,282,13
3193,W,7961,90,148,5
3194,E,933,74,179,90
3195,W,6425,33,156,31
3196,W,9131,59,489,8
3197,N,5318,84,439,31
3198,N,9505,54,109,100
3199,N,8738,6,327,12
3200,E,4743,21,449,75
3201,E,4897,62,76,62
3202,C,7365,47,224,60
3203,S,2485,22,309,44
3204,E,3329,75,361,65
3205,E,5715,95,420,76
3206,C,6680,9,117,53
3207,C,7255,57,289,6
3208,S,6656,19,351,24
3209,W,903,57,113,17
3210,C,532,53,168,25
3211,S,9656,30,61,52
3212,N,6190,73,254,79
3213,E,7170,69,206,12
3214,S,795,5,473,72
