index,node_type,zone,corridor,facility_name,gps_lat,gps_lon,criticality_level,resource_type,capacity_units,final_stock_units
169,CLINIC,HIGHWAY_CORRIDOR,HIGHWAY_NORTH,CLINIC_0169,14.74056,76.91657,MEDIUM,WATER,4805.0,3227.14
170,MOBILE_VET_UNIT,CORE_FOREST,LAKE_SECTOR,MOBILE_VET_UNIT_0170,15.48833,77.05415,MEDIUM,MEDICAL_KIT,449.0,443.22
171,WATER_RESERVOIR,RIVER_CORRIDOR,RIVER_WEST,WATER_RESERVOIR_0171,14.85709,76.56756,MEDIUM,VACCINE,2175.0,1826.52
172,WATER_RESERVOIR,HILL_RANGE,RIVER_WEST,WATER_RESERVOIR_0172,15.04601,77.31351,HIGH,WATER,7737.0,7655.72
173,FIELD_DEPOT,BUFFER_VILLAGE,EAST_VALLEY,FIELD_DEPOT_0173,15.44361,76.53698,MEDIUM,WATER,8605.0,4331.32
174,CLINIC,CORE_FOREST,RIVER_WEST,CLINIC_0174,15.48912,77.04303,MEDIUM,VACCINE,2275.0,1337.39
175,CLINIC,HIGHWAY_CORRIDOR,RIVER_WEST,CLINIC_0175,14.83192,76.62448,LOW,WATER,14059.0,8712.83
176,FIELD_DEPOT,RIVER_CORRIDOR,HIGHWAY_NORTH,FIELD_DEPOT_0176,14.9962,76.99752,LOW,VACCINE,4453.0,2328.0
177,WATER_RESERVOIR,RIVER_CORRIDOR,SOUTH_RIDGE,WATER_RESERVOIR_0177,15.32234,77.04547,MEDIUM,VACCINE,2831.0,1454.05
178,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,RIVER_EAST,MOBILE_VET_UNIT_0178,14.92612,77.18976,MEDIUM,VACCINE,3079.0,2006.9
179,MOBILE_VET_UNIT,HILL_RANGE,HIGHWAY_NORTH,MOBILE_VET_UNIT_0179,15.29148,76.55736,MEDIUM,VACCINE,3527.0,2051.5
180,CLINIC,CORE_FOREST,EAST_VALLEY,CLINIC_0180,14.93817,76.62623,MEDIUM,MEDICAL_KIT,291.0,223.24
181,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,HIGHWAY_NORTH,MOBILE_VET_UNIT_0181,14.65344,76.94992,HIGH,MEDICAL_KIT,429.0,373.32
182,CLINIC,HILL_RANGE,RIVER_WEST,CLINIC_0182,14.77869,77.46052,MEDIUM,VACCINE,412.0,412.0
183,FIELD_DEPOT,HILL_RANGE,HIGHWAY_NORTH,FIELD_DEPOT_0183,15.27496,77.20404,HIGH,MEDICAL_KIT,269.0,257.87
184,FIELD_DEPOT,BUFFER_VILLAGE,SOUTH_RIDGE,FIELD_DEPOT_0184,14.95204,77.39868,LOW,WATER,16585.0,16344.27
185,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,SOUTH_RIDGE,MOBILE_VET_UNIT_0185,15.39133,77.35136,MEDIUM,MEDICAL_KIT,778.0,627.99
186,CLINIC,HIGHWAY_CORRIDOR,LAKE_SECTOR,CLINIC_0186,14.70098,76.63888,HIGH,WATER,18188.0,14080.88
187,MOBILE_VET_UNIT,RIVER_CORRIDOR,LAKE_SECTOR,MOBILE_VET_UNIT_0187,14.58622,76.80929,MEDIUM,WATER,17684.0,13337.07
188,FIELD_DEPOT,HILL_RANGE,SOUTH_RIDGE,FIELD_DEPOT_0188,15.14234,76.94997,LOW,WATER,18952.0,11132.7
189,CLINIC,BUFFER_VILLAGE,HIGHWAY_NORTH,CLINIC_0189,14.55541,76.62416,LOW,MEDICAL_KIT,206.0,206.0
190,CLINIC,HIGHWAY_CORRIDOR,WEST_VALLEY,CLINIC_0190,15.0189,76.78405,LOW,VACCINE,846.0,494.35
191,MOBILE_VET_UNIT,BUFFER_VILLAGE,RIVER_EAST,MOBILE_VET_UNIT_0191,15.00257,76.66864,MEDIUM,MEDICAL_KIT,644.0,301.24
192,MOBILE_VET_UNIT,HILL_RANGE,NORTH_RIDGE,MOBILE_VET_UNIT_0192,15.44855,77.27102,HIGH,WATER,10672.0,9834.58
193,FIELD_DEPOT,HILL_RANGE,NORTH_RIDGE,FIELD_DEPOT_0193,15.04558,77.14191,LOW,VACCINE,2674.0,2223.82
194,FIELD_DEPOT,HIGHWAY_CORRIDOR,HIGHWAY_SOUTH,FIELD_DEPOT_0194,14.65808,76.91562,MEDIUM,WATER,17218.0,8375.03
195,CLINIC,HIGHWAY_CORRIDOR,RIVER_WEST,CLINIC_0195,14.84537,76.89872,LOW,MEDICAL_KIT,828.0,559.8
196,WATER_RESERVOIR,HIGHWAY_CORRIDOR,WEST_VALLEY,WATER_RESERVOIR_0196,14.9496,76.64088,HIGH,VACCINE,614.0,598.51
197,FIELD_DEPOT,BUFFER_VILLAGE,EAST_VALLEY,FIELD_DEPOT_0197,15.22113,76.68983,LOW,VACCINE,1505.0,1505.0
198,FIELD_DEPOT,RIVER_CORRIDOR,RIVER_EAST,FIELD_DEPOT_0198,15.44523,77.00544,HIGH,VACCINE,2172.0,2008.12
199,WATER_RESERVOIR,HIGHWAY_CORRIDOR,HIGHWAY_SOUTH,WATER_RESERVOIR_0199,15.15426,76.97059,LOW,MEDICAL_KIT,599.0,413.35
200,WATER_RESERVOIR,RIVER_CORRIDOR,EAST_VALLEY,WATER_RESERVOIR_0200,15.26386,76.86594,MEDIUM,VACCINE,3481.0,1670.87
201,CLINIC,HIGHWAY_CORRIDOR,LAKE_SECTOR,CLINIC_0201,15.00426,77.2644,HIGH,VACCINE,2491.0,2094.77
202,WATER_RESERVOIR,BUFFER_VILLAGE,SOUTH_RIDGE,WATER_RESERVOIR_0202,15.48679,77.05783,MEDIUM,VACCINE,3195.0,2655.26
203,CLINIC,HILL_RANGE,LAKE_SECTOR,CLINIC_0203,14.5453,76.63704,MEDIUM,VACCINE,2928.0,2618.91
204,FIELD_DEPOT,BUFFER_VILLAGE,GRASSLAND_BELT,FIELD_DEPOT_0204,15.43137,76.81853,HIGH,MEDICAL_KIT,452.0,445.31
205,MOBILE_VET_UNIT,HILL_RANGE,RIVER_WEST,MOBILE_VET_UNIT_0205,15.03234,77.20874,LOW,MEDICAL_KIT,356.0,254.17
206,WATER_RESERVOIR,HIGHWAY_CORRIDOR,RIVER_WEST,WATER_RESERVOIR_0206,14.91654,76.80768,HIGH,MEDICAL_KIT,970.0,845.64
207,WATER_RESERVOIR,HILL_RANGE,HIGHWAY_SOUTH,WATER_RESERVOIR_0207,15.2829,77.27616,LOW,VACCINE,4931.0,2467.69
208,WATER_RESERVOIR,HILL_RANGE,HIGHWAY_SOUTH,WATER_RESERVOIR_0208,15.22118,77.27461,MEDIUM,WATER,14458.0,6398.29
209,CLINIC,CORE_FOREST,GRASSLAND_BELT,CLINIC_0209,14.51894,76.81369,HIGH,MEDICAL_KIT,205.0,170.26
210,FIELD_DEPOT,CORE_FOREST,EAST_VALLEY,FIELD_DEPOT_0210,14.82505,77.16223,HIGH,MEDICAL_KIT,588.0,588.0
211,FIELD_DEPOT,HILL_RANGE,RIVER_WEST,FIELD_DEPOT_0211,15.27199,77.22092,MEDIUM,MEDICAL_KIT,708.0,564.32
212,MOBILE_VET_UNIT,HILL_RANGE,HIGHWAY_SOUTH,MOBILE_VET_UNIT_0212,14.77901,76.7985,LOW,WATER,11752.0,9524.89
213,CLINIC,RIVER_CORRIDOR,RIVER_WEST,CLINIC_0213,15.4337,77.29541,MEDIUM,VACCINE,2440.0,1256.14
214,FIELD_DEPOT,RIVER_CORRIDOR,RIVER_WEST,FIELD_DEPOT_0214,14.78763,77.21414,MEDIUM,WATER,13349.0,12576.21
215,MOBILE_VET_UNIT,RIVER_CORRIDOR,WEST_VALLEY,MOBILE_VET_UNIT_0215,14.77113,77.06202,LOW,WATER,10900.0,4638.48
216,CLINIC,BUFFER_VILLAGE,NORTH_RIDGE,CLINIC_0216,14.72567,76.73284,LOW,MEDICAL_KIT,152.0,152.0
217,FIELD_DEPOT,CORE_FOREST,EAST_VALLEY,FIELD_DEPOT_0217,15.47791,76.65794,LOW,WATER,17587.0,11189.8
218,CLINIC,HIGHWAY_CORRIDOR,RIVER_WEST,CLINIC_0218,15.40794,76.58946,MEDIUM,VACCINE,4903.0,2530.49
219,WATER_RESERVOIR,BUFFER_VILLAGE,HIGHWAY_NORTH,WATER_RESERVOIR_0219,14.53634,77.3362,LOW,WATER,18232.0,8991.22
220,MOBILE_VET_UNIT,CORE_FOREST,NORTH_RIDGE,MOBILE_VET_UNIT_0220,14.6073,77.48299,MEDIUM,VACCINE,2531.0,1969.35
221,FIELD_DEPOT,BUFFER_VILLAGE,LAKE_SECTOR,FIELD_DEPOT_0221,15.30881,76.83068,MEDIUM,VACCINE,3959.0,2844.23
222,CLINIC,CORE_FOREST,RIVER_WEST,CLINIC_0222,15.25728,76.67549,MEDIUM,VACCINE,3521.0,2927.51
223,MOBILE_VET_UNIT,CORE_FOREST,HIGHWAY_NORTH,MOBILE_VET_UNIT_0223,15.48169,76.97745,HIGH,MEDICAL_KIT,304.0,221.13
224,FIELD_DEPOT,HIGHWAY_CORRIDOR,RIVER_WEST,FIELD_DEPOT_0224,15.07288,76.76155,MEDIUM,VACCINE,3145.0,2309.46
225,WATER_RESERVOIR,CORE_FOREST,HIGHWAY_SOUTH,WATER_RESERVOIR_0225,15.18607,77.42311,HIGH,VACCINE,2747.0,2413.69
226,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,GRASSLAND_BELT,MOBILE_VET_UNIT_0226,14.63357,76.65319,HIGH,WATER,14242.0,12653.96
227,FIELD_DEPOT,HILL_RANGE,WEST_VALLEY,FIELD_DEPOT_0227,15.09581,77.28737,MEDIUM,WATER,19219.0,12068.59
228,MOBILE_VET_UNIT,CORE_FOREST,GRASSLAND_BELT,MOBILE_VET_UNIT_0228,15.04765,77.00549,HIGH,WATER,19585.0,16361.71
229,FIELD_DEPOT,CORE_FOREST,WEST_VALLEY,FIELD_DEPOT_0229,14.59094,77.01038,MEDIUM,MEDICAL_KIT,878.0,365.75
230,CLINIC,HILL_RANGE,HIGHWAY_NORTH,CLINIC_0230,15.0588,77.17277,MEDIUM,VACCINE,2724.0,2031.92
231,FIELD_DEPOT,HIGHWAY_CORRIDOR,NORTH_RIDGE,FIELD_DEPOT_0231,14.57303,76.9237,HIGH,MEDICAL_KIT,767.0,761.58
232,WATER_RESERVOIR,RIVER_CORRIDOR,NORTH_RIDGE,WATER_RESERVOIR_0232,15.26897,77.26583,MEDIUM,VACCINE,3643.0,2223.97
233,FIELD_DEPOT,RIVER_CORRIDOR,HIGHWAY_NORTH,FIELD_DEPOT_0233,15.46414,77.37455,HIGH,VACCINE,1289.0,910.58
234,CLINIC,HILL_RANGE,HIGHWAY_NORTH,CLINIC_0234,15.47872,77.33482,HIGH,MEDICAL_KIT,824.0,578.99
235,FIELD_DEPOT,HILL_RANGE,HIGHWAY_NORTH,FIELD_DEPOT_0235,14.84616,76.77565,HIGH,WATER,5697.0,5170.49
236,WATER_RESERVOIR,BUFFER_VILLAGE,WEST_VALLEY,WATER_RESERVOIR_0236,14.53358,77.09778,HIGH,WATER,3595.0,2693.24
237,FIELD_DEPOT,BUFFER_VILLAGE,LAKE_SECTOR,FIELD_DEPOT_0237,15.27606,76.64014,LOW,WATER,11478.0,6566.08
238,MOBILE_VET_UNIT,HILL_RANGE,GRASSLAND_BELT,MOBILE_VET_UNIT_0238,14.7369,77.37626,LOW,MEDICAL_KIT,726.0,576.9
239,FIELD_DEPOT,HIGHWAY_CORRIDOR,RIVER_EAST,FIELD_DEPOT_0239,15.09167,77.23521,MEDIUM,WATER,7738.0,6705.2
240,FIELD_DEPOT,HILL_RANGE,HIGHWAY_SOUTH,FIELD_DEPOT_0240,15.44159,77.17134,LOW,WATER,19185.0,11830.12
241,FIELD_DEPOT,RIVER_CORRIDOR,EAST_VALLEY,FIELD_DEPOT_0241,15.25442,76.97352,MEDIUM,VACCINE,2046.0,1475.21
242,CLINIC,RIVER_CORRIDOR,NORTH_RIDGE,CLINIC_0242,14.91651,77.02999,MEDIUM,MEDICAL_KIT,447.0,276.34
243,CLINIC,HIGHWAY_CORRIDOR,SOUTH_RIDGE,CLINIC_0243,14.59246,77.22458,LOW,VACCINE,1760.0,656.98
244,FIELD_DEPOT,HILL_RANGE,GRASSLAND_BELT,FIELD_DEPOT_0244,14.68816,77.2617,LOW,WATER,9111.0,5523.95
245,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,NORTH_RIDGE,MOBILE_VET_UNIT_0245,15.46208,76.61732,LOW,WATER,17693.0,16213.19
246,CLINIC,RIVER_CORRIDOR,WEST_VALLEY,CLINIC_0246,14.78306,76.96625,MEDIUM,MEDICAL_KIT,714.0,434.59
247,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,LAKE_SECTOR,MOBILE_VET_UNIT_0247,15.30282,77.22241,MEDIUM,VACCINE,2823.0,2530.82
248,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,HIGHWAY_NORTH,MOBILE_VET_UNIT_0248,14.72127,76.64592,MEDIUM,WATER,10545.0,6966.56
249,FIELD_DEPOT,HIGHWAY_CORRIDOR,EAST_VALLEY,FIELD_DEPOT_0249,14.87984,77.33336,MEDIUM,WATER,18361.0,14422.44
250,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,HIGHWAY_SOUTH,MOBILE_VET_UNIT_0250,14.9906,76.66823,MEDIUM,MEDICAL_KIT,864.0,566.47
251,CLINIC,HILL_RANGE,HIGHWAY_SOUTH,CLINIC_0251,15.04214,77.14181,LOW,WATER,3924.0,3418.76
252,WATER_RESERVOIR,CORE_FOREST,NORTH_RIDGE,WATER_RESERVOIR_0252,15.1307,76.56797,HIGH,VACCINE,1437.0,1343.52
253,MOBILE_VET_UNIT,CORE_FOREST,GRASSLAND_BELT,MOBILE_VET_UNIT_0253,15.11652,76.9832,MEDIUM,MEDICAL_KIT,549.0,220.31
254,FIELD_DEPOT,CORE_FOREST,NORTH_RIDGE,FIELD_DEPOT_0254,15.03574,76.78669,MEDIUM,MEDICAL_KIT,564.0,447.53
255,FIELD_DEPOT,BUFFER_VILLAGE,SOUTH_RIDGE,FIELD_DEPOT_0255,14.74097,77.11978,MEDIUM,WATER,10271.0,7880.82
256,MOBILE_VET_UNIT,RIVER_CORRIDOR,SOUTH_RIDGE,MOBILE_VET_UNIT_0256,14.959,76.74321,LOW,VACCINE,2050.0,1225.35
257,WATER_RESERVOIR,CORE_FOREST,SOUTH_RIDGE,WATER_RESERVOIR_0257,15.0527,76.55611,MEDIUM,VACCINE,277.0,241.38
258,WATER_RESERVOIR,RIVER_CORRIDOR,HIGHWAY_NORTH,WATER_RESERVOIR_0258,15.06586,77.35796,LOW,MEDICAL_KIT,147.0,120.31
259,WATER_RESERVOIR,BUFFER_VILLAGE,WEST_VALLEY,WATER_RESERVOIR_0259,14.9755,76.54656,LOW,MEDICAL_KIT,126.0,126.0
260,MOBILE_VET_UNIT,HILL_RANGE,GRASSLAND_BELT,MOBILE_VET_UNIT_0260,15.42877,76.81448,HIGH,MEDICAL_KIT,262.0,244.05
261,FIELD_DEPOT,CORE_FOREST,RIVER_EAST,FIELD_DEPOT_0261,15.0667,77.34944,MEDIUM,WATER,19713.0,11958.14
262,CLINIC,CORE_FOREST,LAKE_SECTOR,CLINIC_0262,14.5537,76.93709,LOW,MEDICAL_KIT,908.0,443.51
263,FIELD_DEPOT,HIGHWAY_CORRIDOR,NORTH_RIDGE,FIELD_DEPOT_0263,15.49259,76.9906,MEDIUM,MEDICAL_KIT,414.0,315.2
264,FIELD_DEPOT,RIVER_CORRIDOR,EAST_VALLEY,FIELD_DEPOT_0264,14.88007,77.27217,MEDIUM,MEDICAL_KIT,352.0,331.29
265,WATER_RESERVOIR,CORE_FOREST,RIVER_EAST,WATER_RESERVOIR_0265,15.28389,76.65428,MEDIUM,WATER,14767.0,8144.83
266,WATER_RESERVOIR,CORE_FOREST,NORTH_RIDGE,WATER_RESERVOIR_0266,15.26135,76.60223,MEDIUM,VACCINE,915.0,626.9
267,FIELD_DEPOT,HILL_RANGE,LAKE_SECTOR,FIELD_DEPOT_0267,14.52626,76.85391,MEDIUM,MEDICAL_KIT,145.0,138.8
268,MOBILE_VET_UNIT,RIVER_CORRIDOR,NORTH_RIDGE,MOBILE_VET_UNIT_0268,15.27917,77.22484,MEDIUM,VACCINE,4783.0,4236.25
269,CLINIC,HILL_RANGE,LAKE_SECTOR,CLINIC_0269,14.6695,76.76892,MEDIUM,WATER,10795.0,7742.64
270,WATER_RESERVOIR,BUFFER_VILLAGE,HIGHWAY_NORTH,WATER_RESERVOIR_0270,14.98423,76.57692,MEDIUM,VACCINE,2261.0,2138.74
271,FIELD_DEPOT,HILL_RANGE,GRASSLAND_BELT,FIELD_DEPOT_0271,14.63549,76.50677,MEDIUM,WATER,14966.0,8006.99
272,FIELD_DEPOT,HIGHWAY_CORRIDOR,HIGHWAY_SOUTH,FIELD_DEPOT_0272,15.32354,77.15104,MEDIUM,VACCINE,1315.0,915.53
273,CLINIC,RIVER_CORRIDOR,RIVER_WEST,CLINIC_0273,15.46873,76.79145,LOW,WATER,18089.0,15554.71
274,CLINIC,HIGHWAY_CORRIDOR,HIGHWAY_NORTH,CLINIC_0274,14.89294,76.61389,LOW,VACCINE,4819.0,2475.33
275,CLINIC,HILL_RANGE,NORTH_RIDGE,CLINIC_0275,15.20837,76.93845,MEDIUM,MEDICAL_KIT,348.0,270.25
276,WATER_RESERVOIR,RIVER_CORRIDOR,HIGHWAY_SOUTH,WATER_RESERVOIR_0276,14.74202,77.15866,MEDIUM,WATER,15865.0,12338.76
277,WATER_RESERVOIR,RIVER_CORRIDOR,GRASSLAND_BELT,WATER_RESERVOIR_0277,15.03437,77.4235,MEDIUM,VACCINE,3626.0,2396.85
278,MOBILE_VET_UNIT,HILL_RANGE,GRASSLAND_BELT,MOBILE_VET_UNIT_0278,14.60937,76.74823,LOW,MEDICAL_KIT,730.0,447.26
279,WATER_RESERVOIR,HILL_RANGE,HIGHWAY_NORTH,WATER_RESERVOIR_0279,14.93046,76.51055,LOW,VACCINE,2319.0,1206.88
280,CLINIC,RIVER_CORRIDOR,RIVER_WEST,CLINIC_0280,15.17956,77.19044,MEDIUM,VACCINE,1434.0,877.45
281,WATER_RESERVOIR,RIVER_CORRIDOR,SOUTH_RIDGE,WATER_RESERVOIR_0281,15.46173,76.61607,MEDIUM,VACCINE,1360.0,698.72
282,MOBILE_VET_UNIT,RIVER_CORRIDOR,WEST_VALLEY,MOBILE_VET_UNIT_0282,14.97616,76.93817,MEDIUM,MEDICAL_KIT,763.0,496.08
283,WATER_RESERVOIR,HIGHWAY_CORRIDOR,NORTH_RIDGE,WATER_RESERVOIR_0283,15.34918,77.14797,HIGH,MEDICAL_KIT,743.0,720.54
284,CLINIC,HILL_RANGE,EAST_VALLEY,CLINIC_0284,15.05985,77.45846,HIGH,MEDICAL_KIT,287.0,244.5
285,CLINIC,RIVER_CORRIDOR,HIGHWAY_NORTH,CLINIC_0285,15.3831,76.94958,MEDIUM,WATER,16075.0,10527.03
286,CLINIC,BUFFER_VILLAGE,RIVER_EAST,CLINIC_0286,14.56256,76.60175,LOW,MEDICAL_KIT,942.0,704.24
287,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,WEST_VALLEY,MOBILE_VET_UNIT_0287,15.1707,76.98948,HIGH,VACCINE,2767.0,2365.1
288,WATER_RESERVOIR,HIGHWAY_CORRIDOR,RIVER_WEST,WATER_RESERVOIR_0288,15.31374,77.20599,MEDIUM,VACCINE,2636.0,2636.0
289,WATER_RESERVOIR,BUFFER_VILLAGE,RIVER_WEST,WATER_RESERVOIR_0289,14.61695,76.87331,HIGH,WATER,6632.0,4866.97
290,CLINIC,HILL_RANGE,HIGHWAY_NORTH,CLINIC_0290,15.1355,77.19343,HIGH,VACCINE,1619.0,1447.19
291,CLINIC,BUFFER_VILLAGE,RIVER_WEST,CLINIC_0291,15.36552,77.45184,MEDIUM,VACCINE,4169.0,2084.68
292,FIELD_DEPOT,HILL_RANGE,LAKE_SECTOR,FIELD_DEPOT_0292,15.1847,76.91563,MEDIUM,MEDICAL_KIT,910.0,626.86
293,CLINIC,CORE_FOREST,GRASSLAND_BELT,CLINIC_0293,14.72053,76.5327,LOW,WATER,9367.0,6264.69
294,CLINIC,RIVER_CORRIDOR,GRASSLAND_BELT,CLINIC_0294,14.99531,77.01081,LOW,MEDICAL_KIT,636.0,278.91
295,MOBILE_VET_UNIT,HILL_RANGE,NORTH_RIDGE,MOBILE_VET_UNIT_0295,14.71854,76.92515,MEDIUM,MEDICAL_KIT,803.0,794.33
296,CLINIC,HIGHWAY_CORRIDOR,NORTH_RIDGE,CLINIC_0296,15.3622,76.58698,MEDIUM,VACCINE,1161.0,882.48
297,CLINIC,BUFFER_VILLAGE,GRASSLAND_BELT,CLINIC_0297,15.21075,77.13277,MEDIUM,MEDICAL_KIT,219.0,179.14
298,CLINIC,BUFFER_VILLAGE,NORTH_RIDGE,CLINIC_0298,14.78109,77.03877,MEDIUM,MEDICAL_KIT,381.0,365.51
299,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,GRASSLAND_BELT,MOBILE_VET_UNIT_0299,15.01441,77.40016,LOW,VACCINE,980.0,388.05
300,FIELD_DEPOT,CORE_FOREST,RIVER_EAST,FIELD_DEPOT_0300,15.36608,76.74968,HIGH,MEDICAL_KIT,778.0,556.95
301,FIELD_DEPOT,RIVER_CORRIDOR,EAST_VALLEY,FIELD_DEPOT_0301,15.12781,76.87517,MEDIUM,MEDICAL_KIT,127.0,127.0
302,WATER_RESERVOIR,RIVER_CORRIDOR,LAKE_SECTOR,WATER_RESERVOIR_0302,15.43634,76.86907,MEDIUM,MEDICAL_KIT,549.0,367.68
303,WATER_RESERVOIR,CORE_FOREST,HIGHWAY_SOUTH,WATER_RESERVOIR_0303,14.85822,76.56333,MEDIUM,MEDICAL_KIT,597.0,338.55
304,FIELD_DEPOT,BUFFER_VILLAGE,HIGHWAY_SOUTH,FIELD_DEPOT_0304,14.78359,77.04731,MEDIUM,VACCINE,1269.0,841.46
305,FIELD_DEPOT,HIGHWAY_CORRIDOR,NORTH_RIDGE,FIELD_DEPOT_0305,15.28389,76.95958,HIGH,WATER,6071.0,3486.87
306,FIELD_DEPOT,CORE_FOREST,HIGHWAY_NORTH,FIELD_DEPOT_0306,15.40941,77.38215,LOW,WATER,11891.0,7293.16
307,MOBILE_VET_UNIT,CORE_FOREST,RIVER_WEST,MOBILE_VET_UNIT_0307,15.16451,77.14891,HIGH,VACCINE,624.0,548.4
308,CLINIC,RIVER_CORRIDOR,SOUTH_RIDGE,CLINIC_0308,14.71342,76.57794,HIGH,MEDICAL_KIT,657.0,627.33
309,WATER_RESERVOIR,CORE_FOREST,RIVER_WEST,WATER_RESERVOIR_0309,14.92231,76.63218,LOW,WATER,4320.0,3309.56
310,WATER_RESERVOIR,CORE_FOREST,SOUTH_RIDGE,WATER_RESERVOIR_0310,14.79926,76.88272,MEDIUM,VACCINE,1290.0,1157.81
311,CLINIC,CORE_FOREST,LAKE_SECTOR,CLINIC_0311,15.15002,76.9401,HIGH,MEDICAL_KIT,789.0,689.8
312,FIELD_DEPOT,HILL_RANGE,HIGHWAY_SOUTH,FIELD_DEPOT_0312,14.60047,77.25245,HIGH,WATER,14583.0,11087.74
313,CLINIC,BUFFER_VILLAGE,RIVER_EAST,CLINIC_0313,15.0534,77.10001,HIGH,MEDICAL_KIT,672.0,646.5
314,WATER_RESERVOIR,HIGHWAY_CORRIDOR,WEST_VALLEY,WATER_RESERVOIR_0314,14.68865,76.89175,MEDIUM,MEDICAL_KIT,711.0,310.6
315,CLINIC,RIVER_CORRIDOR,HIGHWAY_NORTH,CLINIC_0315,15.13808,76.57101,HIGH,WATER,2395.0,1997.13
316,CLINIC,RIVER_CORRIDOR,GRASSLAND_BELT,CLINIC_0316,15.18294,77.26273,MEDIUM,VACCINE,797.0,471.24
317,WATER_RESERVOIR,CORE_FOREST,RIVER_EAST,WATER_RESERVOIR_0317,14.56047,77.28929,HIGH,WATER,18600.0,16083.82
318,FIELD_DEPOT,RIVER_CORRIDOR,HIGHWAY_NORTH,FIELD_DEPOT_0318,15.03766,76.65268,MEDIUM,WATER,4739.0,4002.93
319,CLINIC,BUFFER_VILLAGE,LAKE_SECTOR,CLINIC_0319,15.13429,77.33453,MEDIUM,VACCINE,741.0,741.0
320,FIELD_DEPOT,BUFFER_VILLAGE,NORTH_RIDGE,FIELD_DEPOT_0320,14.93448,76.95337,HIGH,WATER,3803.0,3204.03
321,CLINIC,CORE_FOREST,NORTH_RIDGE,CLINIC_0321,14.51135,76.99641,HIGH,MEDICAL_KIT,405.0,400.11
322,MOBILE_VET_UNIT,BUFFER_VILLAGE,RIVER_WEST,MOBILE_VET_UNIT_0322,15.37346,77.23294,MEDIUM,WATER,5868.0,5311.42
323,WATER_RESERVOIR,HIGHWAY_CORRIDOR,HIGHWAY_NORTH,WATER_RESERVOIR_0323,14.76295,77.47505,MEDIUM,VACCINE,831.0,831.0
324,MOBILE_VET_UNIT,CORE_FOREST,HIGHWAY_SOUTH,MOBILE_VET_UNIT_0324,14.65731,77.27333,HIGH,MEDICAL_KIT,965.0,881.39
325,CLINIC,HILL_RANGE,NORTH_RIDGE,CLINIC_0325,14.51229,76.54598,LOW,WATER,13926.0,8011.74
326,CLINIC,BUFFER_VILLAGE,NORTH_RIDGE,CLINIC_0326,15.21402,77.1557,LOW,MEDICAL_KIT,279.0,171.26
327,FIELD_DEPOT,HIGHWAY_CORRIDOR,RIVER_EAST,FIELD_DEPOT_0327,14.6194,77.17333,MEDIUM,WATER,3725.0,3475.08
328,WATER_RESERVOIR,RIVER_CORRIDOR,SOUTH_RIDGE,WATER_RESERVOIR_0328,15.27353,76.8107,LOW,VACCINE,907.0,853.05
329,WATER_RESERVOIR,HIGHWAY_CORRIDOR,WEST_VALLEY,WATER_RESERVOIR_0329,14.80391,77.12272,MEDIUM,VACCINE,4000.0,2372.79
330,FIELD_DEPOT,BUFFER_VILLAGE,LAKE_SECTOR,FIELD_DEPOT_0330,15.4324,76.52391,HIGH,WATER,19745.0,19703.24
331,WATER_RESERVOIR,HIGHWAY_CORRIDOR,NORTH_RIDGE,WATER_RESERVOIR_0331,15.23808,76.80751,MEDIUM,MEDICAL_KIT,260.0,260.0
332,CLINIC,RIVER_CORRIDOR,HIGHWAY_SOUTH,CLINIC_0332,14.64237,76.77983,LOW,WATER,3438.0,2723.44
333,FIELD_DEPOT,HIGHWAY_CORRIDOR,HIGHWAY_SOUTH,FIELD_DEPOT_0333,14.59558,76.63351,HIGH,MEDICAL_KIT,889.0,800.2
334,WATER_RESERVOIR,RIVER_CORRIDOR,EAST_VALLEY,WATER_RESERVOIR_0334,15.35091,77.42604,MEDIUM,WATER,14876.0,12125.1
335,MOBILE_VET_UNIT,HIGHWAY_CORRIDOR,HIGHWAY_SOUTH,MOBILE_VET_UNIT_0335,15.44355,76.63611,HIGH,VACCINE,4989.0,3545.98
336,FIELD_DEPOT,RIVER_CORRIDOR,RIVER_WEST,FIELD_DEPOT_0336,14.85829,77.27034,HIGH,VACCINE,3902.0,2785.61
337,WATER_RESERVOIR,CORE_FOREST,EAST_VALLEY,WATER_RESERVOIR_0337,15.2047,77.1033,MEDIUM,MEDICAL_KIT,270.0,205.32
338,MOBILE_VET_UNIT,BUFFER_VILLAGE,SOUTH_RIDGE,MOBILE_VET_UNIT_0338,14.85574,77.01346,HIGH,MEDICAL_KIT,743.0,689.53
339,CLINIC,CORE_FOREST,HIGHWAY_NORTH,CLINIC_0339,15.05012,76.59473,MEDIUM,VACCINE,1034.0,767.62
340,CLINIC,CORE_FOREST,NORTH_RIDGE,CLINIC_0340,15.48257,76.63072,LOW,WATER,15126.0,8462.87
