versionId,scheme,circle,division,range,financialYear,budgetHead,sanctionedAmountRs,spentAmountRs,lastUpdateRole,lastUpdateDate,utilisationRemark
217,CAMPA,Circle-South,Div-D,Range-6,2021,Equipment,8145000.00,8017874.08,APCCF-Finance,2021-06-01,Normal
218,EcoTourism,Circle-East,Div-C,Range-5,2020,Community,1527000.00,1446536.55,AccountsOfficer,2020-10-28,Normal
219,CAMPA,Circle-West,Div-F,Range-3,2019,Plantation,15436000.00,15685968.58,AccountsOfficer,2020-01-24,OverUtilised
220,CAMPA,Circle-West,Div-D,Range-10,2023,Plantation,24345000.00,24726373.18,AccountsOfficer,2024-01-10,OverUtilised
221,FireManagement,Circle-East,Div-B,Range-1,2019,Community,4730000.00,2193796.87,DFO,2019-10-29,UnderUtilised
222,FireManagement,Circle-North,Div-A,Range-4,2021,Plantation,4425000.00,2445119.17,CF,2021-10-07,UnderUtilised
223,WildlifeProtection,Circle-North,Div-C,Range-9,2025,Community,3321000.00,2432652.29,AccountsOfficer,2025-05-31,Normal
224,EcoTourism,Circle-North,Div-E,Range-3,2022,Protection,3920000.00,1255266.58,AccountsOfficer,2022-07-09,UnderUtilised
225,CAMPA,Circle-West,Div-F,Range-1,2025,Community,12657000.00,9276277.60,AccountsOfficer,2025-05-07,Normal
226,GreenIndiaMission,Circle-South,Div-F,Range-5,2019,Salary,5407000.00,3275499.88,DFO,2019-11-13,Normal
227,EcoTourism,Circle-South,Div-C,Range-3,2019,Protection,1516000.00,1284881.30,APCCF-Finance,2019-07-26,Normal
228,WildlifeProtection,Circle-North,Div-B,Range-2,2019,Salary,4274000.00,3027421.36,DFO,2020-03-21,Normal
229,EcoTourism,Circle-West,Div-C,Range-7,2021,Plantation,6311000.00,3665403.54,RangeOfficer,2022-01-08,UnderUtilised
230,EcoTourism,Circle-East,Div-D,Range-10,2020,Community,2252000.00,1512813.24,DFO,2020-06-27,Normal
231,EcoTourism,Circle-South,Div-A,Range-5,2022,Works,6333000.00,5427360.65,RangeOfficer,2022-06-27,Normal
232,CAMPA,Circle-South,Div-B,Range-7,2019,Community,9717000.00,3147239.85,DFO,2019-12-18,UnderUtilised
233,EcoTourism,Circle-South,Div-C,Range-10,2021,Equipment,3459000.00,2300063.80,CF,2021-04-22,Normal
234,GreenIndiaMission,Circle-East,Div-F,Range-7,2025,Community,4610000.00,3559026.99,CF,2025-11-23,Normal
235,WildlifeProtection,Circle-North,Div-E,Range-10,2023,Salary,5670000.00,5399236.16,CF,2023-10-17,Normal
236,WildlifeProtection,Circle-South,Div-B,Range-2,2022,Works,9874000.00,6344743.94,AccountsOfficer,2022-05-29,Normal
237,WildlifeProtection,Circle-North,Div-C,Range-7,2025,Protection,3961000.00,3301972.08,CF,2025-06-17,Normal
238,CAMPA,Circle-West,Div-B,Range-5,2021,Protection,7785000.00,4611757.79,CF,2021-07-12,UnderUtilised
239,CAMPA,Circle-South,Div-D,Range-8,2018,Equipment,11087000.00,5128748.24,RangeOfficer,2018-09-11,UnderUtilised
240,GreenIndiaMission,Circle-North,Div-F,Range-1,2025,Community,12477000.00,8256194.96,CF,2025-10-22,Normal
241,EcoTourism,Circle-West,Div-A,Range-2,2025,Plantation,4455000.00,1397327.36,APCCF-Finance,2025-09-20,UnderUtilised
242,WildlifeProtection,Circle-West,Div-E,Range-9,2022,Works,8260000.00,4181271.34,AccountsOfficer,2022-10-01,UnderUtilised
243,TeakImprovement,Circle-North,Div-C,Range-8,2025,Plantation,14294000.00,14346147.37,DFO,2025-12-24,OverUtilised
244,WildlifeProtection,Circle-North,Div-B,Range-3,2025,Plantation,10387000.00,9644167.76,APCCF-Finance,2025-12-09,Normal
245,TeakImprovement,Circle-West,Div-A,Range-3,2021,Equipment,8852000.00,7053608.31,RangeOfficer,2021-07-27,Normal
246,GreenIndiaMission,Circle-West,Div-C,Range-10,2024,Community,10540000.00,7140914.78,APCCF-Finance,2025-03-17,Normal
247,FireManagement,Circle-North,Div-E,Range-1,2019,Community,4930000.00,3893810.41,RangeOfficer,2020-01-02,Normal
248,CAMPA,Circle-East,Div-B,Range-2,2023,Protection,11972000.00,9074872.87,RangeOfficer,2023-04-30,Normal
249,WildlifeProtection,Circle-West,Div-F,Range-3,2023,Salary,4022000.00,3833413.07,DFO,2023-09-10,Normal
250,EcoTourism,Circle-East,Div-B,Range-2,2021,Equipment,4213000.00,2927208.16,AccountsOfficer,2022-03-31,Normal
251,CAMPA,Circle-East,Div-F,Range-5,2020,Works,20923000.00,14879855.59,DFO,2021-03-05,Normal
252,GreenIndiaMission,Circle-East,Div-F,Range-5,2019,Works,7649000.00,3008627.51,CF,2020-02-15,UnderUtilised
253,TeakImprovement,Circle-South,Div-B,Range-3,2020,Equipment,4955000.00,4422341.23,RangeOfficer,2020-11-27,Normal
254,CAMPA,Circle-South,Div-D,Range-4,2020,Plantation,29288000.00,10552394.38,APCCF-Finance,2020-11-07,UnderUtilised
255,GreenIndiaMission,Circle-East,Div-C,Range-9,2018,Plantation,14161000.00,8326664.47,DFO,2019-03-30,UnderUtilised
256,EcoTourism,Circle-North,Div-B,Range-5,2018,Protection,3565000.00,2835774.17,AccountsOfficer,2018-07-22,Normal
257,EcoTourism,Circle-North,Div-E,Range-8,2024,Protection,1968000.00,1024558.12,DFO,2024-12-10,UnderUtilised
258,CAMPA,Circle-West,Div-F,Range-2,2023,Salary,8118000.00,8028361.80,RangeOfficer,2023-12-16,Normal
259,GreenIndiaMission,Circle-North,Div-F,Range-7,2024,Community,5633000.00,2370370.89,AccountsOfficer,2025-03-02,UnderUtilised
260,GreenIndiaMission,Circle-East,Div-C,Range-7,2018,Plantation,17929000.00,15681707.67,DFO,2019-01-03,Normal
261,EcoTourism,Circle-East,Div-E,Range-9,2020,Plantation,3519000.00,3322623.71,DFO,2020-05-14,Normal
262,CAMPA,Circle-West,Div-B,Range-6,2024,Works,13910000.00,6377448.95,AccountsOfficer,2024-11-30,UnderUtilised
263,TeakImprovement,Circle-West,Div-D,Range-9,2022,Protection,4318000.00,2156424.20,APCCF-Finance,2023-01-31,UnderUtilised
264,GreenIndiaMission,Circle-South,Div-A,Range-2,2025,Equipment,13776000.00,8656461.54,RangeOfficer,2025-06-09,Normal
265,EcoTourism,Circle-North,Div-D,Range-6,2021,Community,3672000.00,2549711.70,RangeOfficer,2022-01-18,Normal
266,EcoTourism,Circle-North,Div-F,Range-3,2018,Salary,2551000.00,1174338.10,DFO,2018-04-26,UnderUtilised
267,GreenIndiaMission,Circle-North,Div-C,Range-10,2018,Salary,4161000.00,2952390.89,AccountsOfficer,2018-11-29,Normal
268,CAMPA,Circle-West,Div-A,Range-3,2019,Community,8302000.00,3889104.95,CF,2019-05-16,UnderUtilised
269,CAMPA,Circle-East,Div-B,Range-8,2022,Equipment,13297000.00,11845723.91,APCCF-Finance,2023-01-10,Normal
270,CAMPA,Circle-East,Div-F,Range-7,2025,Equipment,8648000.00,2926949.35,CF,2026-03-23,UnderUtilised
271,EcoTourism,Circle-East,Div-F,Range-8,2021,Plantation,6459000.00,3551115.69,APCCF-Finance,2021-08-17,UnderUtilised
272,TeakImprovement,Circle-North,Div-B,Range-3,2018,Equipment,10983000.00,7280794.72,AccountsOfficer,2019-03-11,Normal
273,TeakImprovement,Circle-West,Div-F,Range-1,2019,Protection,7200000.00,5031277.59,DFO,2019-07-13,Normal
274,CAMPA,Circle-East,Div-D,Range-2,2025,Community,14435000.00,5287239.71,RangeOfficer,2025-11-09,UnderUtilised
275,EcoTourism,Circle-West,Div-D,Range-9,2024,Protection,3754000.00,2223926.22,RangeOfficer,2025-01-05,UnderUtilised
276,GreenIndiaMission,Circle-West,Div-B,Range-7,2018,Equipment,9577000.00,6296597.41,DFO,2019-02-17,Normal
277,WildlifeProtection,Circle-East,Div-D,Range-5,2018,Equipment,3506000.00,3592279.15,APCCF-Finance,2019-01-24,OverUtilised
278,TeakImprovement,Circle-East,Div-A,Range-10,2025,Community,5336000.00,3484675.03,CF,2025-04-30,Normal
279,TeakImprovement,Circle-West,Div-B,Range-10,2020,Equipment,5076000.00,4153434.19,AccountsOfficer,2021-01-15,Normal
280,GreenIndiaMission,Circle-North,Div-B,Range-8,2021,Equipment,13129000.00,5869543.37,DFO,2021-06-19,UnderUtilised
281,CAMPA,Circle-North,Div-C,Range-7,2024,Works,9445000.00,8425908.57,CF,2024-08-07,Normal
282,CAMPA,Circle-South,Div-F,Range-9,2018,Salary,7794000.00,2493860.11,APCCF-Finance,2018-07-17,UnderUtilised
283,CAMPA,Circle-West,Div-D,Range-4,2022,Equipment,17122000.00,15204013.41,DFO,2023-01-09,Normal
284,GreenIndiaMission,Circle-West,Div-F,Range-9,2021,Works,12732000.00,10700483.80,RangeOfficer,2021-11-23,Normal
285,EcoTourism,Circle-East,Div-B,Range-7,2020,Plantation,6919000.00,6042429.08,APCCF-Finance,2020-08-07,Normal
286,CAMPA,Circle-North,Div-B,Range-4,2023,Community,14750000.00,7140280.68,APCCF-Finance,2023-06-27,UnderUtilised
287,TeakImprovement,Circle-West,Div-E,Range-7,2023,Works,16577000.00,9974425.99,AccountsOfficer,2024-01-19,Normal
288,FireManagement,Circle-West,Div-E,Range-2,2023,Protection,2683000.00,1470610.10,DFO,2023-09-24,UnderUtilised
289,EcoTourism,Circle-East,Div-C,Range-7,2024,Plantation,4355000.00,3194092.82,DFO,2025-02-12,Normal
290,GreenIndiaMission,Circle-North,Div-A,Range-9,2021,Salary,3858000.00,2016233.55,APCCF-Finance,2021-09-26,UnderUtilised
291,EcoTourism,Circle-East,Div-D,Range-4,2021,Protection,3408000.00,1660860.95,DFO,2021-07-15,UnderUtilised
292,CAMPA,Circle-West,Div-C,Range-8,2023,Salary,5591000.00,3151379.00,RangeOfficer,2023-12-11,UnderUtilised
293,EcoTourism,Circle-North,Div-E,Range-1,2025,Protection,3625000.00,2353001.28,APCCF-Finance,2025-11-11,Normal
294,GreenIndiaMission,Circle-South,Div-D,Range-4,2020,Works,8074000.00,3573810.88,AccountsOfficer,2020-07-07,UnderUtilised
295,FireManagement,Circle-South,Div-C,Range-1,2021,Protection,4596000.00,2075233.11,RangeOfficer,2021-06-03,UnderUtilised
296,FireManagement,Circle-North,Div-A,Range-10,2024,Plantation,5501000.00,3518680.32,CF,2024-06-21,Normal
297,EcoTourism,Circle-West,Div-C,Range-7,2024,Protection,2662000.00,1757846.40,APCCF-Finance,2024-05-26,Normal
298,TeakImprovement,Circle-West,Div-C,Range-7,2022,Works,9430000.00,9840108.00,DFO,2023-03-24,OverUtilised
299,CAMPA,Circle-North,Div-C,Range-6,2020,Equipment,12954000.00,12490518.20,AccountsOfficer,2020-10-28,Normal
300,WildlifeProtection,Circle-South,Div-E,Range-9,2025,Plantation,8441000.00,7192172.82,RangeOfficer,2025-05-09,Normal
301,EcoTourism,Circle-West,Div-A,Range-7,2022,Equipment,4415000.00,3014994.59,RangeOfficer,2023-01-27,Normal
302,EcoTourism,Circle-North,Div-D,Range-7,2020,Salary,1261000.00,582928.06,CF,2021-03-17,UnderUtilised
303,FireManagement,Circle-North,Div-E,Range-10,2024,Works,6599000.00,2441971.32,CF,2024-04-15,UnderUtilised
304,GreenIndiaMission,Circle-East,Div-E,Range-2,2024,Community,5852000.00,2321862.42,DFO,2024-08-27,UnderUtilised
305,TeakImprovement,Circle-West,Div-C,Range-9,2018,Protection,6310000.00,2830261.97,DFO,2018-12-15,UnderUtilised
306,TeakImprovement,Circle-West,Div-C,Range-8,2022,Works,14812000.00,14081609.47,RangeOfficer,2022-11-02,Normal
307,CAMPA,Circle-East,Div-D,Range-3,2020,Equipment,8071000.00,5354195.64,AccountsOfficer,2020-08-27,Normal
308,TeakImprovement,Circle-South,Div-B,Range-1,2019,Plantation,11548000.00,10990130.13,RangeOfficer,2019-07-27,Normal
309,CAMPA,Circle-West,Div-D,Range-8,2020,Community,12041000.00,8577668.58,DFO,2020-05-11,Normal
310,FireManagement,Circle-North,Div-B,Range-8,2023,Salary,2625000.00,2379920.61,CF,2024-02-15,Normal
311,WildlifeProtection,Circle-South,Div-D,Range-7,2018,Equipment,4429000.00,3571287.56,APCCF-Finance,2018-07-22,Normal
312,FireManagement,Circle-West,Div-C,Range-7,2025,Community,2523000.00,2300064.79,DFO,2026-03-10,Normal
313,CAMPA,Circle-North,Div-C,Range-8,2019,Salary,10263000.00,9585748.85,DFO,2020-01-10,Normal
314,EcoTourism,Circle-East,Div-E,Range-7,2023,Works,5822000.00,1755925.49,DFO,2023-06-07,UnderUtilised
315,GreenIndiaMission,Circle-North,Div-D,Range-1,2020,Protection,13356000.00,9141905.06,APCCF-Finance,2021-03-12,Normal
316,TeakImprovement,Circle-East,Div-C,Range-10,2020,Salary,4089000.00,1467271.91,CF,2020-04-21,UnderUtilised
317,TeakImprovement,Circle-North,Div-F,Range-2,2023,Plantation,11546000.00,5723219.75,DFO,2023-04-05,UnderUtilised
318,CAMPA,Circle-North,Div-A,Range-4,2023,Equipment,11374000.00,7522439.18,APCCF-Finance,2024-02-07,Normal
319,FireManagement,Circle-West,Div-C,Range-8,2020,Community,2615000.00,2433028.59,AccountsOfficer,2020-07-29,Normal
320,CAMPA,Circle-South,Div-F,Range-8,2020,Works,12043000.00,6327104.87,DFO,2020-12-13,UnderUtilised
321,EcoTourism,Circle-South,Div-B,Range-8,2018,Works,4932000.00,4208189.55,APCCF-Finance,2019-02-03,Normal
322,WildlifeProtection,Circle-East,Div-C,Range-3,2024,Protection,6764000.00,6038140.64,RangeOfficer,2025-01-09,Normal
323,TeakImprovement,Circle-West,Div-F,Range-2,2023,Works,14952000.00,6903742.20,DFO,2023-05-27,UnderUtilised
324,TeakImprovement,Circle-West,Div-A,Range-5,2022,Plantation,18651000.00,11092317.88,RangeOfficer,2022-08-10,UnderUtilised
325,FireManagement,Circle-North,Div-C,Range-4,2021,Plantation,9080000.00,3498942.69,APCCF-Finance,2021-09-06,UnderUtilised
326,TeakImprovement,Circle-South,Div-C,Range-10,2024,Protection,5162000.00,4046920.93,CF,2025-02-26,Normal
327,TeakImprovement,Circle-East,Div-A,Range-5,2024,Protection,9964000.00,9867759.98,AccountsOfficer,2024-10-15,Normal
328,CAMPA,Circle-East,Div-B,Range-8,2022,Plantation,10394000.00,4327042.85,RangeOfficer,2022-05-16,UnderUtilised
329,FireManagement,Circle-South,Div-C,Range-10,2022,Salary,4105000.00,2941197.39,CF,2023-01-10,Normal
330,CAMPA,Circle-West,Div-B,Range-2,2022,Community,11524000.00,9549162.10,RangeOfficer,2022-07-25,Normal
331,TeakImprovement,Circle-South,Div-F,Range-1,2018,Protection,4921000.00,3753516.88,AccountsOfficer,2019-01-27,Normal
332,TeakImprovement,Circle-North,Div-A,Range-1,2021,Works,7126000.00,4187425.07,DFO,2021-06-05,UnderUtilised
333,WildlifeProtection,Circle-South,Div-F,Range-5,2018,Salary,4223000.00,1606626.26,DFO,2018-06-11,UnderUtilised
334,EcoTourism,Circle-East,Div-C,Range-6,2018,Protection,1886000.00,638051.20,RangeOfficer,2018-05-11,UnderUtilised
335,EcoTourism,Circle-East,Div-C,Range-7,2024,Plantation,5151000.00,2649220.86,APCCF-Finance,2025-02-23,UnderUtilised
336,FireManagement,Circle-North,Div-B,Range-10,2023,Equipment,2330000.00,1358066.61,CF,2024-01-12,UnderUtilised
337,FireManagement,Circle-East,Div-F,Range-8,2024,Works,3685000.00,3117888.70,AccountsOfficer,2024-05-26,Normal
338,GreenIndiaMission,Circle-South,Div-E,Range-6,2019,Equipment,10717000.00,7612398.55,RangeOfficer,2019-04-29,Normal
339,EcoTourism,Circle-South,Div-A,Range-4,2023,Salary,1353000.00,1088080.47,DFO,2024-01-07,Normal
340,WildlifeProtection,Circle-North,Div-E,Range-2,2019,Community,3984000.00,2377420.29,CF,2019-05-31,UnderUtilised
341,EcoTourism,Circle-East,Div-F,Range-4,2023,Community,3552000.00,2844937.17,RangeOfficer,2023-09-17,Normal
342,TeakImprovement,Circle-North,Div-A,Range-3,2023,Plantation,12359000.00,10184494.72,DFO,2023-04-06,Normal
343,TeakImprovement,Circle-South,Div-F,Range-8,2022,Community,6059000.00,5473565.11,APCCF-Finance,2022-12-11,Normal
344,CAMPA,Circle-East,Div-B,Range-6,2024,Works,18114000.00,16725307.26,DFO,2024-08-14,Normal
345,WildlifeProtection,Circle-East,Div-D,Range-8,2025,Protection,6636000.00,2027035.85,APCCF-Finance,2026-01-31,UnderUtilised
346,WildlifeProtection,Circle-East,Div-B,Range-10,2021,Equipment,4660000.00,4496376.66,RangeOfficer,2021-10-07,Normal
347,FireManagement,Circle-East,Div-F,Range-9,2023,Salary,1512000.00,638828.18,DFO,2023-11-08,UnderUtilised
348,WildlifeProtection,Circle-West,Div-A,Range-2,2024,Community,5635000.00,3901293.00,AccountsOfficer,2024-05-02,Normal
349,FireManagement,Circle-South,Div-A,Range-2,2022,Salary,1515000.00,1109624.28,DFO,2022-04-23,Normal
350,GreenIndiaMission,Circle-North,Div-F,Range-7,2023,Equipment,6017000.00,3829511.97,CF,2023-04-07,Normal
351,GreenIndiaMission,Circle-South,Div-A,Range-2,2023,Protection,10571000.00,8180890.16,DFO,2024-02-09,Normal
352,WildlifeProtection,Circle-North,Div-A,Range-9,2018,Salary,5006000.00,2198508.23,APCCF-Finance,2018-10-12,UnderUtilised
353,WildlifeProtection,Circle-North,Div-A,Range-6,2024,Community,3695000.00,2633033.04,DFO,2025-03-23,Normal
354,TeakImprovement,Circle-West,Div-B,Range-4,2025,Works,13310000.00,7564795.05,RangeOfficer,2026-02-06,UnderUtilised
355,GreenIndiaMission,Circle-South,Div-E,Range-2,2021,Salary,7636000.00,3829103.83,DFO,2022-02-18,UnderUtilised
356,GreenIndiaMission,Circle-East,Div-C,Range-4,2020,Equipment,7058000.00,6675211.10,APCCF-Finance,2020-08-26,Normal
357,CAMPA,Circle-West,Div-A,Range-2,2018,Salary,9475000.00,8490823.56,AccountsOfficer,2018-06-10,Normal
358,FireManagement,Circle-North,Div-F,Range-5,2025,Community,2097000.00,1003470.11,CF,2026-02-24,UnderUtilised
359,WildlifeProtection,Circle-South,Div-F,Range-10,2019,Equipment,8634000.00,6222233.97,CF,2019-05-18,Normal
360,WildlifeProtection,Circle-East,Div-E,Range-8,2024,Plantation,11538000.00,9719467.52,AccountsOfficer,2024-08-15,Normal
361,EcoTourism,Circle-East,Div-C,Range-9,2023,Plantation,6045000.00,3706963.84,RangeOfficer,2023-04-21,Normal
362,EcoTourism,Circle-East,Div-B,Range-7,2022,Community,3502000.00,3035212.36,CF,2022-10-29,Normal
363,FireManagement,Circle-West,Div-D,Range-1,2024,Community,3483000.00,2156082.59,APCCF-Finance,2024-04-14,Normal
364,EcoTourism,Circle-East,Div-C,Range-2,2025,Plantation,3503000.00,1808525.77,APCCF-Finance,2025-11-26,UnderUtilised
365,CAMPA,Circle-East,Div-B,Range-3,2021,Plantation,14320000.00,12673038.35,AccountsOfficer,2021-06-08,Normal
366,CAMPA,Circle-South,Div-F,Range-10,2019,Plantation,30227000.00,28549057.15,RangeOfficer,2019-05-15,Normal
367,CAMPA,Circle-West,Div-B,Range-7,2019,Equipment,17196000.00,17564090.66,CF,2019-10-23,OverUtilised
368,EcoTourism,Circle-South,Div-F,Range-9,2025,Equipment,4082000.00,1293661.31,CF,2026-03-09,UnderUtilised
369,WildlifeProtection,Circle-East,Div-D,Range-3,2023,Salary,2557000.00,2136283.82,AccountsOfficer,2023-09-09,Normal
370,WildlifeProtection,Circle-South,Div-D,Range-10,2023,Equipment,8251000.00,8461923.66,RangeOfficer,2023-08-24,OverUtilised
371,TeakImprovement,Circle-South,Div-C,Range-4,2021,Equipment,8607000.00,7652597.58,CF,2021-12-03,Normal
372,GreenIndiaMission,Circle-West,Div-C,Range-8,2024,Salary,10659000.00,6280225.93,APCCF-Finance,2024-12-11,UnderUtilised
373,GreenIndiaMission,Circle-East,Div-F,Range-1,2024,Plantation,19126000.00,14404489.64,CF,2024-08-06,Normal
374,FireManagement,Circle-South,Div-D,Range-8,2024,Equipment,2722000.00,2752117.58,DFO,2024-09-12,OverUtilised
375,EcoTourism,Circle-North,Div-F,Range-5,2024,Plantation,5799000.00,5541744.76,RangeOfficer,2024-06-26,Normal
376,EcoTourism,Circle-North,Div-F,Range-2,2023,Protection,1616000.00,545442.46,DFO,2023-05-11,UnderUtilised
377,GreenIndiaMission,Circle-North,Div-B,Range-3,2018,Salary,10430000.00,3325177.15,CF,2018-05-06,UnderUtilised
378,TeakImprovement,Circle-South,Div-D,Range-7,2019,Protection,10678000.00,10128891.70,AccountsOfficer,2020-01-27,Normal
379,EcoTourism,Circle-South,Div-E,Range-2,2024,Equipment,2046000.00,2085340.98,DFO,2024-07-01,OverUtilised
380,TeakImprovement,Circle-South,Div-C,Range-7,2024,Plantation,17377000.00,9457508.78,APCCF-Finance,2024-06-29,UnderUtilised
381,TeakImprovement,Circle-East,Div-F,Range-2,2021,Protection,7041000.00,4761708.77,CF,2021-04-12,Normal
382,CAMPA,Circle-West,Div-D,Range-9,2020,Plantation,29975000.00,23365014.51,APCCF-Finance,2021-03-01,Normal
383,FireManagement,Circle-West,Div-E,Range-9,2020,Protection,2870000.00,2076867.79,RangeOfficer,2020-08-16,Normal
384,TeakImprovement,Circle-North,Div-A,Range-8,2018,Protection,7006000.00,3020952.38,APCCF-Finance,2018-10-26,UnderUtilised
385,WildlifeProtection,Circle-East,Div-C,Range-8,2025,Salary,4958000.00,3656068.00,AccountsOfficer,2025-11-06,Normal
386,FireManagement,Circle-West,Div-D,Range-7,2023,Community,1757000.00,1409870.05,RangeOfficer,2023-10-03,Normal
387,TeakImprovement,Circle-East,Div-E,Range-5,2025,Community,6855000.00,4318801.03,AccountsOfficer,2025-09-02,Normal
388,WildlifeProtection,Circle-East,Div-E,Range-1,2021,Works,10651000.00,7324802.43,RangeOfficer,2021-11-25,Normal
389,WildlifeProtection,Circle-South,Div-B,Range-5,2018,Salary,6410000.00,6519825.13,APCCF-Finance,2018-04-03,OverUtilised
390,GreenIndiaMission,Circle-North,Div-E,Range-3,2023,Equipment,6577000.00,4200241.76,RangeOfficer,2024-03-16,Normal
391,FireManagement,Circle-West,Div-A,Range-6,2021,Plantation,7101000.00,4837533.27,APCCF-Finance,2022-03-04,Normal
392,EcoTourism,Circle-West,Div-D,Range-4,2023,Equipment,4702000.00,3284018.46,RangeOfficer,2024-02-16,Normal
393,TeakImprovement,Circle-East,Div-B,Range-5,2018,Works,16002000.00,6463197.33,RangeOfficer,2018-07-12,UnderUtilised
394,CAMPA,Circle-North,Div-C,Range-5,2018,Works,25049000.00,11541020.14,DFO,2018-06-02,UnderUtilised
395,WildlifeProtection,Circle-North,Div-D,Range-3,2025,Plantation,12627000.00,10798949.50,DFO,2026-03-19,Normal
396,CAMPA,Circle-West,Div-E,Range-4,2021,Equipment,9993000.00,7664135.18,AccountsOfficer,2021-12-12,Normal
397,CAMPA,Circle-North,Div-C,Range-10,2019,Community,10510000.00,6069948.18,DFO,2020-03-21,UnderUtilised
398,EcoTourism,Circle-East,Div-B,Range-6,2022,Salary,1122000.00,934075.12,APCCF-Finance,2022-05-05,Normal
399,CAMPA,Circle-East,Div-C,Range-8,2020,Community,12559000.00,10149534.39,RangeOfficer,2020-11-28,Normal
400,FireManagement,Circle-East,Div-C,Range-1,2025,Plantation,5475000.00,4586499.66,APCCF-Finance,2025-07-27,Normal
401,FireManagement,Circle-West,Div-A,Range-2,2022,Plantation,9721000.00,6413985.81,APCCF-Finance,2022-08-28,Normal
402,EcoTourism,Circle-East,Div-A,Range-6,2019,Plantation,7104000.00,5941523.70,APCCF-Finance,2019-09-17,Normal
403,FireManagement,Circle-West,Div-C,Range-7,2024,Salary,1905000.00,711707.05,APCCF-Finance,2024-04-03,UnderUtilised
404,CAMPA,Circle-East,Div-C,Range-2,2022,Salary,11776000.00,7808992.53,AccountsOfficer,2022-06-15,Normal
405,FireManagement,Circle-South,Div-E,Range-3,2022,Community,3124000.00,2137166.08,APCCF-Finance,2022-08-20,Normal
406,FireManagement,Circle-West,Div-B,Range-5,2020,Protection,5213000.00,4159032.20,CF,2020-10-27,Normal
407,CAMPA,Circle-North,Div-F,Range-1,2022,Equipment,9734000.00,5158405.41,CF,2022-05-02,UnderUtilised
408,WildlifeProtection,Circle-North,Div-B,Range-1,2024,Plantation,12003000.00,7794739.41,DFO,2024-10-18,Normal
409,TeakImprovement,Circle-North,Div-E,Range-4,2023,Works,9514000.00,8599361.50,DFO,2024-01-05,Normal
410,TeakImprovement,Circle-South,Div-A,Range-5,2022,Equipment,7087000.00,4577706.56,CF,2022-10-09,Normal
411,WildlifeProtection,Circle-South,Div-B,Range-3,2018,Salary,3156000.00,2862365.33,DFO,2019-02-22,Normal
412,TeakImprovement,Circle-West,Div-C,Range-8,2018,Equipment,9841000.00,3819595.20,CF,2019-03-22,UnderUtilised
413,TeakImprovement,Circle-South,Div-D,Range-6,2020,Equipment,9752000.00,3179260.10,DFO,2021-03-14,UnderUtilised
414,FireManagement,Circle-North,Div-E,Range-3,2021,Salary,4183000.00,3305414.74,DFO,2021-10-11,Normal
415,WildlifeProtection,Circle-East,Div-F,Range-4,2025,Equipment,4066000.00,3174720.12,AccountsOfficer,2025-09-05,Normal
416,CAMPA,Circle-East,Div-F,Range-5,2021,Equipment,11870000.00,11756720.12,DFO,2022-02-11,Normal
417,FireManagement,Circle-East,Div-A,Range-4,2019,Protection,5760000.00,1851302.12,CF,2020-03-06,UnderUtilised
418,CAMPA,Circle-North,Div-E,Range-1,2025,Works,8825000.00,6154697.65,AccountsOfficer,2025-05-09,Normal
419,EcoTourism,Circle-West,Div-E,Range-1,2024,Community,2909000.00,1767689.83,CF,2024-09-14,Normal
420,FireManagement,Circle-East,Div-B,Range-10,2024,Salary,2921000.00,1745243.39,RangeOfficer,2025-02-14,UnderUtilised
421,TeakImprovement,Circle-East,Div-E,Range-7,2023,Protection,11314000.00,6238486.81,CF,2023-07-15,UnderUtilised
422,EcoTourism,Circle-North,Div-D,Range-8,2023,Salary,1541000.00,1390942.99,CF,2024-03-22,Normal
423,GreenIndiaMission,Circle-North,Div-F,Range-4,2022,Community,9516000.00,6739100.98,AccountsOfficer,2022-05-13,Normal
424,EcoTourism,Circle-East,Div-A,Range-5,2019,Salary,1295000.00,936818.68,RangeOfficer,2019-09-20,Normal
425,WildlifeProtection,Circle-North,Div-F,Range-9,2025,Plantation,5343000.00,5012562.07,RangeOfficer,2025-10-14,Normal
426,GreenIndiaMission,Circle-North,Div-C,Range-8,2018,Works,18696000.00,6656591.81,AccountsOfficer,2018-11-29,UnderUtilised
427,FireManagement,Circle-West,Div-B,Range-7,2021,Equipment,4604000.00,4325731.17,APCCF-Finance,2021-12-05,Normal
428,GreenIndiaMission,Circle-West,Div-E,Range-4,2021,Equipment,14562000.00,8256520.05,CF,2022-01-31,UnderUtilised
429,TeakImprovement,Circle-North,Div-F,Range-5,2021,Protection,6806000.00,3432395.95,CF,2021-07-27,UnderUtilised
430,TeakImprovement,Circle-North,Div-B,Range-8,2025,Community,9024000.00,5541511.30,CF,2026-03-12,Normal
431,WildlifeProtection,Circle-North,Div-D,Range-3,2022,Works,10729000.00,5229967.30,DFO,2022-06-20,UnderUtilised
432,CAMPA,Circle-East,Div-A,Range-5,2019,Plantation,27535000.00,20416630.96,AccountsOfficer,2019-09-08,Normal
433,CAMPA,Circle-West,Div-C,Range-1,2024,Salary,8605000.00,4818123.44,RangeOfficer,2024-09-21,UnderUtilised
434,WildlifeProtection,Circle-West,Div-A,Range-6,2023,Community,4413000.00,2355762.56,RangeOfficer,2024-03-05,UnderUtilised
435,WildlifeProtection,Circle-East,Div-A,Range-7,2021,Protection,6065000.00,3395828.18,AccountsOfficer,2021-06-27,UnderUtilised
