Sample_ID,Log_Type,Pattern,Start_Index
S400,STRESS,HHLH,19
S400,STRESS,HHLH,33
S400,STRESS,HHLH,51
S400,STRESS,HHLH,58
S402,STRESS,HHLH,5
S402,STRESS,HHLH,17
S402,STRESS,HHLH,27
S402,STRESS,HHLH,32
S402,STRESS,HHLH,41
S402,STRESS,HHLH,54
S402,STRESS,HHLH,70
S404,STRESS,HHLH,4
S404,STRESS,HHLH,29
S404,STRESS,HHLH,56
S404,STRESS,HHLH,60
S406,STRESS,HHLH,10
S406,STRESS,HHLH,13
S406,STRESS,HHLH,24
S406,STRESS,HHLH,32
S406,STRESS,HHLH,46
S406,STRESS,HHLH,51
S406,STRESS,HHLH,59
S406,STRESS,HHLH,65
S408,STRESS,HHLH,4
S408,STRESS,HHLH,21
S410,STRESS,HHLH,2
S410,STRESS,HHLH,11
S410,STRESS,HHLH,19
S410,STRESS,HHLH,48
S410,STRESS,HHLH,53
S412,STRESS,HHLH,6
S412,STRESS,HHLH,51
S412,STRESS,HHLH,62
S412,STRESS,HHLH,66
S414,STRESS,HHLH,11
S414,STRESS,HHLH,20
S414,STRESS,HHLH,27
S414,STRESS,HHLH,31
S414,STRESS,HHLH,67
S414,STRESS,HHLH,70
S416,STRESS,HHLH,26
S418,STRESS,HHLH,17
S418,STRESS,HHLH,20
S418,STRESS,HHLH,29
S418,STRESS,HHLH,40
S418,STRESS,HHLH,46
S418,STRESS,HHLH,55
S418,STRESS,HHLH,58
S420,STRESS,HHLH,19
S420,STRESS,HHLH,28
S422,STRESS,HHLH,20
S422,STRESS,HHLH,49
S422,STRESS,HHLH,60
S424,STRESS,HHLH,57
S424,STRESS,HHLH,63
S424,STRESS,HHLH,76
S426,STRESS,HHLH,16
S426,STRESS,HHLH,22
S426,STRESS,HHLH,26
S426,STRESS,HHLH,30
S426,STRESS,HHLH,72
S426,STRESS,HHLH,75
S428,STRESS,HHLH,29
S428,STRESS,HHLH,38
S428,STRESS,HHLH,45
S430,STRESS,HHLH,1
S430,STRESS,HHLH,4
S430,STRESS,HHLH,8
S430,STRESS,HHLH,50
S432,STRESS,HHLH,15
S432,STRESS,HHLH,34
S432,STRESS,HHLH,38
S432,STRESS,HHLH,45
S432,STRESS,HHLH,49
S434,STRESS,HHLH,6
S434,STRESS,HHLH,41
S434,STRESS,HHLH,56
S436,STRESS,HHLH,0
S436,STRESS,HHLH,3
S436,STRESS,HHLH,37
S436,STRESS,HHLH,75
S438,STRESS,HHLH,5
S438,STRESS,HHLH,19
S438,STRESS,HHLH,48
S438,STRESS,HHLH,55
S440,STRESS,HHLH,26
S440,STRESS,HHLH,58
S440,STRESS,HHLH,61
S442,STRESS,HHLH,32
S444,STRESS,HHLH,1
S444,STRESS,HHLH,28
S444,STRESS,HHLH,41
S444,STRESS,HHLH,58
S444,STRESS,HHLH,76
S446,STRESS,HHLH,1
S446,STRESS,HHLH,19
S446,STRESS,HHLH,29
S446,STRESS,HHLH,33
S446,STRESS,HHLH,37
S446,STRESS,HHLH,64
S448,STRESS,HHLH,4
S448,STRESS,HHLH,8
S448,STRESS,HHLH,20
S448,STRESS,HHLH,23
S448,STRESS,HHLH,26
S448,STRESS,HHLH,61
S448,STRESS,HHLH,67
S448,STRESS,HHLH,70
S448,STRESS,HHLH,75
S450,STRESS,HHLH,3
S450,STRESS,HHLH,11
S450,STRESS,HHLH,30
S450,STRESS,HHLH,52
S450,STRESS,HHLH,58
S450,STRESS,HHLH,66
S452,STRESS,HHLH,11
S452,STRESS,HHLH,48
S452,STRESS,HHLH,51
S452,STRESS,HHLH,67
S454,STRESS,HHLH,22
S454,STRESS,HHLH,25
S454,STRESS,HHLH,49
S454,STRESS,HHLH,52
S456,STRESS,HHLH,4
S456,STRESS,HHLH,9
S456,STRESS,HHLH,12
S456,STRESS,HHLH,20
S456,STRESS,HHLH,52
S456,STRESS,HHLH,65
S456,STRESS,HHLH,74
S458,STRESS,HHLH,32
S458,STRESS,HHLH,43
S458,STRESS,HHLH,46
S458,STRESS,HHLH,57
S458,STRESS,HHLH,67
S460,STRESS,HHLH,35
S460,STRESS,HHLH,38
S460,STRESS,HHLH,49
S460,STRESS,HHLH,58
S460,STRESS,HHLH,61
S462,STRESS,HHLH,16
S462,STRESS,HHLH,19
S462,STRESS,HHLH,22
S462,STRESS,HHLH,32
S464,STRESS,HHLH,9
S464,STRESS,HHLH,17
S464,STRESS,HHLH,21
S464,STRESS,HHLH,29
S464,STRESS,HHLH,32
S464,STRESS,HHLH,66
S464,STRESS,HHLH,72
S466,STRESS,HHLH,4
S466,STRESS,HHLH,25
S466,STRESS,HHLH,49
S466,STRESS,HHLH,53
S466,STRESS,HHLH,65
S466,STRESS,HHLH,68
S468,STRESS,HHLH,3
S468,STRESS,HHLH,29
S468,STRESS,HHLH,58
S470,STRESS,HHLH,4
S470,STRESS,HHLH,8
S470,STRESS,HHLH,60
S470,STRESS,HHLH,71
S472,STRESS,HHLH,15
S472,STRESS,HHLH,21
S472,STRESS,HHLH,62
S472,STRESS,HHLH,71
S474,STRESS,HHLH,54
S474,STRESS,HHLH,72
S476,STRESS,HHLH,3
S476,STRESS,HHLH,42
S476,STRESS,HHLH,53
S476,STRESS,HHLH,58
S476,STRESS,HHLH,61
S478,STRESS,HHLH,10
S478,STRESS,HHLH,29
S478,STRESS,HHLH,32
S478,STRESS,HHLH,36
S478,STRESS,HHLH,39
S478,STRESS,HHLH,42
S478,STRESS,HHLH,50
S478,STRESS,HHLH,64
S480,STRESS,HHLH,9
S480,STRESS,HHLH,12
S480,STRESS,HHLH,25
S480,STRESS,HHLH,30
S480,STRESS,HHLH,34
S480,STRESS,HHLH,42
S480,STRESS,HHLH,52
S480,STRESS,HHLH,76
S482,STRESS,HHLH,5
S482,STRESS,HHLH,15
S482,STRESS,HHLH,26
S482,STRESS,HHLH,32
S482,STRESS,HHLH,47
S482,STRESS,HHLH,50
S482,STRESS,HHLH,60
S484,STRESS,HHLH,26
S484,STRESS,HHLH,44
S484,STRESS,HHLH,47
S484,STRESS,HHLH,76
S486,STRESS,HHLH,1
S486,STRESS,HHLH,4
S486,STRESS,HHLH,9
S486,STRESS,HHLH,13
S486,STRESS,HHLH,44
S486,STRESS,HHLH,48
S486,STRESS,HHLH,59
S486,STRESS,HHLH,76
S488,STRESS,HHLH,15
S488,STRESS,HHLH,32
S488,STRESS,HHLH,42
S488,STRESS,HHLH,56
S488,STRESS,HHLH,71
S490,STRESS,HHLH,20
S490,STRESS,HHLH,28
S490,STRESS,HHLH,44
S490,STRESS,HHLH,64
S492,STRESS,HHLH,5
S492,STRESS,HHLH,22
S492,STRESS,HHLH,25
S492,STRESS,HHLH,38
S492,STRESS,HHLH,60
S492,STRESS,HHLH,64
S492,STRESS,HHLH,67
S494,STRESS,HHLH,0
S494,STRESS,HHLH,25
S494,STRESS,HHLH,43
S494,STRESS,HHLH,50
S494,STRESS,HHLH,57
S494,STRESS,HHLH,72
S496,STRESS,HHLH,13
S498,STRESS,HHLH,0
S498,STRESS,HHLH,10
S498,STRESS,HHLH,39
S498,STRESS,HHLH,52
S498,STRESS,HHLH,60
S498,STRESS,HHLH,74
S500,STRESS,HHLH,10
S500,STRESS,HHLH,15
S500,STRESS,HHLH,20
S500,STRESS,HHLH,30
S500,STRESS,HHLH,44
S500,STRESS,HHLH,54
S500,STRESS,HHLH,67
S502,STRESS,HHLH,29
S502,STRESS,HHLH,33
S502,STRESS,HHLH,66
S504,STRESS,HHLH,16
S504,STRESS,HHLH,19
S504,STRESS,HHLH,52
S504,STRESS,HHLH,55
S504,STRESS,HHLH,71
S506,STRESS,HHLH,9
S506,STRESS,HHLH,13
S506,STRESS,HHLH,24
S506,STRESS,HHLH,29
S506,STRESS,HHLH,36
S506,STRESS,HHLH,59
S506,STRESS,HHLH,65
S506,STRESS,HHLH,71
S508,STRESS,HHLH,8
S508,STRESS,HHLH,12
S508,STRESS,HHLH,19
S508,STRESS,HHLH,54
S510,STRESS,HHLH,2
S510,STRESS,HHLH,15
S510,STRESS,HHLH,18
S510,STRESS,HHLH,21
S510,STRESS,HHLH,49
S512,STRESS,HHLH,7
S512,STRESS,HHLH,20
S512,STRESS,HHLH,40
S512,STRESS,HHLH,48
S514,STRESS,HHLH,9
S514,STRESS,HHLH,16
S514,STRESS,HHLH,22
S514,STRESS,HHLH,30
S514,STRESS,HHLH,36
S514,STRESS,HHLH,70
S516,STRESS,HHLH,6
S516,STRESS,HHLH,15
S516,STRESS,HHLH,27
S516,STRESS,HHLH,54
S516,STRESS,HHLH,58
S518,STRESS,HHLH,1
S518,STRESS,HHLH,13
S518,STRESS,HHLH,70
S520,STRESS,HHLH,14
S520,STRESS,HHLH,52
S520,STRESS,HHLH,58
S520,STRESS,HHLH,66
S522,STRESS,HHLH,29
S522,STRESS,HHLH,66
S522,STRESS,HHLH,71
S524,STRESS,HHLH,1
S524,STRESS,HHLH,32
S524,STRESS,HHLH,45
S526,STRESS,HHLH,12
S526,STRESS,HHLH,23
S526,STRESS,HHLH,33
S526,STRESS,HHLH,38
S526,STRESS,HHLH,75
S528,STRESS,HHLH,35
S528,STRESS,HHLH,53
S528,STRESS,HHLH,56
S528,STRESS,HHLH,69
S530,STRESS,HHLH,8
S530,STRESS,HHLH,33
S530,STRESS,HHLH,42
S530,STRESS,HHLH,46
S530,STRESS,HHLH,65
S530,STRESS,HHLH,73
S532,STRESS,HHLH,5
S532,STRESS,HHLH,8
S532,STRESS,HHLH,16
S532,STRESS,HHLH,26
S532,STRESS,HHLH,29
S532,STRESS,HHLH,52
S532,STRESS,HHLH,69
S532,STRESS,HHLH,75
S534,STRESS,HHLH,9
S534,STRESS,HHLH,42
S534,STRESS,HHLH,45
S534,STRESS,HHLH,48
S534,STRESS,HHLH,59
S534,STRESS,HHLH,65
S536,STRESS,HHLH,2
S536,STRESS,HHLH,5
S536,STRESS,HHLH,14
S536,STRESS,HHLH,63
S536,STRESS,HHLH,75
S538,STRESS,HHLH,12
S538,STRESS,HHLH,23
S538,STRESS,HHLH,41
S538,STRESS,HHLH,54
S538,STRESS,HHLH,66
S538,STRESS,HHLH,70
S540,STRESS,HHLH,13
S540,STRESS,HHLH,16
S540,STRESS,HHLH,45
S540,STRESS,HHLH,54
S542,STRESS,HHLH,4
S542,STRESS,HHLH,18
S542,STRESS,HHLH,31
S542,STRESS,HHLH,35
S542,STRESS,HHLH,55
S542,STRESS,HHLH,73
S544,STRESS,HHLH,26
S544,STRESS,HHLH,30
S544,STRESS,HHLH,33
S544,STRESS,HHLH,48
S544,STRESS,HHLH,53
S544,STRESS,HHLH,68
S544,STRESS,HHLH,72
S544,STRESS,HHLH,75
S546,STRESS,HHLH,4
S546,STRESS,HHLH,18
S546,STRESS,HHLH,46
S546,STRESS,HHLH,52
S546,STRESS,HHLH,73
S548,STRESS,HHLH,9
S548,STRESS,HHLH,12
S548,STRESS,HHLH,18
S548,STRESS,HHLH,31
S548,STRESS,HHLH,34
S548,STRESS,HHLH,37
S548,STRESS,HHLH,44
S548,STRESS,HHLH,61
S548,STRESS,HHLH,64
S550,STRESS,HHLH,5
S550,STRESS,HHLH,17
S550,STRESS,HHLH,22
S550,STRESS,HHLH,36
S550,STRESS,HHLH,56
S550,STRESS,HHLH,65
S552,STRESS,HHLH,25
S552,STRESS,HHLH,42
S552,STRESS,HHLH,55
S554,STRESS,HHLH,31
S554,STRESS,HHLH,40
S554,STRESS,HHLH,56
S554,STRESS,HHLH,60
S556,STRESS,HHLH,8
S556,STRESS,HHLH,13
S556,STRESS,HHLH,21
S556,STRESS,HHLH,31
S556,STRESS,HHLH,58
S558,STRESS,HHLH,14
S558,STRESS,HHLH,51
S558,STRESS,HHLH,57
S560,STRESS,HHLH,6
S560,STRESS,HHLH,22
S560,STRESS,HHLH,26
S560,STRESS,HHLH,29
S560,STRESS,HHLH,41
S560,STRESS,HHLH,52
S560,STRESS,HHLH,57
S560,STRESS,HHLH,71
S562,STRESS,HHLH,1
S562,STRESS,HHLH,34
S562,STRESS,HHLH,43
S562,STRESS,HHLH,50
S562,STRESS,HHLH,65
S564,STRESS,HHLH,1
S564,STRESS,HHLH,22
S564,STRESS,HHLH,31
S564,STRESS,HHLH,36
S564,STRESS,HHLH,54
S564,STRESS,HHLH,57
S564,STRESS,HHLH,68
S566,STRESS,HHLH,38
S566,STRESS,HHLH,53
S566,STRESS,HHLH,65
S566,STRESS,HHLH,69
S568,STRESS,HHLH,8
S568,STRESS,HHLH,17
S568,STRESS,HHLH,25
S568,STRESS,HHLH,31
S568,STRESS,HHLH,42
S568,STRESS,HHLH,66
S568,STRESS,HHLH,69
S570,STRESS,HHLH,4
S570,STRESS,HHLH,12
S570,STRESS,HHLH,53
S570,STRESS,HHLH,75
S572,STRESS,HHLH,8
S572,STRESS,HHLH,11
S572,STRESS,HHLH,14
S572,STRESS,HHLH,41
S572,STRESS,HHLH,44
S574,STRESS,HHLH,8
S574,STRESS,HHLH,18
S574,STRESS,HHLH,38
S574,STRESS,HHLH,54
S574,STRESS,HHLH,68
S576,STRESS,HHLH,31
S576,STRESS,HHLH,41
S576,STRESS,HHLH,53
S576,STRESS,HHLH,57
S576,STRESS,HHLH,60
S578,STRESS,HHLH,0
S578,STRESS,HHLH,29
S578,STRESS,HHLH,39
S578,STRESS,HHLH,51
S580,STRESS,HHLH,2
S580,STRESS,HHLH,7
S580,STRESS,HHLH,11
S580,STRESS,HHLH,74
S582,STRESS,HHLH,10
S582,STRESS,HHLH,57
S584,STRESS,HHLH,22
S584,STRESS,HHLH,33
S584,STRESS,HHLH,41
S584,STRESS,HHLH,49
S584,STRESS,HHLH,61
S584,STRESS,HHLH,72
S586,STRESS,HHLH,27
S586,STRESS,HHLH,39
S586,STRESS,HHLH,42
S586,STRESS,HHLH,69
S586,STRESS,HHLH,73
S588,STRESS,HHLH,23
S588,STRESS,HHLH,26
S588,STRESS,HHLH,71
S590,STRESS,HHLH,19
S590,STRESS,HHLH,37
S590,STRESS,HHLH,51
S590,STRESS,HHLH,66
S592,STRESS,HHLH,12
S592,STRESS,HHLH,16
S594,STRESS,HHLH,14
S594,STRESS,HHLH,20
S594,STRESS,HHLH,25
S594,STRESS,HHLH,28
S594,STRESS,HHLH,31
S594,STRESS,HHLH,46
S594,STRESS,HHLH,49
S594,STRESS,HHLH,71
S596,STRESS,HHLH,13
S596,STRESS,HHLH,21
S596,STRESS,HHLH,42
S596,STRESS,HHLH,53
S596,STRESS,HHLH,59
S596,STRESS,HHLH,67
S598,STRESS,HHLH,25
S598,STRESS,HHLH,34
S600,STRESS,HHLH,21
S600,STRESS,HHLH,29
S600,STRESS,HHLH,47
S600,STRESS,HHLH,50
S600,STRESS,HHLH,75
S602,STRESS,HHLH,18
S602,STRESS,HHLH,22
S602,STRESS,HHLH,28
S602,STRESS,HHLH,33
S602,STRESS,HHLH,44
S604,STRESS,HHLH,19
S604,STRESS,HHLH,52
S604,STRESS,HHLH,61
S606,STRESS,HHLH,5
S606,STRESS,HHLH,23
S606,STRESS,HHLH,37
S606,STRESS,HHLH,49
S606,STRESS,HHLH,64
S608,STRESS,HHLH,10
S608,STRESS,HHLH,49
S608,STRESS,HHLH,52
S608,STRESS,HHLH,67
S608,STRESS,HHLH,70
S608,STRESS,HHLH,73
S610,STRESS,HHLH,12
S610,STRESS,HHLH,15
S610,STRESS,HHLH,20
S610,STRESS,HHLH,34
S610,STRESS,HHLH,44
S612,STRESS,HHLH,4
S612,STRESS,HHLH,30
S612,STRESS,HHLH,64
S614,STRESS,HHLH,5
S614,STRESS,HHLH,15
S614,STRESS,HHLH,38
S614,STRESS,HHLH,42
S614,STRESS,HHLH,65
S614,STRESS,HHLH,68
S616,STRESS,HHLH,6
S616,STRESS,HHLH,11
S616,STRESS,HHLH,31
S616,STRESS,HHLH,46
S616,STRESS,HHLH,54
S616,STRESS,HHLH,60
S616,STRESS,HHLH,70
S616,STRESS,HHLH,73
S618,STRESS,HHLH,1
S618,STRESS,HHLH,6
S618,STRESS,HHLH,50
S618,STRESS,HHLH,58
S618,STRESS,HHLH,72
S620,STRESS,HHLH,6
S620,STRESS,HHLH,21
S620,STRESS,HHLH,28
S620,STRESS,HHLH,33
S620,STRESS,HHLH,59
S622,STRESS,HHLH,34
S622,STRESS,HHLH,41
S622,STRESS,HHLH,54
S622,STRESS,HHLH,57
S622,STRESS,HHLH,70
S624,STRESS,HHLH,43
S624,STRESS,HHLH,72
S626,STRESS,HHLH,27
S626,STRESS,HHLH,43
S626,STRESS,HHLH,71
S628,STRESS,HHLH,1
S628,STRESS,HHLH,23
S628,STRESS,HHLH,33
S630,STRESS,HHLH,38
S630,STRESS,HHLH,64
S630,STRESS,HHLH,73
S632,STRESS,HHLH,19
S632,STRESS,HHLH,37
S632,STRESS,HHLH,62
S632,STRESS,HHLH,73
S634,STRESS,HHLH,47
S634,STRESS,HHLH,65
S634,STRESS,HHLH,68
S636,STRESS,HHLH,5
S636,STRESS,HHLH,14
S636,STRESS,HHLH,51
S636,STRESS,HHLH,60
S636,STRESS,HHLH,63
S638,STRESS,HHLH,8
S638,STRESS,HHLH,28
S638,STRESS,HHLH,38
S638,STRESS,HHLH,68
S638,STRESS,HHLH,71
S640,STRESS,HHLH,2
S640,STRESS,HHLH,45
S640,STRESS,HHLH,56
S640,STRESS,HHLH,70
S642,STRESS,HHLH,3
S642,STRESS,HHLH,11
S642,STRESS,HHLH,18
S642,STRESS,HHLH,26
S642,STRESS,HHLH,64
S642,STRESS,HHLH,70
S643,GENE,ACGTACG,42
S644,STRESS,HHLH,16
S644,STRESS,HHLH,59
S646,STRESS,HHLH,27
S648,STRESS,HHLH,69
S650,STRESS,HHLH,7
S650,STRESS,HHLH,13
S650,STRESS,HHLH,18
S650,STRESS,HHLH,21
S650,STRESS,HHLH,54
S650,STRESS,HHLH,59
S650,STRESS,HHLH,69
S650,STRESS,HHLH,72
S652,STRESS,HHLH,15
S652,STRESS,HHLH,19
S652,STRESS,HHLH,22
S652,STRESS,HHLH,35
S652,STRESS,HHLH,60
S654,STRESS,HHLH,7
S654,STRESS,HHLH,14
S654,STRESS,HHLH,66
S654,STRESS,HHLH,74
S656,STRESS,HHLH,44
S656,STRESS,HHLH,51
S658,STRESS,HHLH,10
S658,STRESS,HHLH,18
S658,STRESS,HHLH,47
S660,STRESS,HHLH,8
S660,STRESS,HHLH,48
S660,STRESS,HHLH,67
S660,STRESS,HHLH,76
S662,STRESS,HHLH,3
S662,STRESS,HHLH,7
S662,STRESS,HHLH,29
S662,STRESS,HHLH,34
S662,STRESS,HHLH,37
S662,STRESS,HHLH,61
S664,STRESS,HHLH,13
S664,STRESS,HHLH,48
S664,STRESS,HHLH,56
S666,STRESS,HHLH,30
S666,STRESS,HHLH,43
S666,STRESS,HHLH,49
S666,STRESS,HHLH,60
S668,STRESS,HHLH,25
S668,STRESS,HHLH,30
S668,STRESS,HHLH,47
S668,STRESS,HHLH,61
S668,STRESS,HHLH,65
S668,STRESS,HHLH,68
S670,STRESS,HHLH,5
S670,STRESS,HHLH,17
S670,STRESS,HHLH,24
S670,STRESS,HHLH,48
S670,STRESS,HHLH,72
S670,STRESS,HHLH,75
S672,STRESS,HHLH,17
S672,STRESS,HHLH,50
S674,STRESS,HHLH,7
S674,STRESS,HHLH,11
S674,STRESS,HHLH,35
S674,STRESS,HHLH,47
S674,STRESS,HHLH,58
S674,STRESS,HHLH,66
S674,STRESS,HHLH,71
S676,STRESS,HHLH,1
S676,STRESS,HHLH,24
S676,STRESS,HHLH,34
S676,STRESS,HHLH,55
S676,STRESS,HHLH,58
S676,STRESS,HHLH,69
S676,STRESS,HHLH,75
S678,STRESS,HHLH,0
S678,STRESS,HHLH,15
S678,STRESS,HHLH,44
S680,STRESS,HHLH,20
S680,STRESS,HHLH,40
S680,STRESS,HHLH,43
S680,STRESS,HHLH,49
S680,STRESS,HHLH,74
S682,STRESS,HHLH,15
S682,STRESS,HHLH,21
S682,STRESS,HHLH,36
S684,STRESS,HHLH,21
S684,STRESS,HHLH,30
S684,STRESS,HHLH,49
S684,STRESS,HHLH,68
S686,STRESS,HHLH,17
S686,STRESS,HHLH,21
S686,STRESS,HHLH,29
S686,STRESS,HHLH,48
S688,STRESS,HHLH,4
S688,STRESS,HHLH,17
S688,STRESS,HHLH,20
S688,STRESS,HHLH,37
S688,STRESS,HHLH,53
S688,STRESS,HHLH,60
S688,STRESS,HHLH,63
S688,STRESS,HHLH,67
S688,STRESS,HHLH,72
S688,STRESS,HHLH,76
S690,STRESS,HHLH,6
S690,STRESS,HHLH,11
S690,STRESS,HHLH,16
S690,STRESS,HHLH,41
S690,STRESS,HHLH,46
S690,STRESS,HHLH,69
S690,STRESS,HHLH,72
S692,STRESS,HHLH,10
S692,STRESS,HHLH,69
S694,STRESS,HHLH,0
S694,STRESS,HHLH,16
S694,STRESS,HHLH,25
S694,STRESS,HHLH,31
S694,STRESS,HHLH,35
S694,STRESS,HHLH,49
S694,STRESS,HHLH,52
S694,STRESS,HHLH,55
S694,STRESS,HHLH,60
S694,STRESS,HHLH,63
S694,STRESS,HHLH,69
S696,STRESS,HHLH,43
S696,STRESS,HHLH,51
S696,STRESS,HHLH,54
S696,STRESS,HHLH,62
S696,STRESS,HHLH,66
S696,STRESS,HHLH,74
S698,STRESS,HHLH,14
S698,STRESS,HHLH,36
S698,STRESS,HHLH,39
S698,STRESS,HHLH,50
S698,STRESS,HHLH,59
S698,STRESS,HHLH,64
S698,STRESS,HHLH,67
S698,STRESS,HHLH,74
S700,STRESS,HHLH,3
S700,STRESS,HHLH,10
S700,STRESS,HHLH,25
S700,STRESS,HHLH,37
S700,STRESS,HHLH,49
S700,STRESS,HHLH,55
S700,STRESS,HHLH,58
S700,STRESS,HHLH,73
S700,STRESS,HHLH,76
S702,STRESS,HHLH,8
S702,STRESS,HHLH,24
S702,STRESS,HHLH,39
S702,STRESS,HHLH,43
S702,STRESS,HHLH,51
S704,STRESS,HHLH,4
S704,STRESS,HHLH,13
S704,STRESS,HHLH,43
S704,STRESS,HHLH,46
S704,STRESS,HHLH,65
S704,STRESS,HHLH,70
S706,STRESS,HHLH,11
S706,STRESS,HHLH,31
S706,STRESS,HHLH,36
S706,STRESS,HHLH,43
S706,STRESS,HHLH,60
S706,STRESS,HHLH,66
S708,STRESS,HHLH,21
S708,STRESS,HHLH,36
S708,STRESS,HHLH,41
S708,STRESS,HHLH,69
S708,STRESS,HHLH,73
S710,STRESS,HHLH,4
S710,STRESS,HHLH,26
S710,STRESS,HHLH,34
S710,STRESS,HHLH,46
S710,STRESS,HHLH,69
S712,STRESS,HHLH,5
S712,STRESS,HHLH,52
S712,STRESS,HHLH,75
S714,STRESS,HHLH,28
S714,STRESS,HHLH,54
S714,STRESS,HHLH,67
S714,STRESS,HHLH,70
S714,STRESS,HHLH,73
S716,STRESS,HHLH,17
S716,STRESS,HHLH,23
S716,STRESS,HHLH,26
S716,STRESS,HHLH,33
S716,STRESS,HHLH,59
S716,STRESS,HHLH,72
S718,STRESS,HHLH,50
S718,STRESS,HHLH,56
S718,STRESS,HHLH,69
S718,STRESS,HHLH,72
S720,STRESS,HHLH,34
S720,STRESS,HHLH,37
S720,STRESS,HHLH,49
S720,STRESS,HHLH,53
S720,STRESS,HHLH,56
S720,STRESS,HHLH,59
S720,STRESS,HHLH,71
S722,STRESS,HHLH,13
S722,STRESS,HHLH,26
S722,STRESS,HHLH,38
S722,STRESS,HHLH,75
S724,STRESS,HHLH,22
S724,STRESS,HHLH,49
S726,STRESS,HHLH,13
S726,STRESS,HHLH,22
S726,STRESS,HHLH,45
S726,STRESS,HHLH,70
S728,STRESS,HHLH,19
S728,STRESS,HHLH,25
S728,STRESS,HHLH,28
S728,STRESS,HHLH,50
S728,STRESS,HHLH,67
S730,STRESS,HHLH,19
S730,STRESS,HHLH,55
S730,STRESS,HHLH,64
S730,STRESS,HHLH,68
S732,STRESS,HHLH,12
S732,STRESS,HHLH,29
S732,STRESS,HHLH,38
S732,STRESS,HHLH,47
S732,STRESS,HHLH,50
S732,STRESS,HHLH,57
S732,STRESS,HHLH,65
S734,STRESS,HHLH,36
S734,STRESS,HHLH,39
S734,STRESS,HHLH,48
S734,STRESS,HHLH,51
S734,STRESS,HHLH,74
S736,STRESS,HHLH,17
S736,STRESS,HHLH,21
S736,STRESS,HHLH,44
S736,STRESS,HHLH,67
S738,STRESS,HHLH,12
S738,STRESS,HHLH,25
S738,STRESS,HHLH,32
S740,STRESS,HHLH,3
S740,STRESS,HHLH,10
S740,STRESS,HHLH,44
S740,STRESS,HHLH,47
S740,STRESS,HHLH,60
S740,STRESS,HHLH,68
S740,STRESS,HHLH,75
S742,STRESS,HHLH,18
S742,STRESS,HHLH,26
S742,STRESS,HHLH,40
S742,STRESS,HHLH,51
S742,STRESS,HHLH,68
S744,STRESS,HHLH,0
S744,STRESS,HHLH,8
S744,STRESS,HHLH,16
S744,STRESS,HHLH,43
S744,STRESS,HHLH,73
S746,STRESS,HHLH,5
S746,STRESS,HHLH,25
S746,STRESS,HHLH,39
S746,STRESS,HHLH,57
S746,STRESS,HHLH,61
S748,STRESS,HHLH,25
S748,STRESS,HHLH,50
S748,STRESS,HHLH,56
S748,STRESS,HHLH,59
S748,STRESS,HHLH,68
S748,STRESS,HHLH,72
S750,STRESS,HHLH,7
S750,STRESS,HHLH,14
S750,STRESS,HHLH,17
S750,STRESS,HHLH,71
S752,STRESS,HHLH,5
S752,STRESS,HHLH,14
S752,STRESS,HHLH,36
S752,STRESS,HHLH,41
S752,STRESS,HHLH,57
S752,STRESS,HHLH,60
S752,STRESS,HHLH,69
S752,STRESS,HHLH,73
S754,STRESS,HHLH,10
S754,STRESS,HHLH,25
S754,STRESS,HHLH,31
S754,STRESS,HHLH,36
S754,STRESS,HHLH,59
S754,STRESS,HHLH,62
S754,STRESS,HHLH,73
S756,STRESS,HHLH,14
S756,STRESS,HHLH,46
S756,STRESS,HHLH,71
S758,STRESS,HHLH,5
S758,STRESS,HHLH,14
S758,STRESS,HHLH,22
S758,STRESS,HHLH,39
S758,STRESS,HHLH,70
S760,STRESS,HHLH,7
S760,STRESS,HHLH,21
S760,STRESS,HHLH,34
S760,STRESS,HHLH,50
S760,STRESS,HHLH,57
S760,STRESS,HHLH,68
S762,STRESS,HHLH,33
S762,STRESS,HHLH,36
S762,STRESS,HHLH,51
S762,STRESS,HHLH,59
S762,STRESS,HHLH,62
S762,STRESS,HHLH,67
S764,STRESS,HHLH,42
S764,STRESS,HHLH,46
S764,STRESS,HHLH,66
S766,STRESS,HHLH,2
S766,STRESS,HHLH,25
S766,STRESS,HHLH,44
S766,STRESS,HHLH,48
S766,STRESS,HHLH,68
S766,STRESS,HHLH,72
S768,STRESS,HHLH,4
S768,STRESS,HHLH,29
S768,STRESS,HHLH,43
S768,STRESS,HHLH,57
S768,STRESS,HHLH,62
S768,STRESS,HHLH,71
S770,STRESS,HHLH,7
S770,STRESS,HHLH,12
S770,STRESS,HHLH,15
S770,STRESS,HHLH,23
S770,STRESS,HHLH,28
S770,STRESS,HHLH,35
S770,STRESS,HHLH,39
S770,STRESS,HHLH,44
S770,STRESS,HHLH,55
S770,STRESS,HHLH,68
S772,STRESS,HHLH,1
S772,STRESS,HHLH,26
S772,STRESS,HHLH,71
S774,STRESS,HHLH,5
S774,STRESS,HHLH,17
S774,STRESS,HHLH,33
S774,STRESS,HHLH,63
S774,STRESS,HHLH,66
S774,STRESS,HHLH,74
S776,STRESS,HHLH,14
S776,STRESS,HHLH,65
S776,STRESS,HHLH,76
S778,STRESS,HHLH,14
S778,STRESS,HHLH,29
S780,STRESS,HHLH,4
S780,STRESS,HHLH,8
S780,STRESS,HHLH,25
S780,STRESS,HHLH,29
